reading_id,device_id,sensor_type,value,timestamp
521,49,motion,0,1705180591
522,34,humidity,23.3,1705661833
523,38,humidity,26.24,1704616117
524,32,motion,1,1705439515
525,47,humidity,78.95,1704497410
526,7,humidity,64.55,1704924201
527,4,motion,0,1706264607
528,41,motion,1,1706033369
529,1,motion,1,1705938236
530,40,motion,1,1704096787
531,7,humidity,56.08,1704777405
532,32,temperature,23.73,1706394338
533,35,humidity,23.42,1705926323
534,15,motion,1,1704858839
535,35,temperature,24.8,1704375869
536,11,humidity,47.88,1704310032
537,19,humidity,76.14,1704560784
538,43,humidity,78.31,1704708609
539,35,temperature,21.04,1706137315
540,17,temperature,15.88,1704689272
541,42,motion,1,1704841107
542,49,temperature,23.02,1705109128
543,23,humidity,33.54,1706010712
544,18,humidity,50.0,1705284726
545,10,temperature,16.01,1704825802
546,8,motion,0,1704192346
547,17,temperature,20.53,1704657784
548,48,humidity,39.88,1704167751
549,9,temperature,24.39,1704515247
550,44,motion,0,1705473915
551,19,motion,0,1705613983
552,46,humidity,48.9,1705165777
553,25,temperature,25.75,1705195038
554,47,humidity,48.88,1705295589
555,19,motion,1,1706512365
556,3,humidity,20.05,1705749174
557,30,motion,0,1705290002
558,20,humidity,32.44,1705918338
559,42,temperature,19.03,1704320128
560,39,humidity,46.69,1704234400
561,27,temperature,15.86,1706553211
562,19,humidity,44.0,1705530129
563,44,motion,1,1706265523
564,5,motion,0,1705944072
565,44,motion,0,1704400849
566,29,motion,0,1705404137
567,37,humidity,68.47,1704539732
568,8,humidity,68.02,1704980824
569,30,motion,0,1705858372
570,25,temperature,20.72,1706387670
571,4,humidity,24.58,1704275543
572,50,motion,0,1704466195
573,45,temperature,17.21,1705847952
574,23,humidity,38.98,1706502929
575,50,motion,0,1705105809
576,34,motion,0,1705430481
577,18,temperature,15.4,1706482595
578,39,temperature,17.58,1705069808
579,17,humidity,73.19,1704916598
580,49,motion,0,1706522339
581,11,motion,0,1705887978
582,50,humidity,23.53,1704400885
583,45,temperature,25.99,1704882011
584,2,temperature,28.03,1705558041
585,46,motion,1,1705015135
586,10,temperature,29.28,1706599990
587,3,humidity,38.93,1704767480
588,23,motion,1,1704853526
589,29,temperature,20.91,1705664589
590,28,motion,1,1704379496
591,1,temperature,16.53,1706288944
592,1,motion,0,1704519873
593,15,motion,1,1706468492
594,6,humidity,76.01,1706100184
595,36,humidity,75.2,1705236547
596,31,motion,0,1705932002
597,5,temperature,29.56,1704679738
598,8,temperature,28.26,1704638874
599,38,humidity,79.27,1704751501
600,1,motion,0,1704380277
601,42,humidity,36.54,1704566989
602,34,humidity,50.79,1705585704
603,19,temperature,27.66,1706004808
604,22,humidity,21.66,1706088155
605,17,motion,1,1706184374
606,43,motion,0,1705822305
607,17,motion,1,1704899857
608,17,motion,0,1705379366
609,27,motion,1,1704143791
610,4,humidity,59.51,1705927273
611,5,temperature,26.19,1705045024
612,8,motion,1,1706200582
613,43,motion,1,1706400664
614,44,motion,1,1704307475
615,18,humidity,61.23,1704541668
616,13,temperature,23.92,1704068286
617,5,humidity,20.67,1704460014
618,44,motion,0,1705729156
619,30,motion,0,1706333993
620,45,humidity,64.44,1705456879
621,34,motion,1,1706140937
622,8,motion,0,1705566133
623,17,temperature,24.16,1704748022
624,50,temperature,27.9,1706366841
625,36,motion,0,1706223936
626,45,humidity,78.89,1705573336
627,49,temperature,29.65,1705724391
628,40,temperature,22.89,1705505300
629,38,temperature,19.13,1706425630
630,11,motion,1,1704754739
631,25,motion,0,1706430345
632,42,motion,0,1704294906
633,50,humidity,56.91,1705889420
634,17,humidity,50.1,1704735832
635,37,humidity,37.62,1704500440
636,16,temperature,20.83,1706175037
637,33,temperature,15.58,1704068413
638,49,temperature,15.41,1704197092
639,9,humidity,45.89,1705627509
640,29,humidity,78.97,1705908361
641,37,temperature,21.39,1706500886
642,20,motion,0,1705766719
643,11,humidity,67.5,1706574125
644,38,motion,1,1704736583
645,30,motion,1,1704772876
646,24,motion,0,1705697158
647,17,motion,0,1704494367
648,15,motion,1,1705293162
649,35,motion,1,1706541721
650,19,temperature,15.89,1706286860
651,50,motion,0,1705981510
652,47,humidity,53.89,1704537810
653,30,motion,0,1705334519
654,7,humidity,51.27,1704303698
655,33,humidity,65.9,1705113889
656,35,motion,0,1704760607
657,42,motion,1,1706164421
658,48,humidity,32.1,1704377847
659,2,humidity,26.87,1705719187
660,31,temperature,29.47,1704366497
661,6,motion,1,1705360021
662,7,motion,1,1705956163
663,35,motion,1,1704485657
664,36,motion,1,1705624762
665,42,humidity,53.43,1704604623
666,48,motion,0,1704776384
667,19,humidity,69.92,1705736889
668,42,temperature,15.16,1706366083
669,43,temperature,23.03,1705890826
670,1,motion,1,1705361426
671,1,humidity,37.6,1706274608
672,42,temperature,28.03,1705471750
673,47,motion,0,1706314904
674,16,humidity,34.45,1704479352
675,48,humidity,56.19,1705349595
676,7,humidity,73.1,1705311070
677,26,humidity,77.75,1705433730
678,10,temperature,24.42,1706086581
679,48,temperature,21.01,1705493894
680,35,humidity,61.07,1705907528
681,27,motion,1,1705148390
682,18,temperature,29.11,1705985550
683,10,humidity,40.43,1706078543
684,3,humidity,60.24,1705049668
685,44,humidity,24.29,1704863488
686,39,humidity,74.37,1704953041
687,14,temperature,26.95,1705125715
688,2,motion,0,1705301079
689,3,motion,1,1706621154
690,8,temperature,18.21,1704163982
691,1,motion,0,1705883980
692,5,humidity,53.92,1706485283
693,17,humidity,49.1,1704778794
694,1,temperature,19.92,1705096501
695,44,temperature,29.15,1706610328
696,15,motion,0,1704931920
697,25,motion,0,1704341979
698,49,humidity,47.02,1705887822
699,5,humidity,68.25,1704530554
700,1,humidity,39.62,1705527519
701,29,humidity,73.69,1705701747
702,45,humidity,31.0,1704410986
703,45,temperature,29.61,1706401015
704,14,temperature,15.71,1706190912
705,12,humidity,45.27,1704775819
706,4,motion,1,1706021157
707,25,motion,0,1705488317
708,45,temperature,25.68,1704719833
709,25,humidity,46.83,1705834157
710,18,motion,1,1705924874
711,13,motion,0,1706318526
712,23,temperature,25.07,1705507212
713,40,temperature,23.03,1705827068
714,27,motion,1,1705112132
715,9,temperature,24.14,1706027809
716,9,temperature,18.9,1704924726
717,44,motion,1,1704188759
718,9,motion,1,1705493403
719,16,motion,1,1704567875
720,13,temperature,17.06,1705541515
721,45,humidity,45.61,1704372108
722,10,humidity,59.6,1705473272
723,30,motion,0,1704337562
724,10,temperature,25.21,1705791966
725,5,motion,1,1704653184
726,29,temperature,23.15,1704085165
727,47,temperature,22.4,1706577715
728,5,motion,0,1705058308
729,30,motion,0,1705207893
730,14,humidity,60.48,1705281770
731,24,temperature,22.9,1706462692
732,33,motion,0,1704174765
733,29,motion,0,1704361290
734,27,motion,0,1705592184
735,6,motion,0,1704417081
736,3,humidity,52.28,1705574429
737,3,motion,0,1705915491
738,34,humidity,59.99,1706573749
739,47,motion,1,1705332775
740,34,humidity,21.25,1704622383
741,35,temperature,16.87,1705425002
742,9,motion,0,1706573436
743,40,temperature,16.49,1706373391
744,27,humidity,35.42,1706189932
745,43,humidity,68.12,1705318748
746,31,temperature,18.36,1705973965
747,5,motion,1,1705401813
748,9,temperature,29.34,1706199202
749,50,temperature,22.52,1705052100
750,27,humidity,67.06,1706000441
751,1,humidity,44.31,1705123215
752,40,motion,0,1704593677
753,11,humidity,31.6,1704693984
754,21,temperature,22.75,1706027067
755,15,humidity,21.22,1704958486
756,33,humidity,61.82,1705155428
757,37,humidity,48.96,1706175213
758,26,humidity,63.52,1705624956
759,34,temperature,19.51,1706449538
760,42,humidity,58.39,1704490791
761,37,motion,0,1705744653
762,31,temperature,22.53,1704663780
763,41,temperature,18.11,1705554806
764,9,temperature,15.39,1704738193
765,5,motion,1,1704785791
766,31,motion,0,1705492582
767,12,humidity,27.42,1705800871
768,36,motion,1,1705138778
769,26,temperature,29.95,1704503303
770,40,motion,0,1704083760
771,49,temperature,15.23,1705892077
772,15,temperature,21.86,1705559340
773,14,motion,1,1705251055
774,7,temperature,18.25,1706159860
775,8,motion,0,1704329358
776,31,motion,0,1705489950
777,12,temperature,27.35,1706102814
778,47,temperature,22.16,1704338599
779,11,motion,1,1704988725
780,47,temperature,17.36,1706089875
781,13,humidity,77.96,1704899139
782,1,humidity,43.79,1705452252
783,40,temperature,26.52,1704482286
784,47,motion,0,1706483874
785,31,motion,1,1704281413
786,35,temperature,16.79,1705702810
787,21,temperature,19.55,1705208122
788,16,motion,0,1704917693
789,15,temperature,24.27,1706540463
790,4,humidity,41.76,1705824202
791,35,humidity,57.37,1706590320
792,37,temperature,24.67,1705021401
793,31,motion,0,1704950746
794,20,humidity,39.66,1706344643
795,21,motion,0,1706576381
796,6,humidity,48.78,1704463773
797,3,temperature,27.97,1705827159
798,45,humidity,25.0,1706015514
799,13,temperature,29.98,1706354338
800,41,temperature,23.93,1705945367
801,16,temperature,15.43,1705457048
802,33,motion,1,1706480620
803,39,motion,1,1706367439
804,24,temperature,20.14,1704599823
805,32,motion,0,1706201082
806,3,temperature,19.97,1704360411
807,19,temperature,24.46,1704445064
808,41,motion,0,1706522364
809,4,motion,1,1705184786
810,45,motion,0,1705220773
811,33,motion,0,1705317314
812,34,motion,1,1705185966
813,31,temperature,20.9,1704690896
814,39,motion,1,1706221839
815,34,temperature,18.21,1706265588
816,29,motion,1,1705841458
817,6,temperature,28.52,1704753142
818,45,motion,0,1705494693
819,12,humidity,61.48,1705283001
820,9,humidity,63.56,1706300002
821,31,humidity,73.62,1706165854
822,24,temperature,28.89,1705873035
823,33,temperature,28.98,1705218434
824,25,motion,0,1704968232
825,41,temperature,25.99,1705954319
826,42,temperature,23.05,1706593456
827,23,humidity,32.08,1705109697
828,34,motion,1,1705805141
829,21,motion,1,1705234918
830,30,humidity,28.43,1706096605
831,29,motion,0,1705926818
832,8,temperature,27.34,1706165422
833,28,motion,0,1704879804
834,47,temperature,20.16,1705787708
835,33,motion,1,1705064971
836,19,motion,1,1704765488
837,43,humidity,76.09,1705369592
838,2,humidity,61.89,1706638928
839,36,motion,1,1704521743
840,5,humidity,20.7,1704289334
841,28,humidity,34.29,1704220340
842,7,humidity,71.84,1705489517
843,12,humidity,44.77,1705962496
844,45,motion,1,1705954322
845,30,motion,1,1705986574
846,5,motion,0,1705110038
847,11,humidity,26.8,1704217419
848,44,temperature,22.29,1705154236
849,16,temperature,26.34,1705914687
850,17,motion,1,1706083061
851,3,humidity,25.13,1705891302
852,16,temperature,25.11,1704453898
853,12,temperature,27.67,1704514417
854,36,motion,1,1705400758
855,20,humidity,30.13,1705877193
856,35,motion,1,1704838493
857,41,humidity,48.69,1704402468
858,44,temperature,25.22,1705470014
859,11,humidity,73.1,1704354423
860,42,temperature,19.47,1704138512
861,4,motion,1,1705320906
862,48,temperature,19.21,1704144063
863,25,temperature,24.2,1704342040
864,7,motion,0,1705599057
865,16,motion,0,1705888566
866,4,temperature,22.69,1705689192
867,39,temperature,27.08,1704146167
868,45,temperature,19.29,1704157866
869,48,humidity,77.46,1704111191
870,36,temperature,26.75,1704969582
871,9,humidity,33.74,1705897320
872,38,motion,0,1706035507
873,5,humidity,39.71,1705580298
874,36,humidity,59.21,1706292993
875,5,temperature,19.73,1705821384
876,3,temperature,15.37,1704121380
