rating_id,user_id,movie_id,rating,timestamp
259,274,639,1,1723995984
260,25,678,1,1725997290
261,11,50,1,1718051867
262,228,390,1,1722430949
263,130,486,2,1710962465
264,5,309,4,1726268979
265,52,679,5,1713126129
266,71,429,1,1721233136
267,61,290,1,1730399378
268,55,510,2,1724501909
269,103,797,3,1731967670
270,268,997,2,1716077063
271,210,303,2,1705389436
272,281,509,2,1727159491
273,247,339,2,1704159072
274,7,688,1,1734497044
275,57,856,5,1726515850
276,253,153,1,1730223759
277,262,77,1,1734426558
278,132,660,2,1719393228
279,152,271,4,1705747612
280,52,833,2,1733398486
281,21,873,3,1716153998
282,161,437,1,1707254819
283,24,10,2,1726325701
284,88,337,3,1734082566
285,225,979,5,1713070169
286,48,382,3,1710203279
287,59,411,4,1719386096
288,140,856,4,1727216484
289,245,820,4,1725838875
290,86,116,2,1727426784
291,31,966,2,1707547234
292,214,934,5,1720263080
293,292,695,4,1710149295
294,195,798,3,1724580984
295,15,884,2,1720276663
296,250,116,4,1718854231
297,24,65,3,1726044466
298,161,13,5,1729821190
299,296,742,5,1711582886
300,174,532,5,1727160757
301,49,444,2,1720238076
302,178,680,4,1709055215
303,286,914,5,1705898135
304,6,659,2,1721031232
305,241,873,4,1733239947
306,85,77,4,1714825885
307,124,339,3,1705756689
308,260,229,5,1725653347
309,194,413,2,1706712315
310,236,455,5,1719102893
311,46,878,4,1719068316
312,162,122,4,1729073270
313,10,106,4,1717902985
314,19,571,5,1704072894
315,47,811,5,1724839613
316,156,912,5,1722935950
317,106,671,4,1715504369
318,187,846,1,1731467369
319,115,865,4,1715206352
320,287,786,5,1724198220
321,243,734,3,1728089270
322,232,117,1,1729545749
323,114,3,3,1715983686
324,150,561,5,1716612878
325,55,47,2,1720590145
326,72,842,4,1707656232
327,131,626,2,1710360112
328,62,953,4,1711301183
329,235,845,2,1728118611
330,174,111,4,1705627493
331,64,791,4,1719414590
332,259,138,4,1704212746
333,272,754,1,1722630395
334,222,859,5,1720271707
335,261,800,2,1727280750
336,297,178,2,1707541894
337,199,674,5,1724406580
338,165,517,4,1718115257
339,128,281,4,1715571632
340,151,464,2,1708703751
341,212,617,5,1714097060
342,281,882,3,1727953739
343,284,648,2,1710807919
344,108,640,3,1727106052
345,177,944,2,1727904149
346,92,516,5,1727364443
347,166,728,1,1729594573
348,181,576,4,1723622933
349,293,966,4,1726691057
350,274,293,4,1731189407
351,7,536,1,1704915192
352,196,149,1,1726557198
353,29,205,3,1729239232
354,83,294,3,1708980521
355,32,708,3,1710912334
356,278,34,3,1731381387
357,232,105,5,1733193633
358,288,886,2,1728978437
359,288,399,2,1721210907
360,148,710,1,1735154871
361,196,397,4,1730511834
362,161,990,5,1705872502
363,7,762,3,1710881676
364,227,850,2,1734651607
365,189,774,5,1722408560
366,101,795,2,1713938166
367,230,182,1,1710341092
368,89,753,5,1708072049
369,194,42,4,1713432652
370,285,271,2,1709467076
371,300,867,3,1704256619
372,170,478,2,1705407383
373,79,951,3,1724095180
374,27,793,5,1732358283
375,155,503,5,1722527512
376,184,75,3,1721696533
377,113,980,2,1721535848
378,35,806,5,1709414786
379,213,557,5,1717603630
380,48,358,2,1733709075
381,110,680,3,1715175949
382,185,301,2,1729322134
383,272,487,5,1731705596
384,5,118,3,1719021311
385,124,927,5,1734890546
386,125,982,1,1726969823
387,165,391,1,1717015047
388,132,554,3,1704896186
389,265,842,3,1721324548
390,261,457,4,1705538617
391,152,920,2,1714815112
392,264,85,1,1709684037
393,276,547,1,1725103583
394,34,216,2,1733090134
395,218,856,1,1710965305
396,276,849,4,1725762192
397,37,765,2,1704864216
398,236,735,3,1705338453
399,45,76,1,1710039625
400,129,572,1,1723359733
401,117,933,3,1717745086
402,199,462,4,1718597109
403,162,18,4,1726659356
404,61,548,1,1725589775
405,33,775,5,1705594492
406,38,367,5,1707628517
407,149,806,3,1724420172
408,45,289,4,1716865315
409,203,842,1,1719971587
410,81,547,2,1708643402
411,201,816,5,1713965034
412,74,306,3,1704441338
413,284,896,5,1708810919
414,64,43,1,1723284447
415,202,551,5,1706923583
416,157,216,3,1711171912
417,212,928,5,1708847200
418,83,189,2,1724766423
419,130,199,1,1710152564
420,291,873,1,1732635031
421,282,473,5,1706521524
422,149,688,1,1712478880
423,51,203,5,1720414597
424,170,366,2,1726592141
425,121,103,3,1724854700
426,36,922,2,1714730326
427,249,462,3,1724748220
428,157,711,5,1709180726
429,290,581,3,1731169106
430,162,982,4,1709725803
431,3,321,2,1730429578
432,114,730,4,1713351034
433,185,138,3,1733524160
434,246,474,4,1716104570
435,157,499,5,1707719017
436,90,662,5,1706817780
437,144,880,2,1733974165
438,276,202,3,1728680872
439,40,745,1,1734001282
440,10,870,5,1725261068
441,16,833,5,1723491887
442,208,788,5,1711206263
443,19,565,3,1722303004
444,277,484,2,1716342036
445,201,229,5,1728670209
446,149,138,4,1720882103
447,262,93,4,1716276502
448,258,11,2,1732520748
449,85,776,5,1708777258
450,229,164,2,1723070995
451,290,676,2,1728760571
452,248,962,3,1705423464
453,113,780,4,1711843436
454,33,271,3,1711919563
455,22,685,2,1721444544
456,185,398,4,1734866878
457,233,903,1,1705406179
458,166,106,5,1725326180
459,141,855,3,1723482849
460,279,584,2,1716705797
461,194,375,5,1725989536
462,40,530,3,1716694698
463,115,529,4,1715908492
464,177,499,4,1733835750
465,4,514,2,1718827751
466,85,236,1,1721332340
467,144,217,2,1710338713
468,81,371,5,1728135884
469,61,677,2,1717979326
470,170,738,1,1720224217
471,246,491,2,1723890853
472,83,663,4,1704820364
473,125,45,2,1723310214
474,83,138,5,1705382227
475,294,151,1,1709648690
476,133,945,2,1721402784
477,208,614,5,1725462267
478,10,900,3,1706944442
479,111,460,5,1719885210
480,247,175,2,1731929578
481,211,616,2,1730730090
482,299,841,2,1724978715
483,262,271,2,1728366876
484,176,945,4,1724083538
485,36,236,4,1717001154
486,68,112,1,1710856890
487,268,881,5,1727030773
488,215,847,2,1724384778
489,50,182,4,1734320151
490,20,899,5,1720956125
491,61,96,4,1726192744
492,67,924,5,1722162634
493,1,919,4,1721584097
494,216,380,1,1727476208
495,272,440,2,1735555404
496,247,809,4,1715828626
497,295,101,4,1708559571
498,131,489,2,1734604597
499,43,291,5,1733486595
500,279,419,3,1710409692
501,3,727,1,1723461230
502,268,121,5,1704308592
503,193,671,2,1727144822
504,162,419,3,1707643539
505,80,437,5,1712577702
506,134,876,5,1718279567
507,290,375,5,1713313477
508,204,774,2,1717932836
509,283,803,5,1720256131
510,92,380,5,1722686935
511,248,260,3,1723449956
512,177,793,4,1728755961
513,71,876,1,1729159680
514,118,458,2,1707431992
515,110,521,4,1730443705
516,174,821,5,1724670472
517,27,165,4,1725403678
518,3,824,1,1731691069
519,75,483,5,1718676042
520,46,66,3,1711508574
521,190,82,5,1705334058
522,197,954,4,1724668466
523,267,294,5,1705995339
524,90,656,4,1718796657
525,6,207,5,1713663986
526,100,35,5,1721198343
527,265,716,2,1724709550
528,87,691,1,1716138071
529,123,671,1,1709350169
530,45,283,4,1715916198
531,203,416,5,1710788501
532,266,16,1,1734909676
533,47,563,3,1728432371
534,287,937,5,1715747338
535,178,987,3,1711660417
536,100,466,4,1723357868
537,3,268,2,1717728371
538,260,110,5,1706496070
539,258,302,3,1707993370
540,263,980,3,1733464675
541,276,833,5,1712460555
542,227,990,4,1722964002
543,248,789,2,1729483785
544,174,985,4,1726937722
545,236,919,5,1732991901
546,15,494,1,1712718195
547,35,392,2,1726780630
548,118,820,3,1717905919
549,181,529,5,1704393456
550,135,255,3,1707188078
551,205,690,3,1706618303
552,284,954,2,1720057747
553,161,363,2,1734075473
554,294,276,2,1729104049
555,98,511,2,1711947839
556,124,894,3,1711005539
557,118,208,2,1732129936
558,183,160,1,1708089654
559,41,693,4,1724663815
560,4,783,5,1705485315
561,247,381,5,1714650835
562,253,920,5,1733218244
563,141,503,2,1729711588
564,262,287,4,1711519397
565,296,132,1,1721707954
566,217,490,5,1705159821
567,258,356,4,1732937437
568,90,469,1,1727496399
569,266,472,3,1727193268
570,5,13,2,1716798691
571,298,104,3,1716200560
572,133,192,5,1712886950
573,122,276,4,1724638886
574,176,375,2,1720803144
575,218,216,4,1727579214
576,191,374,4,1713450010
577,231,185,5,1708467500
578,295,703,2,1731386905
579,52,739,3,1731047902
580,121,569,4,1732800153
581,196,201,2,1730912002
582,77,485,1,1709993156
583,216,512,2,1734040381
584,265,547,3,1730418600
585,250,308,3,1722929436
586,291,49,4,1707388243
587,84,62,2,1731374403
588,131,488,1,1719161822
589,172,267,3,1716157082
590,287,571,3,1715614631
591,11,422,1,1715847841
592,102,591,5,1725873067
593,276,179,3,1715982682
594,167,690,5,1720424775
595,229,911,1,1716853820
596,147,475,2,1733201092
597,86,656,3,1718221012
598,293,415,1,1706721755
599,83,352,2,1714585912
600,163,669,3,1727905392
601,137,620,4,1713168775
602,228,800,3,1729162408
603,267,989,4,1717958367
604,86,189,1,1708262843
605,121,678,3,1729027514
606,41,216,2,1717389839
607,53,98,1,1735500779
608,243,562,1,1704951859
609,204,537,1,1707554458
610,135,633,2,1706896216
611,200,317,2,1712368449
612,146,454,2,1708472128
613,270,859,2,1705025893
614,18,680,3,1732936386
615,167,885,4,1719743611
616,277,958,3,1722473325
617,228,139,5,1710007563
618,234,647,5,1718662618
619,269,656,5,1714457709
620,178,494,5,1711688365
621,46,453,3,1716340851
622,212,267,2,1714253416
623,6,1,5,1731426805
624,70,353,3,1719810870
625,274,9,4,1729416657
626,245,307,1,1729765506
627,221,818,3,1724099321
628,119,816,1,1722462148
629,192,194,4,1733667647
630,288,448,4,1712452322
631,84,733,4,1731864592
632,194,226,3,1706725037
633,217,641,2,1721401757
634,140,292,5,1731206314
635,138,423,2,1732705304
636,36,187,2,1713784405
637,57,653,4,1724794759
638,232,279,5,1720575846
639,97,329,1,1709172483
640,26,993,5,1704809789
641,96,996,1,1713533393
642,138,129,4,1728464864
643,5,239,1,1709123305
644,8,506,2,1715539891
645,216,320,4,1716529218
646,238,714,1,1715148505
647,42,864,2,1705947534
648,137,795,4,1706462472
649,279,482,2,1710516103
650,129,837,4,1731858727
651,7,125,2,1716978874
652,227,254,1,1710750567
653,236,753,1,1721553727
654,107,485,4,1726932609
655,160,959,3,1709389316
656,22,763,5,1721546584
657,63,260,4,1725492376
658,153,204,3,1733847415
659,27,885,2,1707856450
660,121,649,4,1714956065
661,8,172,3,1723686371
662,62,406,2,1704366836
663,22,596,4,1727166290
664,80,381,1,1712412934
665,81,512,1,1727083682
666,174,954,1,1706072920
667,183,661,2,1727599867
668,275,811,1,1708289268
669,250,239,3,1722802331
670,178,825,4,1728668934
671,99,22,4,1716085306
672,69,257,1,1720351237
673,225,573,3,1722278333
674,251,195,5,1710329353
675,279,357,3,1728642546
676,240,282,5,1734751855
677,284,165,1,1721889214
678,80,461,3,1731562324
679,135,555,3,1719303562
680,1,795,5,1716785791
681,95,905,1,1724862042
682,187,795,5,1712079547
683,165,739,1,1726155727
684,276,839,4,1710438161
685,269,700,4,1729760972
686,283,158,5,1713567435
687,166,420,3,1707773761
688,50,536,1,1705536121
689,67,183,1,1710847847
690,55,498,2,1707380820
691,17,585,4,1726143374
692,251,539,5,1727599393
693,132,51,3,1711473427
694,37,14,2,1726070497
695,252,951,1,1719772658
696,32,370,5,1729014163
697,213,842,3,1730717793
698,30,844,5,1712986492
699,271,42,1,1732066913
700,156,80,2,1721498233
701,50,104,2,1721906784
702,198,195,2,1721723274
703,128,584,2,1722804782
704,286,426,1,1729779404
705,296,367,4,1727640880
706,219,905,1,1709664391
707,93,564,4,1721001879
708,173,674,2,1721981927
709,227,956,3,1734349570
710,162,564,3,1732415796
711,191,423,4,1731788360
712,166,624,2,1722963200
713,280,220,4,1729760104
714,282,949,3,1716147082
715,232,459,4,1704073764
716,18,292,5,1704614219
717,266,139,3,1704287613
718,154,228,2,1732780412
719,162,23,3,1734907483
720,284,524,5,1723215647
721,293,159,1,1705333420
722,236,365,2,1708711408
723,136,376,5,1712451006
724,120,263,3,1707151024
725,293,410,5,1734866202
726,112,752,1,1728346533
727,167,812,4,1709868844
728,250,846,5,1731565569
729,49,610,3,1705321182
730,296,391,1,1730243747
731,29,944,3,1715741800
732,223,427,1,1733252392
733,117,766,5,1735227629
734,6,650,4,1705883432
735,157,537,1,1714781685
736,277,579,2,1715033849
737,258,715,2,1709207654
738,26,690,4,1719019599
739,295,517,1,1711519157
740,222,297,4,1709033672
741,68,345,1,1720034232
742,293,764,1,1722460142
743,205,269,1,1717439548
744,257,445,2,1729636781
745,70,493,5,1710714619
746,250,405,5,1710647200
747,288,631,5,1712329839
748,125,74,3,1730131339
749,221,332,5,1707073497
750,58,688,4,1718278864
751,188,357,2,1714829393
752,177,609,1,1729893418
753,157,174,3,1724744145
754,227,639,2,1718846700
755,23,947,2,1710767523
756,192,160,1,1707837769
757,28,249,5,1735163088
758,76,890,3,1704528012
759,176,711,1,1714305262
760,231,483,1,1715203134
761,108,758,5,1711176555
762,105,560,5,1729244940
763,133,562,4,1724973020
764,73,712,1,1716704022
765,299,928,5,1705526214
766,131,175,1,1713597113
767,103,809,5,1713169895
768,28,477,1,1706301851
769,199,677,3,1726313172
770,185,886,1,1704707362
771,150,889,4,1711823931
772,195,521,1,1734396113
773,162,497,5,1721903415
774,46,191,2,1720866253
775,235,575,1,1705401069
776,127,945,5,1714298869
777,171,502,4,1729044807
778,81,19,3,1727028878
779,181,364,3,1711992916
780,257,283,1,1725065307
781,132,900,4,1733944136
782,16,967,5,1713468945
783,116,156,3,1734171408
784,202,673,2,1707013111
785,196,534,5,1733350202
786,117,428,2,1723290485
787,79,437,3,1734592854
788,169,460,5,1708488739
789,106,669,2,1723563355
790,278,701,2,1733010839
791,71,317,5,1734587060
792,70,441,2,1726086683
793,290,940,2,1714720605
794,35,571,5,1728207617
795,61,189,3,1732236900
796,75,745,1,1729750937
797,164,902,4,1717866519
798,156,454,3,1709166032
799,97,110,2,1710266263
800,14,781,5,1724768489
801,137,621,5,1724614659
802,119,611,2,1711815333
803,14,368,1,1727157389
804,245,138,5,1732458887
805,241,730,3,1710240426
806,199,504,4,1708681361
807,84,198,2,1705148644
808,210,783,1,1735119648
809,139,974,4,1711534880
810,104,776,2,1706286366
811,91,950,4,1733163221
812,251,705,3,1733151339
813,235,909,2,1718413588
814,208,795,1,1724465944
815,195,738,3,1717292703
816,293,609,5,1721691012
817,20,534,1,1719220703
818,234,847,1,1733520607
819,126,532,5,1717341708
820,21,572,4,1721385537
821,26,195,3,1718816180
822,204,906,3,1730027492
823,147,473,2,1718242678
824,151,628,1,1727218179
825,265,926,2,1719622328
826,232,93,5,1707864608
827,93,798,5,1735535970
828,280,139,4,1717943947
829,166,462,1,1710069369
830,233,605,2,1733680611
831,233,93,3,1714941345
832,84,736,1,1707127070
833,59,724,4,1725343139
834,186,88,5,1727799549
835,197,745,5,1724604946
836,82,388,5,1716838252
837,23,787,2,1734677323
838,172,580,2,1709507181
839,75,184,1,1718146025
840,158,317,4,1713757066
841,93,121,2,1710873773
842,2,638,3,1704476824
843,235,510,4,1722304072
844,3,623,4,1712049073
845,112,603,4,1719292137
846,210,453,1,1724240680
847,4,251,5,1713399121
848,286,840,2,1705708642
849,95,152,1,1725987534
850,179,38,2,1732716956
851,17,684,5,1732186298
852,153,340,1,1705712419
853,56,427,2,1709480711
854,146,626,5,1723269817
855,288,182,4,1729210703
856,297,369,1,1707191999
857,154,331,3,1734183301
858,195,840,1,1729516290
859,219,864,5,1706245750
860,150,483,2,1708161620
861,141,338,5,1717950611
862,269,215,2,1724604315
863,30,112,5,1728552825
864,271,90,4,1728363096
865,148,438,5,1732514579
866,163,266,5,1723365786
867,182,950,2,1724679351
868,289,509,5,1728534579
869,255,505,2,1733718032
870,120,726,3,1710561842
871,1,122,1,1719666173
872,61,756,2,1730896127
873,213,424,1,1715267409
874,180,574,2,1704446273
875,104,707,3,1712604035
876,35,316,3,1721068882
877,282,332,1,1707886927
878,171,350,4,1728373917
879,292,631,1,1731985922
880,90,199,3,1732045734
881,174,945,4,1734808530
882,243,817,1,1725731693
883,70,494,2,1725112556
884,236,914,5,1734129575
885,172,474,4,1735198665
886,29,856,5,1714111509
887,290,743,3,1722695855
888,275,20,2,1723441449
889,170,819,3,1706288940
890,77,288,1,1715447266
891,193,642,5,1732333647
892,85,585,5,1717138875
893,96,610,1,1733078150
894,158,723,3,1727885478
895,17,279,4,1706979650
896,255,899,2,1716535475
897,232,850,3,1711319650
898,269,310,2,1707833056
899,192,804,1,1730165514
900,104,936,1,1718957787
901,260,26,4,1734432477
902,257,158,2,1715479595
903,248,751,5,1714481110
904,168,147,1,1731653590
905,265,693,2,1710952136
906,19,471,4,1728014239
907,268,119,1,1714502001
908,23,704,5,1733322473
909,45,342,4,1733903327
910,24,106,5,1729775940
911,160,24,5,1729518029
912,160,655,2,1714834158
913,103,198,3,1713350018
914,273,327,4,1726586386
915,61,280,2,1709351889
916,141,118,1,1724969764
917,287,527,1,1710998786
918,278,359,5,1714753780
919,139,145,3,1723330227
920,126,176,1,1714515297
921,174,554,4,1705769288
922,67,30,4,1734376663
923,26,109,4,1705872424
924,45,437,4,1710072872
925,229,632,3,1714550968
926,171,838,2,1727988110
927,274,81,4,1723119047
928,68,96,4,1707330804
929,234,318,4,1719856099
930,119,971,2,1708889699
931,133,935,3,1717223118
932,94,717,3,1730534221
933,167,465,4,1705082695
934,34,487,1,1715859597
935,246,473,2,1713538185
936,179,619,5,1708341833
937,261,106,4,1731499722
938,55,334,5,1725859173
939,37,812,3,1721943174
940,237,411,5,1717940008
941,123,636,2,1722453318
942,82,998,4,1716945943
943,34,349,2,1731377679
944,221,804,4,1723099649
945,176,558,2,1709874984
946,40,758,5,1732143810
947,250,118,5,1724068174
948,238,334,5,1707343921
949,228,181,3,1717683377
950,36,613,1,1727069054
951,195,336,4,1725709443
952,32,93,2,1731482298
953,72,909,5,1734375442
954,1,776,2,1726242699
955,77,464,5,1713848426
956,200,631,5,1719071392
957,101,211,3,1714124648
958,292,814,3,1734887000
959,223,736,3,1707063188
960,299,9,5,1721194183
961,207,868,2,1732672527
962,151,64,3,1734302283
963,282,992,1,1704095496
964,287,841,3,1707748064
965,145,887,1,1711960583
966,222,720,5,1717296649
967,163,729,4,1717691395
968,196,446,5,1711154435
969,89,487,2,1710383044
970,285,394,3,1732251670
971,214,158,3,1733351350
972,65,138,1,1706474596
973,9,148,4,1726143556
974,224,999,2,1706908033
975,71,658,4,1732929137
976,234,916,5,1735283257
977,218,639,2,1719314144
978,261,435,5,1731584230
979,231,394,3,1711641808
980,96,435,5,1704316509
981,296,511,2,1727962317
982,257,276,4,1735157543
983,280,591,3,1705189994
984,20,582,4,1727719133
985,189,116,5,1720224763
986,41,146,5,1732902223
987,144,477,5,1706692317
988,268,912,5,1707034967
989,126,484,1,1727020915
990,277,818,5,1714552950
991,28,926,3,1722019937
992,6,481,4,1721269319
993,241,588,3,1718194156
994,181,984,3,1713771425
995,86,37,5,1729213739
996,156,745,5,1712806221
997,32,645,4,1723466395
998,87,587,1,1726089640
999,150,829,5,1704983171
1000,147,497,1,1708322617
1001,259,79,3,1712524627
1002,68,631,3,1713301953
1003,132,15,1,1724328088
1004,90,932,5,1728862825
1005,78,675,4,1716474515
1006,90,268,2,1720338365
1007,93,819,5,1732991604
1008,17,352,1,1708934949
1009,79,858,4,1729325677
1010,212,789,4,1712051391
1011,226,744,2,1711142378
1012,296,752,3,1705890070
1013,136,774,1,1705829586
1014,86,476,4,1720046892
1015,155,488,5,1711907572
1016,195,700,4,1719991783
1017,135,149,5,1733268875
1018,223,13,3,1735179625
1019,230,392,3,1721859552
1020,22,100,5,1725455605
1021,182,980,4,1724551696
1022,140,344,3,1713029179
1023,51,262,5,1717192142
1024,237,792,2,1728706670
1025,100,533,3,1726807647
1026,93,321,5,1704422138
1027,5,852,1,1704468558
1028,211,101,5,1707553749
1029,229,360,2,1728402573
1030,146,258,2,1705209452
1031,13,635,1,1705975840
1032,112,974,5,1725477708
1033,63,726,1,1706965845
1034,67,385,5,1731018121
1035,95,918,1,1727409462
1036,95,260,3,1719735629
1037,39,655,4,1735027719
1038,142,788,4,1727294298
1039,166,264,2,1730264195
1040,38,284,1,1716911803
1041,199,341,1,1712732249
1042,136,183,4,1706395826
1043,252,951,2,1724545533
1044,202,183,4,1707705522
1045,74,554,4,1711395034
1046,55,935,4,1728072051
1047,133,106,1,1706513972
1048,37,586,3,1730146951
1049,229,20,4,1709061920
1050,1,956,1,1726367671
1051,200,273,2,1727557154
1052,169,927,4,1723348927
1053,2,528,4,1720110896
1054,224,414,1,1722190912
1055,116,4,4,1727194971
1056,247,125,5,1722029024
1057,184,342,3,1717509602
1058,29,648,1,1716326491
1059,274,874,3,1706766881
1060,236,779,3,1725803511
1061,104,181,5,1705386935
1062,197,677,2,1714095624
1063,200,918,1,1725227197
1064,184,499,1,1733770058
1065,225,753,2,1708762906
1066,19,198,1,1728217634
1067,123,501,4,1706180881
1068,277,659,3,1720833817
