vote_id,user_id,post_id,direction,timestamp
104,215,1332,1,1708792218
105,140,464,1,1707982712
106,181,1403,1,1707970421
107,53,2201,-1,1709065804
108,79,429,1,1706940507
109,34,2596,-1,1707854852
110,354,1357,-1,1708056226
111,118,658,1,1707575129
112,163,2008,1,1709137143
113,481,829,1,1709256370
114,303,1117,1,1709010931
115,20,1359,1,1709185777
116,178,1436,1,1707448007
117,110,1689,1,1708358655
118,469,1303,1,1706850576
119,297,1615,-1,1707324847
120,435,290,-1,1708009085
121,174,1764,-1,1708790106
122,120,133,1,1709155217
123,173,2818,-1,1708316625
124,475,1812,-1,1707288326
125,420,1680,1,1708757967
126,138,2954,1,1707917396
127,21,863,1,1707966036
128,217,1,1,1708096544
129,79,1127,1,1708396238
130,279,638,1,1707398622
131,45,754,-1,1708751939
132,162,601,-1,1708129375
133,265,2059,-1,1706789962
134,264,2694,1,1707676669
135,292,2439,1,1709011397
136,190,684,-1,1708573299
137,436,2371,1,1707917120
138,467,1741,-1,1708364321
139,394,2865,1,1706823256
140,349,2058,-1,1708446527
141,484,145,1,1707171584
142,300,1324,-1,1708336950
143,437,1766,-1,1707039167
144,416,2795,-1,1708911992
145,13,2013,1,1708512904
146,21,2157,-1,1708087979
147,389,899,1,1707252421
148,219,1313,-1,1707699648
149,302,145,1,1708794358
150,340,2608,-1,1706806853
151,469,2694,1,1708289209
152,209,188,-1,1708661308
153,474,774,-1,1708526037
154,166,1635,-1,1706851285
155,102,1233,-1,1706963319
156,463,141,-1,1707897572
157,494,999,-1,1708320765
158,479,1394,-1,1706996370
159,361,1550,1,1706894824
160,473,765,1,1707420337
161,2,1679,-1,1708417855
162,489,2101,-1,1706947961
163,126,2100,1,1707470984
164,394,2210,1,1708026629
165,64,2769,-1,1708501683
166,418,1729,1,1708673232
167,20,751,-1,1707128455
168,36,1144,1,1706966616
169,153,1813,-1,1707696974
170,438,2095,1,1709166745
171,486,2706,1,1708803801
172,432,2547,1,1707197112
173,500,1392,1,1709284755
174,414,1317,1,1706868016
175,126,2401,1,1709282419
176,259,695,1,1708394846
177,476,2873,1,1708817016
178,20,1495,-1,1708795585
179,132,445,1,1707153775
180,374,2928,1,1706956902
181,138,2945,-1,1707955621
182,440,215,-1,1706817925
183,61,2379,1,1706900569
184,245,2054,1,1707408134
185,458,572,-1,1708411966
186,348,1960,1,1708529799
187,493,352,1,1708345122
188,95,1467,-1,1707973139
189,368,2144,1,1707172866
190,50,1482,-1,1708128837
191,358,865,1,1707111611
192,75,183,1,1707503834
193,479,1869,-1,1707219843
194,123,975,1,1707332069
195,490,442,-1,1708282844
196,316,870,-1,1707604952
197,154,1870,1,1708343100
198,484,2709,1,1708796717
199,342,2028,-1,1707615524
200,269,2706,-1,1708931972
201,341,1310,1,1708861847
202,242,1005,-1,1709105426
203,158,235,-1,1707254250
204,233,784,1,1707011457
205,257,1393,-1,1707553775
206,316,2749,-1,1709255884
207,213,743,1,1708512209
208,319,237,1,1708691288
209,383,1594,1,1707444826
210,359,1826,1,1707072759
211,262,2532,1,1709310220
212,432,1133,-1,1708206131
213,10,2343,-1,1709027224
214,47,201,-1,1708543586
215,275,1746,-1,1708203786
216,224,2401,1,1708549842
217,325,1168,1,1706981732
218,371,2823,-1,1707708562
219,255,126,-1,1707466562
220,65,1100,1,1708877115
221,296,773,1,1706990624
222,277,935,1,1708837723
223,273,1393,1,1708611701
224,218,288,1,1708019314
225,425,2321,-1,1708537465
226,345,706,1,1708475609
227,108,1128,1,1707725267
228,177,1500,1,1708079347
229,298,2597,-1,1708288794
230,459,2716,-1,1708810282
231,232,717,-1,1708830236
232,442,2738,1,1709273603
233,148,2554,-1,1708280252
234,145,715,1,1709197243
235,206,1370,1,1707284235
236,324,1433,-1,1707949309
237,406,554,-1,1707665042
238,440,1660,-1,1708968169
239,328,2998,1,1707783177
240,347,2669,-1,1707856553
241,157,1977,1,1707221841
242,416,669,-1,1709105884
243,194,2294,-1,1709000477
244,281,2162,1,1708417520
245,433,368,1,1707249702
246,15,1177,-1,1706970875
247,443,834,-1,1707819581
248,252,1448,1,1707059956
249,143,740,1,1707375580
250,132,530,1,1707252033
251,403,2123,-1,1708460045
252,192,87,1,1707250066
253,355,1898,1,1706767631
254,472,1140,1,1708586762
255,176,2465,-1,1709251474
256,435,2428,1,1707056269
257,11,1768,1,1709134550
258,53,2255,-1,1707809831
259,130,830,1,1706891730
260,372,128,-1,1706867342
261,368,1478,-1,1707302397
262,241,1085,-1,1707555838
263,487,320,1,1708249161
264,261,838,1,1707132923
265,267,1443,-1,1708610537
266,101,470,-1,1709302883
267,281,2764,-1,1707346812
268,497,1610,1,1707686867
269,312,2195,1,1708295564
270,460,13,1,1709293650
271,479,2980,1,1709229033
272,448,608,1,1707707968
273,487,449,1,1708563752
274,444,1357,-1,1706977429
275,307,1647,1,1709083909
276,459,1409,1,1708731310
277,108,2059,-1,1707457015
278,78,2881,-1,1708271277
279,176,1740,-1,1708064078
280,246,2684,-1,1708476041
281,341,2054,1,1708874147
282,377,2766,1,1709199714
283,497,1261,-1,1709073863
284,388,232,1,1706954609
285,209,2008,-1,1708704715
286,277,292,1,1708158473
287,35,1344,1,1706880084
288,438,2165,-1,1707644180
289,488,2615,1,1707624111
290,373,2369,1,1708131458
291,156,1978,1,1708967881
292,217,2287,1,1707335881
293,424,2193,-1,1708617080
294,178,2579,-1,1708443177
295,279,2649,-1,1707393728
296,408,1325,1,1707622378
297,233,893,1,1707801163
298,242,575,-1,1707416290
299,346,985,1,1707024126
300,333,2655,-1,1709236156
301,316,1945,-1,1709054544
302,335,876,1,1706927273
303,31,1521,1,1707771643
304,7,2559,1,1707326037
305,351,401,-1,1706825398
306,401,257,1,1708402404
307,140,2622,1,1708510165
308,278,708,-1,1707460775
309,262,1436,1,1707489696
310,248,1426,1,1709222748
311,188,461,1,1707446777
312,388,1784,1,1707352516
313,136,584,1,1707803286
314,405,1492,1,1708615042
315,354,1217,-1,1707287031
316,105,2472,-1,1707987118
317,307,380,1,1708758772
318,163,1411,-1,1709134648
319,277,292,-1,1709328340
320,183,2888,-1,1707800732
321,483,442,-1,1709181375
322,109,2790,-1,1708852214
323,56,970,-1,1707970512
324,430,1307,-1,1708220065
325,349,613,-1,1708568707
326,423,219,-1,1708979706
327,408,292,-1,1708476795
328,257,2897,1,1706818380
329,293,2784,1,1707342662
330,474,1597,-1,1707505360
331,430,106,1,1709233966
332,311,2091,1,1707103394
333,102,756,-1,1708152631
334,446,2683,1,1707068143
335,40,2601,1,1708558496
336,154,2708,-1,1708709266
337,218,903,-1,1708013591
338,14,1072,1,1708460005
339,457,2238,-1,1708877582
340,440,1160,-1,1708148631
341,332,1440,-1,1708684989
342,387,883,-1,1708105052
343,318,2547,-1,1707576797
344,150,2603,1,1709227405
345,236,1388,1,1708576444
346,450,419,-1,1708911188
347,498,1485,1,1707298765
348,488,2666,1,1708388784
349,464,2497,1,1708435039
350,101,2900,1,1707054233
351,421,1058,1,1708810082
352,83,2835,-1,1707747363
353,86,1408,1,1708727534
354,236,775,1,1707427565
355,302,1026,-1,1707046956
356,239,1656,1,1707503385
357,456,2570,1,1707247967
358,39,2919,-1,1707729409
359,410,1078,1,1709329234
360,32,240,-1,1706857938
361,389,453,-1,1707126417
362,139,2781,1,1706892001
363,416,450,1,1709042539
364,334,1565,1,1708760479
365,90,505,-1,1707228081
366,395,1353,1,1707670213
367,409,2627,-1,1706895241
368,446,1681,1,1708111769
369,455,2179,-1,1707903669
370,401,2824,-1,1707977903
371,429,393,1,1707326621
372,410,493,1,1708664414
373,272,2554,1,1709181317
374,216,2060,-1,1706973892
375,255,2188,-1,1707939094
376,258,589,-1,1708899497
377,100,2087,1,1708149652
378,94,2361,1,1708219697
379,174,1801,1,1708507370
380,161,22,-1,1709100626
381,427,1468,1,1708090770
382,200,504,1,1707471808
383,186,1837,1,1707416275
384,79,1365,1,1707869930
385,331,1673,1,1708976998
386,172,1556,-1,1707642859
387,159,1735,1,1709273762
388,340,1916,-1,1708874594
389,359,2779,-1,1708899638
390,393,446,-1,1707336936
391,226,236,1,1707849871
392,289,1721,1,1708284345
393,314,2281,1,1708878017
394,309,2899,-1,1709052041
395,56,2865,1,1707698824
396,395,847,1,1708493781
397,316,1556,1,1707564096
398,163,2138,-1,1707453198
399,142,1725,1,1707399090
400,188,535,-1,1708253057
401,85,1664,-1,1707580902
402,399,467,-1,1708601370
403,75,2299,-1,1708345828
404,473,2906,1,1707436188
405,448,2289,1,1708007364
406,301,124,-1,1709236195
407,58,1760,-1,1707430647
408,212,2479,1,1708618946
409,443,1090,-1,1708493125
410,268,2885,1,1707547813
411,381,494,-1,1708826201
412,340,1497,-1,1707759649
413,96,35,-1,1708927599
414,479,1783,-1,1708581718
415,494,2296,-1,1706906928
416,188,2050,1,1707474778
417,275,1017,-1,1708222887
418,58,321,1,1708352137
419,149,2375,1,1709126074
420,73,1482,1,1706893451
421,438,784,-1,1709114650
422,61,1717,1,1708234809
423,148,950,-1,1707288091
424,85,728,1,1707913214
425,72,1590,-1,1708051360
426,236,2640,-1,1707749204
427,485,2053,-1,1709029201
428,442,247,-1,1709160032
429,438,2164,-1,1708496118
430,66,1884,-1,1708137254
431,340,1663,1,1706961294
432,306,1455,-1,1707506715
433,212,666,1,1708337529
434,132,57,-1,1707844708
435,195,309,1,1708678504
436,331,125,1,1707716971
437,373,21,1,1707682730
438,457,2248,-1,1708704814
439,108,2363,-1,1707344543
440,44,2260,-1,1708988202
441,278,1855,-1,1707369638
442,19,527,-1,1708892067
443,44,372,1,1708540505
444,396,955,-1,1707270848
445,5,2979,1,1709272360
446,486,1566,1,1709223603
447,26,2368,-1,1708402244
448,233,2091,-1,1708324731
449,279,1842,1,1707426076
450,401,1514,-1,1709160588
451,464,2395,1,1706973726
452,234,1955,1,1708341429
453,496,489,1,1708425970
454,300,2812,-1,1708960257
455,184,1335,1,1708628028
456,231,696,-1,1708946370
457,44,2227,-1,1709050438
458,175,1232,-1,1707779811
459,281,1234,-1,1708261662
460,254,471,1,1707176648
461,270,1723,1,1707954521
462,186,2130,-1,1709200919
463,211,1510,-1,1707366245
464,385,2016,-1,1709297061
465,222,784,1,1707416862
466,338,2541,-1,1707753018
467,182,74,-1,1707609699
468,467,2415,1,1708462440
469,207,2029,1,1707051183
470,254,2322,-1,1707983920
471,184,208,1,1708471138
472,232,1288,1,1707469148
473,168,295,1,1707542909
474,277,2274,-1,1707470244
475,224,2607,1,1708662876
476,169,1559,1,1707413630
477,125,1317,-1,1708160667
478,285,1091,1,1709121017
479,431,1975,-1,1707440527
480,9,357,-1,1707418840
481,84,1608,1,1708210726
482,168,1307,-1,1708435296
483,28,63,-1,1708893557
484,143,986,-1,1708848138
485,118,2716,-1,1707815165
486,255,1455,-1,1707658315
487,286,373,-1,1708949369
488,213,2977,-1,1708119468
489,97,780,1,1708902440
490,26,929,-1,1707483914
491,494,1767,-1,1708346629
492,426,1304,-1,1707775150
493,325,2093,1,1707147527
494,134,742,1,1707637640
495,298,2176,1,1706765558
496,462,2712,-1,1708919847
497,95,2411,-1,1708042300
498,438,2138,1,1707387340
499,33,755,1,1707655018
500,4,513,-1,1708111749
501,173,2250,-1,1709333305
502,428,1836,1,1708737611
503,158,1489,-1,1708914181
504,152,932,1,1706825990
505,193,471,1,1706796192
506,7,2854,-1,1707620174
507,92,1435,-1,1708768381
508,179,2779,1,1708664310
509,331,1848,1,1709308070
510,342,645,-1,1709214989
511,257,1711,-1,1707274836
512,351,1408,-1,1707522545
513,268,1803,-1,1707720060
514,201,493,1,1707338835
515,188,1204,1,1706851627
516,331,227,-1,1707672619
517,319,427,1,1707169860
518,53,14,1,1709152634
519,420,1234,1,1708779259
520,462,2797,-1,1707536740
521,354,2782,-1,1707372869
522,451,1631,1,1708798716
523,62,2658,-1,1707012999
524,193,2983,-1,1707336888
525,55,1326,1,1707474115
526,467,1556,1,1709283205
527,288,2543,-1,1709165513
528,298,2387,1,1708341725
529,100,390,1,1708446618
530,214,410,-1,1708902233
531,68,633,-1,1707584088
532,211,2878,1,1708155120
533,424,980,1,1708270089
534,423,1111,1,1708946843
535,305,2143,1,1708317013
536,435,57,-1,1709312878
537,327,1546,-1,1707977623
538,156,1112,-1,1708136289
539,338,2303,1,1708200012
540,91,2711,1,1708667444
541,280,2082,1,1706783083
542,75,2646,1,1708821860
543,390,207,-1,1709132495
544,71,1806,1,1708234751
545,472,1256,1,1707083128
546,129,1808,1,1707774631
547,326,85,1,1706953727
548,132,2891,-1,1707343109
549,355,431,1,1707242169
550,215,458,-1,1707821414
551,229,2033,1,1707426495
552,469,1274,-1,1708496439
553,226,758,1,1709276869
554,353,1025,1,1708293313
555,187,1677,1,1709245897
556,197,1242,1,1709183227
557,307,679,1,1707754650
558,180,2760,-1,1708757452
559,448,592,-1,1708850575
560,19,1159,-1,1708169215
561,300,1864,-1,1707070447
562,188,1303,1,1707966706
563,32,1410,1,1708906471
564,152,657,-1,1709057995
565,356,1645,1,1707838322
566,489,2264,-1,1707435760
567,414,387,-1,1707342840
568,35,1152,1,1708291851
569,350,984,1,1708859104
570,470,2760,-1,1709186710
571,279,686,-1,1707938864
572,130,540,-1,1709184372
573,357,2184,-1,1706935120
574,418,2764,1,1706919102
575,341,1493,-1,1709213839
576,299,1819,-1,1707351841
577,141,53,1,1707150842
578,20,2451,-1,1708215553
579,213,221,1,1708439109
580,486,2247,-1,1709073773
581,93,222,-1,1708662110
582,128,1515,1,1707253525
583,43,949,1,1708778805
584,309,2417,1,1709259533
585,326,2240,1,1709291974
586,165,2433,1,1707506416
587,473,1344,-1,1709113820
588,350,2942,-1,1708557403
589,300,1129,1,1707844009
590,337,1621,-1,1707382103
591,288,1563,-1,1706995802
592,13,1548,1,1708837839
593,14,2255,1,1708805077
594,461,1947,1,1709279500
595,325,698,1,1708360894
596,266,1612,-1,1708472329
597,227,2384,1,1708612069
598,256,696,-1,1707621231
599,53,2376,1,1707314763
600,384,2623,-1,1709019232
601,249,1009,-1,1708880675
602,305,564,-1,1707094437
603,451,1358,1,1708755311
604,99,2524,-1,1706919110
605,43,1141,-1,1708880345
606,343,1497,1,1709320700
607,297,1125,-1,1707720266
608,445,2817,1,1708706762
609,466,2647,1,1708273618
610,217,1267,1,1708884108
611,52,1714,-1,1707588822
612,447,2199,-1,1707813613
613,105,2279,1,1709280909
614,99,1341,1,1707846130
615,406,2405,1,1707215939
616,172,221,-1,1706789528
617,111,1033,1,1708734370
618,268,485,1,1709306969
619,21,1075,-1,1707869513
620,337,1695,-1,1707100598
621,498,430,-1,1708460043
622,105,1014,-1,1707586685
623,28,2851,1,1708223552
624,385,739,1,1706953247
625,402,2035,-1,1708474020
626,114,1043,-1,1707921257
627,393,411,1,1706838581
628,52,1358,1,1708455268
629,376,2916,1,1708223654
630,308,261,1,1707310557
631,322,240,-1,1706881343
632,495,417,-1,1708305917
633,468,2288,-1,1708548850
634,367,757,1,1708720903
635,111,1022,1,1708533722
636,429,2784,1,1707732248
637,451,227,1,1708926448
638,180,1734,-1,1708990669
639,109,1577,1,1708283825
640,206,576,1,1709133465
641,144,262,-1,1709129338
642,378,1895,-1,1707691390
643,306,2235,1,1708298341
644,14,2425,-1,1708242051
645,169,2767,-1,1708046146
646,329,1836,1,1708879393
647,117,1497,-1,1709070641
648,231,2152,1,1706902950
649,205,332,1,1707812295
650,496,2050,-1,1706803188
651,320,1821,1,1709132152
652,319,2649,1,1709257462
653,472,1363,1,1709072347
654,114,1020,-1,1709331143
655,334,2012,-1,1708036263
656,441,718,-1,1706913170
657,453,2107,1,1709249712
658,454,1932,1,1707914901
659,399,1095,-1,1708533811
660,370,617,1,1707775235
661,168,744,-1,1707513535
662,370,525,-1,1707179355
663,457,621,1,1708972581
664,170,1915,1,1707844429
665,307,1233,1,1706869945
666,192,508,1,1707576921
667,494,2616,-1,1707608884
668,53,2827,1,1706778189
669,414,192,-1,1707299419
670,332,2254,1,1707207580
671,151,298,-1,1707357941
672,438,551,-1,1706898891
673,226,2517,-1,1707348282
674,13,1441,1,1707064613
675,367,764,-1,1707309092
676,353,859,1,1707605889
677,74,1502,1,1708029747
678,493,1356,-1,1707009197
679,234,1506,1,1708775428
680,437,1573,1,1708072194
681,226,2633,-1,1708201086
682,303,2645,-1,1708531042
683,106,2727,-1,1709020857
684,156,2575,1,1707493923
685,132,1297,-1,1706803273
686,293,2914,-1,1707748328
687,498,949,-1,1706758220
688,156,1885,-1,1709123306
689,171,1056,1,1708879851
690,210,1203,-1,1708986474
691,487,146,-1,1707758970
692,287,2587,-1,1706858719
693,254,2172,-1,1709220939
694,371,377,-1,1707254561
695,356,2934,1,1708234868
696,113,965,1,1707653176
697,355,2463,1,1706853002
698,323,2995,1,1707722527
699,445,815,1,1708648777
700,496,327,-1,1709056440
701,99,1653,1,1709221389
702,187,1143,-1,1706813084
703,195,1597,-1,1708944219
704,410,2112,1,1706762176
705,162,807,1,1707641563
706,281,724,1,1708915782
707,219,1875,1,1708301667
708,281,524,-1,1707550261
709,278,1940,1,1709296813
710,59,831,-1,1707154133
711,367,1541,-1,1707377812
712,311,1138,1,1707733839
713,305,945,-1,1707119239
714,321,2821,-1,1707880184
715,269,1082,-1,1707394892
716,470,497,1,1708034722
717,279,776,-1,1707344979
718,110,1659,-1,1708567262
719,60,1373,1,1707380717
720,24,2211,1,1706965437
721,388,2500,1,1707163714
722,260,1074,-1,1708772021
723,123,253,1,1708895378
724,368,1054,1,1707845039
725,388,26,1,1708676795
726,423,2673,1,1707502349
727,35,1947,1,1707877726
728,377,1160,-1,1706788124
729,29,1496,1,1708478596
730,198,656,-1,1708750160
731,328,1206,-1,1706781862
732,308,316,-1,1708125279
733,78,2356,-1,1709290774
734,308,1401,1,1707216688
735,82,460,-1,1707361664
736,51,2118,1,1706961159
737,210,704,1,1707233179
738,500,87,1,1707883615
739,391,1547,1,1709327996
740,89,2293,1,1707174618
741,481,2961,1,1707395037
742,243,2455,-1,1707919835
743,116,426,-1,1707256888
744,220,1469,-1,1708442286
745,447,152,-1,1707016276
746,271,2123,1,1709226069
747,87,1206,1,1709111733
748,234,856,1,1708283285
749,185,1522,-1,1708867448
750,66,2654,-1,1708625637
751,258,1404,-1,1707951524
752,421,892,-1,1707636665
753,187,1204,-1,1708017668
754,235,298,1,1708335248
755,241,563,1,1708066006
756,144,314,1,1708005783
757,115,40,1,1707528510
758,171,992,1,1708278624
759,493,949,1,1707691987
760,157,2524,-1,1709100836
761,132,629,-1,1708515988
762,88,2025,1,1706918723
763,441,1023,1,1706944247
764,111,1409,-1,1708126881
765,7,2681,1,1707521583
766,327,829,1,1706858449
767,327,1045,-1,1707392414
768,322,503,-1,1707645228
769,150,1210,1,1708141602
770,107,83,-1,1709109727
771,172,566,-1,1706981159
772,173,2997,1,1706767989
773,367,1758,1,1708927881
774,174,1946,1,1708704560
775,425,2451,1,1707909767
776,454,2994,1,1707672070
777,58,450,-1,1707864066
778,312,2704,1,1708343188
779,249,597,1,1707347180
780,423,2578,1,1708967127
781,488,407,-1,1709011429
782,70,989,-1,1707319811
783,321,780,1,1706987939
784,104,40,1,1707416685
785,479,1149,1,1708390478
786,411,804,1,1709013866
787,166,266,-1,1708483099
788,218,1341,1,1706975055
789,60,2990,-1,1706817254
790,332,1127,1,1707511830
791,459,2396,-1,1707073952
792,142,2502,1,1707635551
793,58,32,-1,1706982523
794,255,2148,-1,1707575640
795,305,643,-1,1708639060
796,12,1776,1,1707336525
797,109,872,1,1708578110
798,253,1100,-1,1707033601
799,388,1868,1,1707444092
800,431,1941,1,1708727708
801,295,909,-1,1708946511
802,495,2285,1,1709067947
803,471,1810,1,1708603067
804,79,1039,-1,1708990590
805,313,698,1,1709203857
806,148,1251,-1,1708826223
807,63,1913,1,1709267082
808,477,920,-1,1707351461
809,55,313,1,1707515598
810,245,2715,-1,1709077424
811,477,895,-1,1708275043
812,499,617,-1,1707941131
813,164,2089,-1,1707174324
814,196,781,1,1708765517
815,81,413,-1,1706852939
816,334,252,-1,1707839236
817,300,1235,1,1708511316
818,419,2757,-1,1708323297
819,161,945,1,1708032368
820,433,787,-1,1708291961
821,481,2351,1,1707638440
822,87,788,1,1707865082
823,137,1179,1,1708805291
824,261,1374,-1,1707660867
825,332,2859,-1,1709234273
826,221,2132,1,1709220755
827,12,2472,-1,1707244069
828,274,2335,1,1707905243
829,90,796,1,1708365785
830,201,1053,1,1707617033
831,311,7,1,1708430482
832,53,2568,-1,1706952179
833,126,2901,-1,1708354038
834,393,1681,1,1708841498
835,374,616,-1,1707054249
836,353,650,-1,1708432639
837,331,2159,-1,1707152953
838,227,2331,-1,1706998130
839,405,162,1,1709251315
840,87,458,-1,1706893312
841,221,2273,-1,1707215395
842,339,2238,-1,1707929707
843,271,1537,1,1707983504
844,256,1380,-1,1708922660
845,339,469,-1,1706993517
846,460,1356,1,1708973176
847,296,54,-1,1708653683
848,297,392,-1,1708511613
849,194,2404,1,1708156207
850,28,2766,1,1709166883
851,428,1369,1,1709288856
852,77,2803,1,1706927386
853,207,1278,-1,1709148280
854,317,1584,-1,1708894165
855,473,2605,1,1707030240
856,30,1954,1,1707943594
857,380,2296,-1,1708497788
858,326,959,1,1707659609
859,39,59,-1,1708876712
860,62,251,-1,1706828827
861,121,324,-1,1706951878
862,156,1255,1,1707507143
863,446,672,-1,1708185156
864,164,460,1,1707785030
865,353,1838,1,1709188606
866,497,1745,1,1706850578
867,34,1218,-1,1708838492
868,297,1663,1,1707979679
869,347,226,-1,1707344919
870,43,1488,1,1707777363
871,463,2964,-1,1708934901
872,400,1655,1,1709028660
873,364,1467,1,1708740965
874,148,2332,1,1707819465
875,386,546,1,1707455578
876,69,1057,1,1708317209
877,39,2354,1,1708476760
878,17,2477,-1,1707712469
879,277,2066,-1,1707457019
880,27,515,-1,1708683255
881,31,776,-1,1707822202
882,174,177,-1,1707152252
883,223,1542,-1,1707645188
884,80,2650,1,1708464491
885,306,2526,-1,1708301021
886,100,1839,1,1706953010
887,303,1895,1,1707715722
888,27,2453,-1,1709047542
889,85,1839,-1,1708473146
890,110,1267,1,1706749396
891,465,1712,-1,1709225958
892,88,1584,-1,1707878128
893,143,2403,-1,1707542449
894,469,1912,1,1707998293
895,186,1289,1,1708786007
896,451,121,1,1708315378
897,444,850,-1,1706924092
898,476,2309,1,1707480626
899,394,1645,1,1708800773
900,402,1817,-1,1708109892
901,73,92,-1,1708090668
902,396,1814,-1,1707992085
903,388,1297,-1,1707212898
904,353,2386,1,1709169549
905,335,952,1,1707391587
906,78,1263,1,1708618272
907,29,752,-1,1708212834
908,215,2784,1,1706835466
909,379,1742,-1,1707060451
910,195,1535,1,1709000223
911,123,655,-1,1708024060
912,174,1912,1,1708784139
913,277,1876,1,1708260801
914,17,2960,-1,1708888680
915,217,2977,-1,1706914749
916,410,2203,-1,1707888935
917,167,2195,1,1707826198
918,65,313,1,1707625457
919,425,555,1,1709292367
920,96,2597,1,1707723837
921,439,2666,-1,1708732710
922,276,1443,-1,1708852171
923,367,318,1,1708743755
924,188,891,-1,1708712831
925,485,407,-1,1708276468
926,14,438,-1,1707918614
927,492,391,-1,1709333443
928,463,2724,1,1709084465
929,366,2456,-1,1708125184
930,308,2754,-1,1707361705
931,146,1324,-1,1707959610
932,298,731,1,1706908759
933,211,1792,1,1709254418
934,72,1183,1,1706981046
935,440,1411,-1,1707746883
936,158,1180,1,1708371361
937,390,2629,-1,1707833793
938,319,1990,1,1708228182
939,312,2988,1,1708528121
940,384,1782,-1,1709076601
941,258,1506,-1,1709267396
942,114,1286,-1,1707063068
943,70,1087,1,1707204259
944,497,681,-1,1708437848
945,323,1835,1,1708712071
946,120,442,1,1708220979
947,213,1116,1,1709268657
948,412,592,-1,1709014441
949,24,876,1,1707898010
950,447,585,-1,1708743183
951,106,1552,1,1707203149
952,38,714,-1,1708965119
953,10,447,-1,1707473654
954,200,230,1,1707322708
955,418,380,-1,1708107460
956,167,2154,1,1708558075
957,468,164,1,1706837527
958,366,1868,-1,1707408062
959,482,695,1,1708845913
960,372,1726,-1,1707586870
961,431,564,-1,1707452808
962,77,1644,1,1708391908
963,24,1874,-1,1708102125
964,64,2397,1,1708748710
965,422,35,1,1708418313
966,289,2101,1,1707666777
967,114,2624,1,1708285415
968,93,735,1,1708345328
969,136,2678,1,1707617052
970,88,1468,-1,1708844618
971,473,10,-1,1709333607
972,445,1401,1,1706875271
973,449,2924,-1,1708398163
974,47,1591,1,1708996096
975,95,1630,1,1708760959
976,479,1442,-1,1707258683
977,422,2884,-1,1708048268
978,367,1367,-1,1706750123
979,210,719,1,1707684912
980,401,2296,1,1708986235
981,320,500,-1,1708106170
982,239,77,-1,1708802792
983,203,178,1,1707538648
984,63,2094,1,1707343172
985,150,2531,-1,1706845493
986,196,1505,-1,1707017352
