movie_id,title,year,genre
829,Movie 829,1984,Horror
830,Movie 830,1982,Thriller
831,Movie 831,2021,Action
832,Movie 832,1985,Action
833,Movie 833,2003,Thriller
834,Movie 834,2015,Sci-Fi
835,Movie 835,2018,Comedy
836,Movie 836,1985,Comedy
837,Movie 837,2003,Sci-Fi
838,Movie 838,1991,Action
839,Movie 839,1990,Horror
840,Movie 840,1998,Action
841,Movie 841,1982,Sci-Fi
842,Movie 842,2023,Sci-Fi
843,Movie 843,1993,Horror
844,Movie 844,1995,Animation
845,Movie 845,2017,Action
846,Movie 846,1991,Action
847,Movie 847,2022,Sci-Fi
848,Movie 848,2014,Animation
849,Movie 849,2013,Drama
850,Movie 850,2021,Comedy
851,Movie 851,2015,Sci-Fi
852,Movie 852,2013,Romance
853,Movie 853,1998,Animation
854,Movie 854,2013,Comedy
855,Movie 855,2006,Animation
856,Movie 856,2007,Horror
857,Movie 857,1995,Romance
858,Movie 858,1988,Action
859,Movie 859,2014,Sci-Fi
860,Movie 860,1999,Comedy
861,Movie 861,1991,Romance
862,Movie 862,1991,Horror
863,Movie 863,2007,Romance
864,Movie 864,2010,Romance
865,Movie 865,1989,Horror
866,Movie 866,1999,Romance
867,Movie 867,1981,Romance
868,Movie 868,2009,Sci-Fi
869,Movie 869,2023,Drama
870,Movie 870,2011,Horror
871,Movie 871,2006,Sci-Fi
872,Movie 872,2008,Thriller
873,Movie 873,2013,Comedy
874,Movie 874,2023,Animation
875,Movie 875,2008,Romance
876,Movie 876,1997,Drama
877,Movie 877,1999,Horror
878,Movie 878,2013,Animation
879,Movie 879,2022,Comedy
880,Movie 880,1999,Romance
881,Movie 881,2004,Sci-Fi
882,Movie 882,2016,Thriller
883,Movie 883,1995,Comedy
884,Movie 884,2000,Thriller
885,Movie 885,2007,Horror
886,Movie 886,1999,Drama
887,Movie 887,1992,Romance
888,Movie 888,1980,Drama
889,Movie 889,2020,Horror
890,Movie 890,2017,Action
891,Movie 891,2015,Horror
892,Movie 892,1997,Horror
893,Movie 893,2004,Horror
894,Movie 894,2022,Comedy
895,Movie 895,1987,Drama
