vote_id,user_id,post_id,direction,timestamp
316,196,3207,1,1708869177
317,138,1873,-1,1706962025
318,324,3150,-1,1708657312
319,468,9242,1,1708473200
320,654,12402,-1,1708284372
321,35,5789,-1,1708030297
322,610,6828,-1,1707129469
323,91,9304,-1,1708650081
324,582,7439,-1,1707229625
325,353,979,-1,1708507645
326,110,3372,1,1707113524
327,267,14904,-1,1707714341
328,421,13547,1,1709252485
329,791,2732,1,1707692789
330,939,8036,1,1706788571
331,175,13189,1,1708673710
332,225,984,1,1706932587
333,541,12862,-1,1708366201
334,284,13725,-1,1708772999
335,881,2087,1,1708154045
336,25,3185,-1,1708421839
337,126,7164,-1,1707115334
338,834,12259,-1,1707475922
339,604,12390,-1,1708455696
340,560,13670,1,1708009368
341,292,4723,-1,1709091925
342,605,601,1,1707697164
343,605,12415,1,1708453602
344,793,1709,1,1706778936
345,417,13643,1,1707008482
346,595,9805,-1,1707956002
347,934,4341,-1,1708074468
348,930,11815,1,1708105885
349,938,2931,1,1708163980
350,972,9725,-1,1707653943
351,30,8524,-1,1709004333
352,908,9890,-1,1707982699
353,27,13826,1,1708657209
354,782,10005,1,1708116063
355,498,1033,1,1708077425
356,352,10210,-1,1707233927
357,420,13452,-1,1707345171
358,662,9741,-1,1708076660
359,194,8967,-1,1708331217
360,146,10937,1,1709149416
361,674,11387,1,1708060203
362,160,1171,-1,1708323991
363,305,9151,1,1708581969
364,117,11210,1,1709168899
365,699,8751,-1,1708583874
366,283,11314,-1,1707964288
367,748,2191,-1,1709281698
368,322,4240,1,1708287743
369,510,7235,1,1707127434
370,989,11165,1,1706908417
371,186,13115,-1,1707187235
372,6,10464,1,1707152546
373,497,6866,-1,1707762481
374,835,9450,-1,1709317760
375,981,651,1,1708866825
376,135,7397,-1,1708246894
377,775,6048,1,1708828320
378,86,9706,1,1707369220
379,920,3100,-1,1708491365
380,722,4387,-1,1708261063
381,668,6441,-1,1708321088
382,814,9214,1,1707905227
383,213,5348,-1,1708217728
384,565,13368,1,1708880819
385,38,3194,1,1708212688
386,21,12648,1,1709023446
387,622,11658,1,1707380684
388,74,818,1,1708227669
389,140,6588,1,1708233340
390,815,4420,-1,1707785132
391,477,13847,-1,1707628310
392,435,5488,-1,1707375225
393,69,5236,-1,1706818781
394,378,12975,1,1708001013
395,373,3631,-1,1707343481
396,603,762,1,1708590592
397,45,9626,1,1708819579
398,932,4052,-1,1708115087
399,338,9994,-1,1707604483
400,785,520,1,1707845461
401,451,7296,-1,1709116886
402,981,12995,1,1707541008
403,616,2739,-1,1708757801
404,46,12073,-1,1707235285
405,36,10509,1,1708893213
406,253,3553,-1,1707573500
407,336,13965,1,1708182810
408,535,8997,1,1707163192
409,218,3489,1,1707085171
410,415,162,-1,1708199323
411,104,12909,1,1707545840
412,505,1292,-1,1708095899
413,277,13847,-1,1707455774
414,393,11615,-1,1706993703
415,622,9442,1,1707521160
416,536,3951,-1,1709198131
417,658,8074,-1,1707504406
418,322,13982,1,1708894524
419,345,13085,1,1707634342
420,348,8041,1,1707915903
421,199,11040,-1,1709256260
422,326,3375,1,1707412947
423,244,7092,1,1708974399
424,490,12650,1,1708667450
425,403,13128,1,1709221837
426,542,12398,1,1707261884
427,554,4164,1,1706860184
428,129,13257,1,1707119140
429,695,1792,1,1709322181
430,98,10588,-1,1708847042
431,601,14222,1,1706963287
432,660,5533,-1,1707305773
433,746,5268,-1,1708813375
434,725,13635,1,1708436197
435,257,10067,1,1707899320
436,731,10432,1,1707030879
437,361,7098,-1,1708077617
438,999,4923,1,1707277029
439,312,7591,-1,1707561596
440,122,10764,1,1708636726
441,435,937,-1,1709165740
442,201,8428,-1,1708150233
443,392,1326,1,1708991980
444,242,8862,-1,1708824352
445,204,2701,1,1709107599
446,731,2570,1,1709318272
447,363,11731,-1,1708779113
448,68,1868,-1,1708088075
449,286,7727,-1,1707701522
450,815,921,1,1708303182
451,298,3893,-1,1707361032
452,737,9043,1,1708892237
453,72,8349,1,1709337524
454,246,1345,1,1707281783
455,690,152,1,1707200086
456,637,8901,-1,1707237301
457,60,11346,-1,1708525670
458,924,7568,1,1708317358
459,676,2594,-1,1708930387
460,979,14134,1,1706880727
461,30,11831,-1,1708761106
462,879,3409,1,1707336468
463,26,6043,-1,1708047679
464,11,1152,-1,1708537932
465,924,8055,1,1708131609
466,501,6915,-1,1707510469
467,768,11638,1,1707749243
468,406,5983,1,1707309855
469,198,5629,-1,1709146741
470,99,9808,-1,1707335886
471,618,294,1,1707415449
472,898,14195,1,1709164470
473,589,2639,-1,1706960104
474,654,6954,-1,1708218947
475,41,9404,1,1706898331
476,476,9768,-1,1706956532
477,127,12459,1,1709114486
478,144,8938,1,1707389483
479,645,4081,-1,1707194155
480,278,13743,-1,1709136648
481,304,9354,-1,1708963701
482,965,7516,-1,1708137786
483,448,10839,1,1707629410
484,189,382,1,1708930700
485,262,1363,-1,1708911514
486,313,7005,-1,1708562780
487,740,13002,-1,1709007135
488,956,14564,1,1707484033
489,462,8047,1,1709090821
490,938,9410,1,1707449673
491,84,2874,1,1706866001
492,443,8337,-1,1709153237
493,235,13877,1,1707737801
494,424,1198,-1,1706918320
495,561,4223,-1,1707859430
496,700,7306,-1,1709263331
497,91,1240,-1,1709085647
498,102,4454,1,1706797615
499,986,13923,1,1707811949
500,54,10692,-1,1708422155
501,544,7847,-1,1709103123
502,558,10284,1,1709040410
503,784,5109,1,1706869813
504,227,14658,-1,1709082077
505,700,6101,-1,1709298983
506,181,2003,1,1708088076
507,61,3571,1,1707722866
508,819,6377,-1,1707011829
509,663,2219,-1,1707194753
510,488,10635,-1,1707524661
511,75,6362,1,1708379172
512,97,29,1,1706764900
513,345,1958,-1,1708468103
514,716,8817,1,1706799779
515,2,4005,1,1707112151
516,635,1998,-1,1707929166
517,832,13267,-1,1709273075
518,159,1952,1,1707565662
519,594,13263,1,1706953515
520,551,2553,1,1708932134
521,720,3867,-1,1707834779
522,636,114,-1,1706993563
523,475,14369,-1,1708833096
524,502,2491,1,1707538307
525,688,11521,1,1708153982
526,70,14938,1,1708260016
527,906,13379,-1,1706894962
528,401,4135,1,1707049852
529,756,2766,-1,1707301801
530,184,5653,-1,1709290825
531,573,12832,1,1707076615
532,831,1630,-1,1707806888
533,958,14305,1,1708927152
534,282,13640,1,1709318798
535,791,2555,1,1706768308
536,453,5228,-1,1708295141
537,743,13930,-1,1709175855
538,982,14038,-1,1706746691
539,494,8104,-1,1708920611
540,239,12075,1,1708926182
541,80,13649,1,1708093118
542,168,4253,-1,1707786094
543,771,5060,1,1706952792
544,143,280,-1,1706852274
545,144,130,1,1707534459
546,328,8698,-1,1708835828
547,940,7877,1,1708627860
548,634,13447,-1,1707137944
549,237,11783,1,1708541221
550,70,319,1,1708786924
551,505,14446,1,1708911942
552,86,3212,1,1708623862
553,952,24,-1,1709179156
554,77,4860,1,1707895548
555,51,4489,-1,1708044565
556,538,4303,-1,1709065555
557,564,2587,-1,1708944056
558,585,14067,-1,1708113919
559,747,10817,1,1708313160
560,283,1410,-1,1708030119
561,447,7272,-1,1708728997
562,400,13896,1,1707091426
563,579,13961,-1,1707801010
564,405,1287,-1,1707256042
565,490,9786,-1,1707000609
566,411,4454,-1,1707893315
567,43,9594,-1,1709008693
568,235,3054,1,1707266383
569,80,10916,-1,1707814187
570,829,4590,-1,1709110079
571,696,1368,1,1707104449
572,232,10129,1,1708974945
573,974,6645,-1,1707219379
574,980,3429,1,1707036739
575,820,9226,-1,1708276443
576,191,4343,-1,1708370410
577,982,7245,1,1708699971
578,382,1025,1,1707347731
579,5,1976,1,1707512522
580,512,11757,-1,1707565078
581,346,14064,1,1708380171
582,654,9610,1,1708160315
583,19,13387,-1,1707357377
584,190,3797,1,1707794308
585,48,11370,1,1707110262
586,18,10399,-1,1707826439
587,654,8136,1,1707215859
588,644,9599,-1,1708060524
589,969,1455,1,1708640090
590,874,6568,-1,1708144894
591,835,12685,-1,1708207381
592,530,10646,1,1708454740
593,226,12106,1,1707678755
594,8,9531,-1,1708924929
595,985,7484,-1,1708391687
596,47,5332,-1,1708491848
597,528,11548,-1,1707962207
598,932,530,1,1708369307
599,903,4109,-1,1708929274
600,179,3334,1,1707742836
601,770,7605,-1,1709039756
602,696,1998,-1,1707905070
603,340,5840,1,1708976345
604,677,14608,-1,1707157556
605,106,2233,-1,1709152585
606,807,4952,1,1707019290
607,844,3723,-1,1708324943
608,307,6186,1,1708718147
609,275,3818,-1,1706775636
610,112,10193,1,1707885770
611,866,4007,-1,1709274975
612,68,12088,-1,1708074411
613,182,11822,1,1707393230
614,150,6749,-1,1709159431
615,785,12731,1,1709004565
616,467,8188,1,1707895564
617,233,5236,1,1708144454
618,36,6824,1,1707624285
619,713,4716,-1,1707150248
620,865,13121,1,1707342095
621,438,8385,-1,1707734809
622,117,14836,1,1707432993
623,851,8733,1,1707598468
624,5,13249,1,1706937689
625,722,6895,-1,1709051212
626,414,14849,1,1707258473
627,227,8614,1,1708376216
628,556,4180,1,1707390693
629,393,3635,1,1708395670
630,869,5421,1,1708925375
631,670,3280,-1,1708088800
632,724,10808,1,1708150169
633,406,4379,-1,1708331784
634,893,11230,-1,1707500072
635,847,2430,-1,1708842944
636,228,6785,1,1707722738
637,238,2233,-1,1709298756
638,135,8436,1,1707492988
639,813,9263,-1,1709006443
640,608,12593,-1,1707324804
641,798,1575,1,1706848315
642,196,5394,1,1709282909
643,824,207,1,1709195194
644,503,1176,1,1706854894
645,994,6399,-1,1706817758
646,143,1557,1,1707278402
647,354,13465,1,1708789748
648,626,13766,1,1708554797
649,420,9102,-1,1706751842
650,120,9974,-1,1708070168
651,406,5623,1,1708382296
652,925,3335,-1,1708357436
653,565,1778,1,1708320452
654,538,5011,-1,1707288337
655,116,2205,1,1706993106
656,41,12415,-1,1707669703
657,466,12716,-1,1708859211
658,941,13342,-1,1707215985
659,775,5226,-1,1709307444
660,288,10027,1,1709055392
661,61,1394,-1,1707036499
662,301,6619,1,1708178240
663,693,5691,1,1707877504
664,917,8188,1,1708889065
665,319,11662,1,1708393541
666,15,10956,-1,1709051489
667,642,13929,-1,1708139721
668,313,4761,-1,1706927379
669,104,494,1,1708438047
670,943,6967,1,1708711605
671,672,1500,1,1707978334
672,107,7743,1,1708558557
673,289,4992,1,1709055510
674,944,1164,-1,1707817926
675,532,1524,1,1709103221
676,141,4614,-1,1707181413
677,319,10354,1,1707318607
678,568,2192,-1,1708393611
679,77,5912,-1,1708304854
680,245,13645,1,1706874384
681,651,9158,-1,1707253733
682,459,6505,-1,1708306554
683,228,10210,1,1707127088
684,655,1402,1,1706799200
685,660,10085,1,1707039345
686,196,4954,-1,1708672011
687,183,765,-1,1707414509
688,860,11844,1,1707467053
689,802,7620,1,1707687062
690,925,6172,1,1707715510
691,635,13249,-1,1709191191
692,486,14999,1,1707578302
693,94,5633,-1,1707975020
694,924,1114,-1,1709106756
695,806,2157,-1,1709085643
696,577,7882,1,1706749532
697,636,11371,-1,1707417253
698,154,6840,-1,1707931482
699,594,9495,1,1708509906
700,168,10949,1,1707514223
701,499,484,-1,1709177152
702,689,5800,1,1707383157
703,303,14427,1,1709085056
704,954,5692,1,1707157262
705,459,9976,-1,1708702920
706,450,8998,-1,1708674789
707,663,12068,1,1707301529
708,874,10008,-1,1707963826
709,480,7170,-1,1708872447
710,689,14584,-1,1709224781
711,585,5711,-1,1709168043
712,950,6740,1,1706810734
713,500,5106,1,1707976236
714,121,840,-1,1706757863
715,382,1230,-1,1708728928
716,207,7980,-1,1707568225
717,577,8200,-1,1708258097
718,604,1876,-1,1707403731
719,893,13214,1,1707456432
720,107,6875,1,1708510995
721,837,11543,-1,1708333010
722,976,4027,1,1706944560
723,4,4064,-1,1708557964
724,733,5642,-1,1706892016
725,971,6149,1,1708347277
726,973,10372,1,1706765757
727,927,14624,-1,1708681099
728,616,10332,1,1707725198
729,707,4423,1,1706860482
730,246,9573,1,1708464264
731,291,2691,1,1707153802
732,563,2791,1,1707181065
733,86,10234,1,1708331231
734,693,7863,-1,1708035521
735,453,11268,-1,1707344116
736,537,8946,1,1708888117
737,862,11269,1,1707402236
738,288,1415,1,1707768696
739,239,1387,-1,1708947796
740,137,12640,1,1708772180
741,321,7743,-1,1707108524
742,759,1059,-1,1707546483
743,475,139,1,1708468654
744,871,12852,1,1708493138
745,781,12312,-1,1709329705
746,138,5207,-1,1707490015
747,693,14186,1,1707103964
748,148,4025,1,1708877549
749,162,7338,1,1709034119
750,511,37,-1,1709292994
751,702,11566,-1,1709044203
752,641,9651,1,1709276817
753,738,8301,1,1708814682
754,454,8046,-1,1708416886
755,280,7728,1,1708146368
756,883,5662,-1,1707335216
757,272,6874,1,1708968139
758,175,6740,-1,1707025820
759,185,13961,1,1707738740
760,730,1760,1,1708032559
761,984,13299,-1,1707529757
762,619,5907,-1,1707051927
763,495,3675,-1,1708034515
764,23,3308,-1,1708899002
765,957,14480,-1,1709252837
766,970,12062,-1,1707828457
767,835,1944,1,1707343655
768,709,12096,-1,1708760657
769,470,5201,-1,1708380751
770,603,8694,-1,1708226368
771,267,5161,1,1707045458
772,506,6372,-1,1708673779
773,131,3720,1,1706935486
774,296,13757,-1,1706996211
775,305,819,-1,1707582852
776,458,13916,-1,1707890687
777,268,12238,-1,1707513054
778,40,5783,1,1708841872
779,739,2637,-1,1708080754
780,172,13055,-1,1707817505
781,953,11344,-1,1708403368
782,924,8177,-1,1708228340
783,125,2132,1,1707218807
784,227,3817,-1,1707881883
785,367,14613,1,1708834663
786,435,3653,-1,1709145495
787,462,14959,1,1709013280
788,872,8632,1,1708126587
789,508,11536,-1,1707011263
790,638,4509,-1,1709153750
791,408,14123,1,1707395354
792,996,1118,1,1708144311
793,862,11006,-1,1709023549
794,380,12013,1,1707080284
795,598,444,1,1709303124
796,218,10581,1,1706980621
797,826,13140,-1,1707803455
798,986,13517,1,1706782262
799,180,3149,1,1708421711
800,547,8952,1,1707638538
801,153,1272,1,1707723915
802,812,3073,1,1708740275
803,266,12535,-1,1709203711
804,420,3366,1,1709299715
805,304,7130,1,1707954934
806,817,1985,1,1707250892
807,332,13042,-1,1708611417
808,520,1255,-1,1708712536
809,219,2822,-1,1707719199
810,215,146,-1,1708077952
811,391,1275,1,1709151136
812,985,2732,1,1708207506
813,508,933,-1,1707840005
814,60,8349,-1,1707273743
815,899,517,1,1707277605
816,290,13919,1,1707232664
817,640,9686,1,1708009353
818,853,3586,1,1709032742
819,931,9423,-1,1709320653
820,291,7519,-1,1707109783
821,810,13817,1,1707156235
822,4,9899,1,1707465632
823,736,14689,1,1709269331
824,588,6505,1,1708280989
825,882,8514,1,1708552895
826,863,14176,1,1708568570
827,196,14181,-1,1707146744
828,965,6679,1,1707318148
829,696,14837,-1,1707954872
830,809,1502,1,1707500297
831,338,12285,1,1708343018
832,580,9919,-1,1707105666
833,691,5923,-1,1707992188
834,201,6559,-1,1708443884
835,405,181,-1,1707709594
836,726,9595,-1,1708997447
837,92,8583,-1,1707179931
838,675,8394,-1,1707348050
839,630,14954,1,1708958345
840,630,11828,1,1708416313
841,627,11846,-1,1709152125
842,650,5423,1,1708290939
843,441,14905,1,1707497937
844,792,11164,-1,1709280789
845,554,8555,1,1707660199
846,110,6446,1,1707512275
847,368,5438,1,1707185056
848,798,10062,-1,1708803489
849,775,4811,1,1707382398
850,707,11294,-1,1707411034
851,120,4638,1,1708163207
852,199,12708,-1,1709277786
853,207,8233,-1,1707843993
854,371,266,-1,1707208490
855,647,10942,-1,1708277074
856,293,11613,1,1707493180
857,121,12891,-1,1708891548
858,589,3827,-1,1707926121
859,503,14106,1,1707173326
860,536,3501,1,1707023507
861,4,8333,1,1707575875
862,576,12202,1,1708020999
863,142,2667,1,1709311129
864,387,1198,1,1708134848
865,138,8447,1,1708763198
866,873,9848,-1,1708255165
867,37,9641,-1,1707246185
868,387,4365,1,1708806310
869,319,3884,1,1708259514
870,765,5413,1,1708773769
871,628,6379,1,1708453713
872,535,12480,-1,1707985384
873,985,7571,1,1706976634
874,731,14954,1,1709266907
875,679,14574,-1,1707172919
876,738,8719,1,1709159112
877,94,14891,-1,1709336148
878,154,11679,1,1707650432
879,276,7314,-1,1706822909
880,432,5069,1,1708871598
881,196,10183,-1,1708516730
882,942,13731,1,1707793759
883,670,14384,1,1706764583
884,507,5355,1,1707268763
885,471,9868,-1,1708796887
886,133,2009,1,1709241600
887,170,10637,1,1707689511
888,715,12460,1,1708652836
889,204,10402,-1,1707384580
890,289,2909,1,1707530102
891,447,12796,1,1707989681
892,212,10954,-1,1707726490
893,226,11866,-1,1708006700
894,672,1277,-1,1706916753
895,108,298,1,1709210091
896,638,11051,-1,1707558692
897,913,14241,1,1707377122
898,353,9510,-1,1706994964
899,258,4209,1,1708478501
900,244,3249,1,1708002943
901,551,10981,-1,1707199713
902,83,2896,-1,1708296468
903,91,2975,1,1709036597
904,70,8410,1,1707209811
905,260,6628,1,1706787066
906,198,4645,-1,1706834631
907,340,4534,1,1708642035
908,911,9590,-1,1707407392
909,762,1035,-1,1707037424
910,308,3841,1,1707748261
911,953,10616,-1,1707482007
912,163,4715,-1,1708771112
913,825,8959,-1,1707593894
914,870,5354,1,1706770229
915,817,9955,-1,1706921474
916,378,2316,1,1707858260
917,628,13620,-1,1709249854
918,625,14600,-1,1707899775
919,951,10249,1,1707940250
920,512,13986,-1,1709203243
921,918,7868,1,1707317216
922,62,3736,-1,1706952708
923,888,168,1,1708800027
924,456,11688,1,1708211219
925,236,2688,1,1708914489
926,268,2730,1,1708682944
927,496,8666,-1,1708659621
928,388,6907,-1,1707270818
929,84,8338,-1,1709316341
930,409,5370,-1,1707496260
931,828,2169,-1,1708781909
932,347,406,1,1706947927
933,675,13615,1,1707746014
934,217,10414,1,1709074935
935,70,6354,-1,1707181240
936,610,12318,1,1706884449
937,449,4544,1,1708183143
938,331,2296,-1,1709288698
939,906,1019,-1,1707690561
940,915,13517,1,1708989667
941,777,2028,1,1706941803
942,866,61,-1,1709121045
943,957,4152,1,1707365770
944,548,9781,-1,1708089482
945,158,8845,-1,1708324492
946,795,6972,1,1707888029
947,222,14219,-1,1709238419
948,784,13836,-1,1706972937
949,905,9954,-1,1707705162
950,911,1857,1,1708183699
951,445,13947,-1,1708360363
952,211,11735,1,1707706664
953,2,3494,1,1707932584
954,913,7719,1,1708244171
955,589,3638,-1,1707355930
956,453,2718,1,1707440514
957,220,9034,-1,1708541374
958,918,13837,1,1707587476
959,988,10144,-1,1708030104
960,350,12150,1,1709253874
961,328,13631,-1,1707752993
962,291,2616,-1,1708162687
963,97,6626,-1,1707905902
964,997,5692,1,1708851426
965,379,10471,1,1707508321
966,24,11946,1,1709068358
967,333,5102,1,1707416451
968,980,1615,-1,1708898020
