order_item_id,order_id,product_id,quantity
395,129,4668,4
396,129,2070,3
397,130,3281,3
398,130,3954,4
399,130,2410,4
400,130,2099,3
401,131,508,5
402,131,3875,5
403,131,1713,1
404,132,1647,4
405,133,2965,5
406,133,3644,1
407,133,2235,5
408,133,3769,4
409,134,2678,3
410,134,4662,4
411,135,2575,1
412,135,1007,4
413,135,3604,3
414,135,835,4
415,136,3474,4
416,136,4632,2
417,136,4619,2
418,136,2744,1
419,137,4151,3
420,137,978,4
421,138,4464,4
422,138,2487,1
423,138,3041,1
424,138,2063,1
425,139,40,1
426,139,4476,4
427,139,26,3
428,139,2244,1
429,140,953,5
430,140,4817,5
431,140,1961,1
432,141,1124,1
433,141,3029,1
434,142,3589,2
435,142,2248,2
436,142,97,4
437,142,2229,3
438,142,2290,2
439,143,2718,2
440,143,299,3
441,143,2233,3
442,143,2320,3
443,144,982,5
444,145,1814,1
445,145,593,3
446,145,4899,5
447,145,1487,5
448,146,4591,2
449,146,1693,3
450,147,4713,3
451,147,4855,2
452,148,2510,2
453,148,4489,1
454,148,2945,3
455,148,1885,2
456,148,2980,3
457,149,2058,1
458,149,449,5
459,149,1817,1
460,149,2953,2
461,149,791,1
462,150,1287,4
463,150,2026,2
464,150,4177,1
465,150,1962,5
466,150,3404,1
467,151,1862,4
468,151,2853,1
469,152,69,3
470,152,3804,2
471,152,552,1
472,153,1734,2
473,153,3938,1
474,154,3557,3
475,154,4487,1
476,155,111,2
477,155,135,2
478,155,625,1
479,155,869,1
480,156,1256,5
481,157,4836,5
482,157,4240,5
483,157,4454,5
484,157,171,3
485,158,4694,1
486,158,922,5
487,158,4028,3
488,159,4396,1
489,159,4472,1
490,160,939,3
491,160,3167,1
492,160,2116,4
493,160,3163,5
494,161,427,1
495,161,3759,5
496,161,328,5
497,162,3138,5
498,162,1082,3
499,163,1538,1
500,163,837,2
501,163,3206,3
502,164,1130,4
503,164,4354,1
504,164,4553,2
505,164,59,1
506,165,1610,5
507,166,1528,3
508,166,4460,2
509,166,3647,3
510,166,4195,1
511,166,2606,2
512,167,1692,2
513,168,1093,3
514,168,2938,2
515,168,1339,1
516,168,34,4
517,168,4165,5
518,169,4878,1
519,169,1355,5
520,169,23,1
521,170,519,5
522,170,2786,3
523,171,3400,2
524,171,2212,1
525,171,1513,3
526,172,251,4
527,172,4009,1
528,172,1186,2
529,172,1697,3
530,172,1760,2
531,173,761,4
532,173,2315,1
533,173,4714,3
534,174,595,1
535,174,4222,3
536,175,2990,4
537,175,193,4
538,176,3395,2
539,176,3968,2
540,177,1713,4
541,177,885,1
542,177,4192,2
543,177,2237,3
544,178,3718,4
545,179,666,5
546,180,1711,5
547,180,3705,1
548,180,4417,2
549,180,3478,3
550,180,2910,2
551,181,2385,4
552,181,3172,5
553,181,3297,2
554,182,2399,2
555,183,696,2
556,184,642,2
557,184,578,4
558,184,2182,2
559,184,2782,3
560,185,3775,4
561,185,1279,1
562,185,1413,4
563,186,962,2
564,186,1997,5
565,186,2495,3
566,187,1266,5
567,187,3003,1
568,187,2267,4
569,187,3187,4
570,187,4421,1
571,188,2328,4
572,188,3369,1
573,188,1856,4
574,188,3102,1
575,189,4492,3
576,189,4345,3
577,189,4466,1
578,189,3744,4
579,190,143,4
580,191,4427,3
581,191,3505,4
582,191,3546,1
583,191,1921,5
584,191,2962,5
585,192,1840,4
586,192,1289,1
587,192,1976,1
588,193,1756,5
589,194,4566,3
590,195,3673,3
591,196,4003,1
592,196,3209,5
593,196,4914,4
594,196,4242,5
595,196,4725,3
596,197,1636,1
597,197,4611,2
598,197,4646,5
599,197,4265,3
600,197,2514,1
601,198,1455,4
602,199,4793,4
603,199,4217,1
604,199,1823,1
605,199,4612,5
606,199,4782,1
607,200,3652,1
608,200,2400,3
609,200,716,4
610,200,541,5
611,200,4727,1
612,201,745,2
613,201,1980,4
614,201,917,2
615,202,4627,4
616,202,4651,1
617,202,1295,4
618,202,612,3
619,203,1677,3
620,203,1152,2
621,203,1907,2
622,204,3071,1
623,205,1825,4
624,205,1302,1
625,205,1237,2
626,205,4051,1
627,206,2744,5
628,206,3288,1
629,207,393,3
630,207,3345,5
631,207,4249,1
632,207,3379,2
633,208,1357,4
634,209,3593,4
635,209,1373,4
636,210,1413,3
637,211,4033,5
638,211,2885,1
639,211,1350,1
640,211,1118,1
641,211,1089,3
642,212,2010,3
643,213,3866,3
644,213,4538,2
645,213,125,4
646,213,779,4
647,214,1654,4
648,215,1183,5
649,215,170,5
650,215,355,3
651,216,998,1
652,216,1401,1
653,217,2256,3
654,217,3694,5
655,218,1730,1
656,218,359,5
657,218,4527,3
658,218,1622,2
659,218,4087,1
660,219,3851,5
661,219,98,3
662,219,1220,5
663,219,2420,1
664,219,3044,5
665,220,477,5
666,220,3139,2
667,220,1530,4
668,220,3750,4
669,220,2571,2
670,221,1712,5
671,221,3333,4
672,222,2132,4
673,222,3166,4
674,222,4290,1
675,223,193,4
676,223,4300,5
677,223,1606,2
678,223,4219,5
679,224,2186,4
680,224,2452,2
681,225,822,3
682,225,2802,1
683,225,4653,4
684,225,3262,1
685,226,4816,2
686,226,2239,5
687,226,2542,1
688,226,2609,1
689,227,823,5
690,227,3420,5
691,228,801,4
692,228,1662,1
693,228,4446,5
694,229,3967,4
695,229,916,4
696,229,1525,1
697,230,3059,5
698,230,221,5
699,230,1925,5
700,230,2737,5
701,230,1818,3
702,231,3098,5
703,231,3327,5
704,232,3205,3
705,232,724,2
706,232,517,4
707,233,3202,4
708,234,1537,5
709,234,4360,2
710,235,1142,4
711,236,2257,1
712,237,94,4
713,237,1874,1
714,238,4405,3
715,238,4862,5
716,238,2917,1
717,239,1992,3
718,239,3940,1
719,239,2552,5
720,239,719,5
721,240,4968,2
722,241,87,4
723,241,2531,5
724,241,1429,1
725,241,3546,3
726,241,2389,1
727,242,3145,3
728,242,487,5
729,243,2965,2
730,244,824,3
731,244,4678,3
732,244,1520,1
733,244,1694,4
734,245,2747,3
735,246,4470,2
736,246,3224,1
737,246,54,2
738,246,3233,3
739,246,3793,5
740,247,4886,3
741,247,157,4
742,248,2986,4
743,248,3261,2
744,248,2605,2
745,249,1987,2
746,249,2536,3
747,250,2129,2
748,250,4840,3
749,251,819,3
750,251,2656,4
751,252,3124,2
752,252,1169,1
753,252,3639,5
754,252,4059,3
755,253,799,5
756,253,4113,3
757,253,3219,1
758,253,2672,5
759,253,4069,5
760,254,4893,3
761,254,1969,2
762,254,198,1
763,254,3118,3
764,254,1626,4
765,255,2397,3
766,255,2240,2
767,255,4420,1
768,255,2344,3
769,255,4443,4
770,256,4350,2
771,256,3299,5
772,256,257,3
773,257,728,1
774,257,4133,3
775,257,1680,1
776,258,4882,1
777,259,4383,5
778,260,2457,4
779,260,716,1
780,260,271,5
781,260,3967,2
782,260,4845,3
783,261,556,3
784,261,4552,3
785,261,1580,5
786,261,754,2
787,261,3459,1
788,262,4563,5
789,262,785,3
790,263,2192,5
791,263,2817,1
792,263,1790,3
793,263,2364,3
794,264,4201,4
795,265,2091,5
796,266,2267,1
797,266,4541,5
798,267,3757,1
799,268,488,1
800,269,1244,4
801,269,2496,2
802,269,429,1
803,270,3736,1
804,270,3531,5
805,270,2454,2
806,270,2740,2
807,271,436,3
808,271,265,5
809,272,2134,2
810,272,4024,3
811,272,1948,1
812,273,4637,2
813,273,2512,2
814,273,1532,4
815,273,671,2
816,273,1802,2
817,274,4342,5
818,274,1085,4
819,274,1115,5
820,275,1280,5
821,275,3110,5
822,275,2252,2
823,276,2617,3
824,276,4694,2
825,276,974,5
826,276,4141,5
827,277,3345,2
828,277,2845,5
829,277,547,4
830,277,541,1
831,277,2844,1
832,278,4291,5
833,278,637,5
834,279,3565,4
835,279,2452,1
836,279,3987,4
837,279,3403,5
838,280,1846,4
839,280,139,1
840,280,1402,5
841,280,736,2
842,281,4529,2
843,282,4062,2
844,282,3092,1
845,283,3846,3
846,283,3038,1
847,283,986,4
848,283,2835,1
849,283,2473,5
850,284,749,3
851,284,2089,2
852,284,2709,5
853,284,1116,3
854,284,3943,3
855,285,3399,2
856,286,2371,3
857,286,597,1
858,286,268,3
859,287,3447,2
860,288,337,4
861,288,1380,4
862,288,2671,4
863,289,921,3
864,289,3397,3
865,289,998,2
866,289,1027,4
867,289,1380,3
868,290,4919,4
869,290,1894,1
870,290,3120,4
871,291,3553,2
872,291,4561,5
873,291,4466,5
874,291,3313,4
875,291,4515,5
876,292,1178,5
877,292,2792,2
878,292,3139,4
879,293,909,2
880,293,2585,1
881,293,1445,4
882,293,1133,2
883,294,2876,4
884,294,4557,5
885,294,3084,3
886,294,1799,5
887,294,1603,3
888,295,111,4
889,295,2262,5
890,296,1680,3
891,296,1341,3
892,296,3758,2
893,296,1481,2
894,297,3616,3
895,297,4667,5
896,297,4618,2
897,297,3265,5
898,297,2929,2
899,298,3554,4
900,298,1157,4
901,299,4208,5
902,299,69,4
903,299,3682,2
904,300,4655,1
905,300,263,3
906,300,4898,5
907,300,2186,5
908,300,723,1
909,301,635,4
910,301,2381,2
911,301,512,2
912,301,1960,2
913,301,4594,5
914,302,1287,2
915,303,1278,1
916,303,3428,3
917,303,2117,4
918,304,794,3
919,304,1692,5
920,304,3988,1
921,305,830,3
922,305,1738,2
923,305,982,1
924,305,2153,4
925,306,4081,4
926,306,1372,2
927,306,2109,3
928,306,829,1
929,307,223,4
930,307,3302,2
931,307,2909,3
932,307,383,3
933,308,2079,4
934,308,4480,3
935,308,1444,2
936,308,4813,3
937,308,3738,3
938,309,1598,2
939,309,4214,3
940,310,3754,2
941,310,4524,5
942,311,3109,4
943,311,2421,2
944,311,1485,5
945,311,2988,1
946,311,319,4
947,312,1962,5
948,312,2662,2
949,312,4005,4
950,313,2511,1
951,314,3514,1
952,314,624,1
953,314,344,1
954,314,3043,1
955,314,942,1
956,315,2247,2
957,315,1341,1
958,315,2866,5
959,315,1079,3
960,315,2089,5
961,316,3365,1
962,316,2836,4
963,316,2399,3
964,316,3706,2
965,317,4019,3
966,318,2159,2
967,318,1258,4
968,318,2010,3
969,319,2930,2
970,320,2448,3
971,320,4771,5
972,321,584,3
973,321,2188,4
974,321,2668,5
975,322,4692,3
976,322,3322,1
977,322,2566,3
978,322,2074,4
979,322,4265,1
980,323,1676,4
981,323,2598,4
982,323,4494,1
983,323,3679,4
984,324,3771,5
985,324,3374,5
986,324,2820,1
987,324,3062,1
988,325,3413,4
989,325,4698,3
990,326,592,3
991,326,2835,3
992,326,343,2
993,326,3782,5
994,327,321,3
995,327,4633,5
996,327,2285,3
997,327,4483,1
998,328,3407,2
999,328,519,1
1000,328,2668,5
1001,328,4440,4
1002,328,1481,1
1003,329,4647,4
1004,329,2323,4
1005,329,4530,3
1006,329,636,4
1007,330,1557,4
1008,330,2307,3
1009,331,90,2
1010,331,1738,5
1011,331,1425,5
1012,331,4079,4
1013,332,287,3
1014,332,3476,5
1015,333,1546,4
1016,333,4769,3
1017,333,2885,5
1018,334,4368,4
1019,334,3471,2
1020,335,541,2
1021,335,265,3
1022,335,1805,2
1023,335,3390,5
1024,336,2277,2
1025,336,1010,5
1026,337,4663,5
1027,337,1133,4
1028,337,4150,5
1029,337,4899,5
1030,337,3934,3
1031,338,4415,2
1032,339,1178,4
1033,339,2052,4
1034,339,143,3
1035,339,3258,2
1036,340,4950,2
1037,341,2601,2
1038,342,3192,4
1039,343,288,3
1040,344,802,5
1041,344,1318,1
1042,345,3276,1
1043,346,1717,4
1044,346,839,2
1045,346,3941,1
1046,347,4024,2
1047,347,4449,5
1048,347,811,1
1049,347,244,2
1050,348,3648,3
1051,349,3919,5
1052,349,591,4
1053,349,29,1
1054,350,4638,1
1055,351,796,1
1056,351,184,1
1057,351,2270,5
1058,352,4934,4
1059,352,490,4
1060,352,255,1
1061,352,1766,5
1062,352,4354,4
1063,353,3277,2
1064,353,517,5
1065,354,610,4
1066,355,1220,1
1067,355,4826,2
1068,356,4332,2
1069,356,4742,1
1070,356,2943,2
1071,356,4100,1
1072,357,3145,4
1073,357,2072,2
1074,358,3762,5
1075,358,2755,2
1076,358,3017,1
1077,359,2690,4
1078,360,1621,5
1079,361,3483,2
1080,361,1594,4
1081,361,3558,2
1082,362,4958,1
1083,363,1028,2
1084,363,4921,2
1085,364,1854,5
1086,364,3672,2
1087,364,3018,2
1088,364,4621,4
1089,365,384,3
1090,365,3556,2
1091,366,1549,4
1092,367,2737,4
1093,367,4826,4
1094,367,4096,4
1095,367,1406,3
1096,367,551,2
1097,368,1324,1
1098,368,429,1
1099,368,882,1
1100,368,577,2
1101,369,1903,3
1102,370,2125,5
1103,370,3049,5
1104,370,2858,1
1105,371,3098,4
1106,371,1467,5
1107,371,2821,2
1108,372,385,5
1109,372,2667,1
1110,372,1761,3
1111,372,169,1
1112,372,546,5
1113,373,4144,3
1114,373,4769,5
1115,373,376,5
1116,374,1268,1
1117,375,2564,2
1118,375,679,1
1119,375,2776,4
1120,375,192,3
1121,376,728,5
1122,376,642,4
1123,376,4105,4
1124,376,4997,2
1125,376,3079,1
1126,377,409,1
1127,378,4047,2
1128,378,1294,2
1129,378,50,1
1130,378,2388,4
1131,379,3061,5
1132,379,2157,4
1133,379,2105,4
1134,379,3455,5
1135,380,4941,2
1136,380,1256,3
1137,380,4207,4
1138,380,3860,5
1139,381,2068,4
1140,382,3694,1
1141,382,3133,1
1142,383,910,2
1143,383,3717,1
1144,383,543,1
1145,383,1403,2
1146,383,2484,3
1147,384,1890,1
1148,385,4404,1
1149,385,1385,5
1150,385,2048,1
1151,385,1794,4
1152,386,1684,4
1153,386,2431,5
1154,386,2289,4
1155,386,1300,4
1156,386,2386,5
1157,387,4744,4
1158,387,3732,5
1159,387,2748,3
1160,387,3182,5
1161,387,1643,3
1162,388,681,2
1163,388,1150,5
1164,388,2675,4
1165,388,1168,4
1166,389,3835,3
1167,390,4808,4
1168,390,4648,5
1169,390,3355,1
1170,391,3680,4
1171,391,1385,3
1172,391,3428,4
1173,391,3757,1
1174,391,3669,3
1175,392,1537,5
1176,392,213,3
1177,393,3819,1
1178,393,1862,1
1179,393,3648,3
1180,393,1312,3
1181,393,2602,1
1182,394,1452,3
1183,394,1382,4
1184,394,3559,5
1185,394,1710,4
1186,394,3477,5
1187,395,1152,2
1188,395,4543,1
1189,395,3786,4
1190,396,2792,5
1191,397,1076,1
1192,397,289,3
1193,397,2653,5
1194,397,1977,3
1195,398,1364,1
1196,398,3853,1
1197,398,2881,5
1198,399,4713,2
1199,399,3267,2
1200,399,2641,2
1201,400,1218,5
1202,400,145,5
1203,400,3466,3
1204,401,681,2
1205,401,768,3
1206,401,3093,1
1207,401,3920,4
1208,402,570,2
1209,403,2754,1
1210,403,1340,4
1211,404,167,2
1212,404,2535,3
1213,404,3189,4
1214,405,3902,1
1215,405,4964,5
1216,406,1082,2
1217,406,2068,2
1218,407,3072,3
1219,407,3467,2
1220,407,2604,5
1221,408,588,1
1222,408,4628,4
1223,408,4199,2
1224,409,4929,5
1225,409,1450,2
1226,409,1689,1
1227,409,1266,5
1228,410,4615,3
1229,410,1171,2
1230,410,3553,1
1231,410,3003,4
1232,411,2110,4
1233,411,469,5
1234,411,4523,1
1235,412,4151,4
1236,412,3220,1
1237,413,2681,4
1238,413,75,1
1239,413,1481,1
1240,413,1180,3
1241,414,3166,1
1242,415,3159,4
1243,415,3684,4
1244,415,4774,3
1245,415,2980,4
1246,415,3015,1
1247,416,2801,5
1248,416,3553,4
1249,416,491,4
1250,416,2345,4
1251,416,2660,3
1252,417,3722,2
1253,417,3388,3
1254,417,989,4
1255,417,1984,2
1256,417,1575,5
1257,418,4177,1
1258,418,4878,2
1259,418,2740,4
1260,418,3644,2
1261,419,326,3
1262,419,4293,1
1263,419,2729,1
1264,420,4118,2
1265,421,315,2
1266,421,4496,2
1267,421,4916,2
1268,422,2671,2
1269,422,2090,5
1270,423,2607,1
1271,423,2125,3
1272,423,3387,2
1273,423,1417,1
1274,424,4109,5
1275,424,4948,2
1276,424,1368,2
1277,424,2309,3
1278,425,4217,5
1279,425,1036,1
1280,425,1900,5
1281,425,4574,3
1282,426,3774,3
1283,426,1420,1
1284,426,63,4
1285,426,3655,1
1286,427,2099,3
1287,428,2252,5
1288,429,2402,3
1289,430,3201,3
1290,430,2090,1
1291,430,1882,1
1292,431,4967,3
1293,431,1447,2
1294,432,2863,3
1295,432,2921,3
1296,432,4551,4
1297,432,1410,1
1298,432,1731,1
1299,433,483,4
1300,434,1833,3
1301,434,3688,3
1302,434,2152,2
1303,435,3871,3
1304,435,341,1
1305,436,604,3
1306,436,3365,5
1307,437,1611,1
1308,437,1924,4
1309,438,4022,1
1310,438,770,5
1311,438,3629,5
1312,438,1052,4
1313,439,3998,2
1314,439,2114,1
1315,439,2402,2
1316,439,2943,5
1317,439,4182,5
1318,440,1752,2
1319,441,4678,3
1320,442,349,4
1321,442,1232,3
1322,442,2834,4
1323,442,3264,1
1324,442,4627,1
1325,443,3235,3
1326,444,1653,3
1327,445,1049,4
1328,446,74,3
1329,446,3199,2
1330,446,2547,5
1331,446,634,1
1332,447,757,2
1333,447,2747,3
1334,447,391,5
1335,447,1885,5
1336,448,2755,5
1337,449,3828,5
1338,449,2289,2
1339,449,4631,2
1340,450,3806,3
1341,450,3348,2
1342,450,2948,1
1343,450,325,3
1344,451,4180,3
1345,451,462,1
1346,451,2507,2
1347,451,2577,5
1348,452,4755,4
1349,453,4065,3
1350,454,2655,4
1351,454,3021,2
1352,455,2436,4
1353,455,1254,5
1354,455,1218,3
1355,455,2709,4
1356,456,2515,4
1357,456,2428,4
1358,456,2452,2
1359,456,1947,4
1360,456,1799,3
1361,457,1514,2
1362,457,2604,4
1363,457,4573,5
1364,457,2861,1
1365,458,2308,2
1366,458,3648,3
1367,458,1254,2
1368,458,4668,1
1369,459,3684,3
1370,460,3249,3
1371,460,2396,4
1372,460,1405,2
1373,460,4496,4
1374,461,1189,3
1375,461,2130,1
1376,462,3144,1
1377,462,2983,2
1378,462,940,5
1379,462,4974,1
1380,463,2565,4
1381,463,1110,2
1382,463,4343,5
1383,464,3542,2
1384,464,693,1
1385,465,4639,5
1386,465,2255,3
1387,465,785,4
1388,465,1408,2
1389,465,4560,1
1390,466,1741,2
1391,466,4320,3
1392,466,2416,4
1393,467,2020,4
1394,468,1031,4
1395,468,1582,3
1396,468,566,4
1397,468,3387,1
1398,468,2509,4
1399,469,2903,2
1400,469,972,2
1401,469,3099,3
1402,470,266,4
1403,470,1046,2
1404,470,2949,1
1405,470,4088,5
1406,471,3547,5
1407,472,3427,4
1408,472,1715,3
1409,472,3412,1
1410,473,1587,1
1411,473,3290,5
1412,473,801,5
1413,474,2569,5
1414,474,1104,3
1415,475,4822,1
1416,475,118,1
1417,475,3671,1
1418,475,4907,2
1419,476,762,5
1420,476,3598,5
1421,476,3874,2
1422,476,3016,3
1423,477,3916,4
1424,478,2421,1
1425,479,4302,1
1426,480,720,1
1427,480,2713,4
1428,480,2215,3
1429,480,3598,2
1430,480,86,3
1431,481,1545,2
1432,481,373,4
1433,482,2921,4
1434,483,2189,1
1435,484,1058,4
1436,485,4058,2
1437,486,4050,3
1438,487,2530,3
1439,487,1974,5
1440,488,2863,1
1441,489,1462,1
1442,489,1948,4
1443,489,3323,2
1444,489,535,3
1445,489,1821,3
1446,490,3791,2
1447,490,3032,3
1448,490,4046,1
1449,490,3195,1
1450,491,1585,3
1451,491,4458,3
1452,491,4614,5
1453,491,284,3
1454,491,1880,5
1455,492,1892,3
1456,492,2859,3
1457,492,1142,3
1458,492,2061,2
1459,492,3877,1
1460,493,3556,2
1461,493,1431,2
1462,493,998,5
1463,493,3658,2
1464,494,1502,2
1465,494,674,5
1466,494,2454,4
1467,495,774,5
1468,496,2211,3
1469,496,4956,4
1470,496,2495,1
1471,497,585,5
1472,497,1410,1
1473,497,1121,1
1474,497,4469,2
1475,497,2757,2
1476,498,3034,5
1477,498,2511,5
1478,498,3132,1
1479,498,979,3
1480,499,4062,1
1481,499,4971,2
1482,500,4673,3
1483,500,3033,2
1484,501,3810,1
1485,501,4542,4
1486,501,3888,1
1487,502,3696,2
1488,503,3208,2
1489,504,2174,4
1490,504,1291,4
1491,504,3820,4
1492,504,3995,2
1493,505,2057,1
1494,505,4630,5
1495,505,2718,1
1496,505,2607,4
1497,505,2867,2
1498,506,1364,2
1499,506,2587,1
1500,506,1338,5
1501,506,505,5
1502,506,815,5
1503,507,2096,5
1504,507,1991,2
1505,507,2796,5
1506,507,4121,5
1507,507,3195,2
1508,508,2926,5
1509,508,865,1
1510,508,1934,2
1511,508,1727,2
1512,509,4965,1
1513,509,4633,4
1514,510,594,4
1515,510,1610,5
1516,510,4448,2
1517,510,4819,5
1518,510,2732,1
1519,511,3094,2
1520,511,307,1
1521,511,2933,2
1522,512,2008,1
1523,512,4912,5
1524,512,3513,1
1525,512,3360,1
