product_id,name,category,price,stock
213,Product 213,sports,359.03,57
214,Product 214,electronics,142.46,847
215,Product 215,home,257.71,907
216,Product 216,clothing,481.71,417
217,Product 217,books,256.82,813
218,Product 218,sports,380.35,936
219,Product 219,home,117.49,122
220,Product 220,home,7.25,103
221,Product 221,clothing,207.82,611
222,Product 222,clothing,156.8,732
223,Product 223,electronics,197.1,51
224,Product 224,books,217.29,769
225,Product 225,books,467.23,669
226,Product 226,clothing,172.04,669
227,Product 227,sports,359.39,976
228,Product 228,books,390.63,702
229,Product 229,books,468.19,994
230,Product 230,clothing,492.48,462
231,Product 231,home,357.1,11
232,Product 232,sports,425.57,527
233,Product 233,clothing,33.51,69
234,Product 234,books,10.21,692
235,Product 235,books,446.02,35
236,Product 236,electronics,115.37,743
237,Product 237,home,362.03,939
238,Product 238,clothing,487.87,306
239,Product 239,home,256.5,359
240,Product 240,electronics,323.46,677
241,Product 241,sports,232.65,719
242,Product 242,books,190.04,581
243,Product 243,toys,101.98,703
244,Product 244,clothing,161.78,455
245,Product 245,home,217.73,293
246,Product 246,clothing,263.22,547
247,Product 247,sports,67.56,935
248,Product 248,toys,452.01,596
249,Product 249,clothing,453.66,255
250,Product 250,books,190.16,748
251,Product 251,toys,376.1,251
252,Product 252,toys,193.59,74
253,Product 253,books,120.97,396
254,Product 254,books,203.61,623
255,Product 255,clothing,57.46,310
256,Product 256,clothing,285.74,622
257,Product 257,books,291.49,275
258,Product 258,books,66.4,892
259,Product 259,books,149.24,14
260,Product 260,sports,159.75,233
261,Product 261,toys,282.35,51
262,Product 262,sports,346.56,200
263,Product 263,electronics,329.64,723
264,Product 264,clothing,455.82,906
265,Product 265,books,146.42,319
266,Product 266,toys,219.71,557
267,Product 267,home,461.13,45
268,Product 268,electronics,31.43,991
269,Product 269,toys,55.2,961
270,Product 270,books,40.72,547
271,Product 271,home,317.5,319
272,Product 272,electronics,440.54,354
273,Product 273,clothing,474.03,798
274,Product 274,clothing,360.96,788
275,Product 275,clothing,423.45,901
276,Product 276,sports,51.01,741
277,Product 277,sports,203.9,709
278,Product 278,home,380.87,442
279,Product 279,home,489.55,804
280,Product 280,clothing,362.18,858
281,Product 281,sports,167.07,47
282,Product 282,toys,420.75,776
283,Product 283,sports,30.36,953
284,Product 284,electronics,327.82,238
285,Product 285,electronics,312.04,863
286,Product 286,electronics,135.53,643
287,Product 287,clothing,75.48,597
288,Product 288,electronics,59.55,979
289,Product 289,clothing,45.59,956
290,Product 290,clothing,388.95,79
291,Product 291,electronics,160.19,137
292,Product 292,electronics,192.14,924
293,Product 293,home,332.79,571
294,Product 294,electronics,269.69,975
295,Product 295,clothing,335.64,565
296,Product 296,electronics,451.91,154
297,Product 297,electronics,90.98,151
298,Product 298,home,248.19,707
299,Product 299,toys,150.91,70
300,Product 300,clothing,147.86,463
301,Product 301,books,35.51,913
302,Product 302,electronics,41.09,745
303,Product 303,clothing,33.08,877
304,Product 304,toys,201.97,528
305,Product 305,toys,313.76,318
306,Product 306,toys,250.55,149
307,Product 307,sports,218.79,44
308,Product 308,toys,32.37,562
309,Product 309,sports,432.2,957
310,Product 310,clothing,349.7,267
311,Product 311,toys,395.51,374
312,Product 312,books,323.36,316
313,Product 313,home,113.11,558
314,Product 314,sports,86.69,272
315,Product 315,books,342.04,973
316,Product 316,sports,291.99,139
317,Product 317,books,261.59,992
318,Product 318,home,402.15,487
319,Product 319,sports,409.33,623
320,Product 320,electronics,359.16,701
321,Product 321,home,132.27,674
322,Product 322,books,416.76,592
323,Product 323,sports,251.97,95
324,Product 324,books,58.01,200
325,Product 325,clothing,326.0,945
326,Product 326,home,337.33,247
327,Product 327,toys,383.78,81
328,Product 328,toys,136.29,317
329,Product 329,books,161.47,941
330,Product 330,clothing,255.26,639
331,Product 331,electronics,98.58,700
332,Product 332,books,174.27,44
333,Product 333,sports,75.39,911
334,Product 334,clothing,223.9,183
335,Product 335,sports,497.61,391
336,Product 336,electronics,485.6,702
337,Product 337,electronics,292.75,389
338,Product 338,electronics,287.69,940
339,Product 339,home,181.24,517
340,Product 340,electronics,394.65,484
341,Product 341,electronics,244.91,135
342,Product 342,toys,431.28,572
343,Product 343,clothing,189.46,147
344,Product 344,toys,472.89,871
345,Product 345,sports,166.83,813
346,Product 346,books,441.12,789
347,Product 347,electronics,7.86,433
348,Product 348,sports,150.73,376
349,Product 349,clothing,418.64,586
350,Product 350,books,443.04,208
351,Product 351,books,80.72,164
352,Product 352,electronics,125.31,498
353,Product 353,home,393.73,842
354,Product 354,books,436.32,910
355,Product 355,clothing,194.08,768
356,Product 356,sports,67.97,692
357,Product 357,electronics,101.29,37
358,Product 358,clothing,20.75,593
359,Product 359,home,216.58,534
360,Product 360,books,97.61,670
361,Product 361,sports,479.57,696
362,Product 362,electronics,459.96,763
363,Product 363,sports,367.93,828
364,Product 364,home,386.43,523
365,Product 365,clothing,310.54,312
366,Product 366,clothing,45.29,867
367,Product 367,sports,330.51,901
368,Product 368,books,176.88,803
369,Product 369,sports,166.19,406
370,Product 370,electronics,11.8,66
371,Product 371,home,420.41,779
372,Product 372,sports,310.95,818
373,Product 373,toys,190.9,689
374,Product 374,books,105.1,100
375,Product 375,electronics,398.88,997
376,Product 376,books,480.04,25
377,Product 377,sports,115.34,680
378,Product 378,sports,259.45,101
379,Product 379,electronics,188.28,490
380,Product 380,electronics,269.57,944
381,Product 381,sports,422.76,930
382,Product 382,home,103.01,263
383,Product 383,clothing,78.49,709
384,Product 384,clothing,436.09,520
385,Product 385,sports,268.12,266
386,Product 386,toys,132.59,40
387,Product 387,toys,288.31,160
388,Product 388,clothing,366.06,921
389,Product 389,electronics,263.35,974
390,Product 390,toys,422.58,61
391,Product 391,toys,45.73,707
392,Product 392,home,348.81,299
393,Product 393,sports,329.6,413
394,Product 394,toys,337.05,811
395,Product 395,home,339.94,368
396,Product 396,books,316.21,734
397,Product 397,toys,124.33,953
398,Product 398,electronics,350.4,433
399,Product 399,toys,331.02,744
400,Product 400,books,157.55,792
401,Product 401,books,383.27,70
402,Product 402,sports,281.72,119
403,Product 403,sports,323.26,616
404,Product 404,books,393.42,43
405,Product 405,electronics,350.66,560
406,Product 406,books,380.31,426
407,Product 407,electronics,386.3,111
408,Product 408,toys,219.64,996
409,Product 409,home,156.85,287
410,Product 410,toys,260.61,992
411,Product 411,sports,125.96,246
412,Product 412,books,496.22,434
413,Product 413,home,18.48,525
414,Product 414,books,224.26,704
415,Product 415,books,479.32,44
416,Product 416,sports,177.84,780
417,Product 417,toys,419.64,267
418,Product 418,clothing,181.09,35
419,Product 419,books,484.72,857
420,Product 420,toys,27.36,843
421,Product 421,toys,240.41,488
422,Product 422,books,57.5,574
423,Product 423,home,177.58,818
424,Product 424,sports,283.2,519
425,Product 425,books,408.35,984
426,Product 426,books,388.7,399
427,Product 427,toys,337.98,372
428,Product 428,sports,478.67,562
429,Product 429,books,292.05,115
430,Product 430,sports,148.16,267
431,Product 431,electronics,91.2,437
432,Product 432,toys,187.64,244
433,Product 433,books,170.71,377
434,Product 434,sports,490.92,72
435,Product 435,electronics,345.48,424
436,Product 436,books,56.59,448
437,Product 437,sports,401.51,982
438,Product 438,sports,229.66,341
439,Product 439,sports,156.67,0
440,Product 440,books,460.68,224
441,Product 441,sports,316.8,40
442,Product 442,toys,428.11,223
443,Product 443,electronics,349.44,847
444,Product 444,sports,208.68,49
445,Product 445,clothing,204.42,815
446,Product 446,clothing,447.73,455
447,Product 447,clothing,290.06,294
448,Product 448,sports,257.13,906
449,Product 449,toys,334.64,810
450,Product 450,books,249.03,718
451,Product 451,electronics,403.81,502
452,Product 452,clothing,492.22,4
453,Product 453,sports,124.26,52
454,Product 454,electronics,361.24,160
455,Product 455,toys,136.42,944
456,Product 456,electronics,309.81,769
457,Product 457,sports,402.75,295
458,Product 458,toys,371.85,787
459,Product 459,electronics,137.18,699
460,Product 460,toys,484.34,64
461,Product 461,clothing,438.08,914
462,Product 462,sports,242.88,370
463,Product 463,home,21.48,640
464,Product 464,sports,143.41,819
465,Product 465,home,478.18,706
466,Product 466,sports,7.69,758
467,Product 467,books,245.62,796
468,Product 468,clothing,96.18,740
469,Product 469,sports,446.02,677
470,Product 470,electronics,55.01,57
471,Product 471,home,160.16,179
472,Product 472,books,344.29,304
473,Product 473,toys,224.25,709
474,Product 474,electronics,309.7,955
475,Product 475,clothing,443.88,622
476,Product 476,clothing,22.26,57
477,Product 477,toys,424.44,789
478,Product 478,clothing,499.3,447
479,Product 479,clothing,176.01,173
480,Product 480,sports,437.36,418
481,Product 481,clothing,482.55,91
482,Product 482,home,494.23,941
483,Product 483,home,386.58,429
484,Product 484,sports,410.28,172
485,Product 485,electronics,163.19,375
486,Product 486,home,415.62,229
487,Product 487,books,245.67,617
488,Product 488,electronics,465.21,267
489,Product 489,sports,238.66,661
490,Product 490,electronics,487.8,944
491,Product 491,home,323.85,392
492,Product 492,toys,221.55,440
493,Product 493,electronics,262.11,703
494,Product 494,clothing,111.07,304
495,Product 495,clothing,125.2,863
496,Product 496,home,315.29,993
497,Product 497,books,147.01,788
498,Product 498,home,195.96,133
499,Product 499,books,265.46,916
500,Product 500,electronics,250.31,315
501,Product 501,home,274.1,22
502,Product 502,sports,211.71,675
503,Product 503,home,408.37,378
504,Product 504,electronics,265.59,906
505,Product 505,sports,86.67,93
506,Product 506,clothing,112.5,407
507,Product 507,books,9.36,381
508,Product 508,electronics,421.47,329
509,Product 509,home,326.98,311
510,Product 510,electronics,142.43,571
511,Product 511,clothing,285.04,104
512,Product 512,sports,438.68,344
513,Product 513,sports,176.66,434
514,Product 514,home,7.95,436
515,Product 515,clothing,32.59,812
516,Product 516,sports,309.82,899
517,Product 517,toys,191.03,373
518,Product 518,books,57.98,123
519,Product 519,books,445.48,434
520,Product 520,sports,449.37,869
521,Product 521,home,42.63,885
522,Product 522,books,332.83,897
523,Product 523,electronics,330.43,502
524,Product 524,home,156.53,662
525,Product 525,toys,164.66,878
526,Product 526,clothing,107.01,830
527,Product 527,electronics,404.49,890
528,Product 528,home,205.06,77
529,Product 529,toys,364.61,648
530,Product 530,sports,474.47,34
531,Product 531,clothing,316.46,136
532,Product 532,books,34.78,394
533,Product 533,books,162.44,189
534,Product 534,home,290.99,280
535,Product 535,home,172.53,839
536,Product 536,clothing,284.97,698
537,Product 537,home,332.38,467
538,Product 538,electronics,51.45,486
539,Product 539,sports,195.17,60
540,Product 540,clothing,51.6,555
541,Product 541,clothing,169.2,136
542,Product 542,toys,278.69,750
543,Product 543,clothing,483.17,248
544,Product 544,sports,316.07,949
545,Product 545,electronics,35.82,596
546,Product 546,toys,36.58,927
547,Product 547,electronics,205.67,207
548,Product 548,books,365.58,975
549,Product 549,books,53.8,922
550,Product 550,sports,299.43,114
551,Product 551,toys,419.19,881
552,Product 552,sports,26.0,462
553,Product 553,home,427.46,737
554,Product 554,home,273.04,534
555,Product 555,home,11.3,917
556,Product 556,home,361.26,499
557,Product 557,electronics,10.74,165
558,Product 558,sports,20.18,649
559,Product 559,sports,337.73,471
560,Product 560,sports,28.94,326
561,Product 561,toys,496.17,307
562,Product 562,home,134.26,883
563,Product 563,electronics,339.75,4
564,Product 564,clothing,133.91,35
565,Product 565,toys,329.49,62
566,Product 566,sports,93.57,515
567,Product 567,clothing,452.2,886
568,Product 568,home,443.69,757
569,Product 569,clothing,269.16,859
570,Product 570,books,496.31,909
571,Product 571,electronics,406.98,658
572,Product 572,home,304.28,816
573,Product 573,books,175.15,426
574,Product 574,home,231.38,398
575,Product 575,electronics,285.32,282
576,Product 576,books,65.19,683
577,Product 577,books,155.51,966
578,Product 578,toys,82.29,729
579,Product 579,sports,47.51,3
580,Product 580,books,313.49,691
581,Product 581,sports,374.97,101
582,Product 582,sports,298.61,735
583,Product 583,clothing,224.75,949
584,Product 584,sports,166.98,996
585,Product 585,electronics,19.57,366
586,Product 586,electronics,275.16,815
587,Product 587,toys,355.92,836
588,Product 588,books,449.29,238
589,Product 589,electronics,225.19,798
590,Product 590,sports,255.33,585
591,Product 591,home,78.06,3
592,Product 592,sports,35.39,200
593,Product 593,electronics,218.48,402
594,Product 594,home,464.56,638
595,Product 595,home,498.91,566
596,Product 596,books,33.01,884
597,Product 597,books,297.17,345
598,Product 598,toys,408.31,50
599,Product 599,sports,17.25,435
600,Product 600,home,270.96,91
601,Product 601,home,385.01,498
602,Product 602,toys,418.17,495
603,Product 603,electronics,452.98,899
604,Product 604,sports,324.83,177
605,Product 605,sports,416.27,618
606,Product 606,sports,151.67,846
607,Product 607,electronics,163.05,663
608,Product 608,clothing,426.08,919
609,Product 609,clothing,119.03,329
610,Product 610,books,422.08,429
611,Product 611,books,409.05,863
612,Product 612,clothing,345.78,302
613,Product 613,books,371.89,321
614,Product 614,clothing,337.25,857
615,Product 615,home,460.64,111
616,Product 616,clothing,461.02,658
617,Product 617,electronics,326.87,816
618,Product 618,electronics,140.45,594
619,Product 619,sports,365.03,153
620,Product 620,home,422.79,687
621,Product 621,electronics,258.85,388
622,Product 622,toys,234.48,556
623,Product 623,books,37.52,497
624,Product 624,clothing,20.24,27
625,Product 625,electronics,48.59,647
626,Product 626,sports,365.36,639
627,Product 627,home,280.35,207
628,Product 628,toys,298.11,324
629,Product 629,electronics,55.2,705
630,Product 630,home,344.99,955
631,Product 631,toys,354.67,557
632,Product 632,electronics,58.73,431
633,Product 633,sports,123.65,780
634,Product 634,clothing,356.44,489
635,Product 635,books,370.14,523
636,Product 636,home,419.47,0
637,Product 637,sports,136.98,491
638,Product 638,toys,370.52,130
639,Product 639,electronics,264.1,749
640,Product 640,electronics,303.89,97
641,Product 641,electronics,135.58,105
642,Product 642,books,488.79,249
643,Product 643,books,317.49,641
644,Product 644,clothing,50.15,530
645,Product 645,toys,187.42,591
646,Product 646,electronics,382.55,517
647,Product 647,toys,321.0,669
648,Product 648,sports,96.95,779
649,Product 649,clothing,279.57,2
650,Product 650,sports,392.73,625
651,Product 651,toys,39.99,918
652,Product 652,clothing,442.19,291
653,Product 653,home,493.15,142
654,Product 654,sports,115.65,522
655,Product 655,clothing,413.72,613
656,Product 656,clothing,38.12,543
657,Product 657,books,48.07,133
658,Product 658,toys,107.93,645
659,Product 659,home,213.11,981
660,Product 660,sports,464.84,546
661,Product 661,home,442.5,748
662,Product 662,clothing,329.52,748
663,Product 663,books,432.65,326
664,Product 664,toys,424.5,894
665,Product 665,books,63.69,969
666,Product 666,electronics,229.31,146
667,Product 667,toys,466.36,397
668,Product 668,clothing,193.67,77
669,Product 669,toys,346.99,175
670,Product 670,home,318.52,363
671,Product 671,sports,146.44,502
672,Product 672,toys,430.13,536
673,Product 673,clothing,307.72,426
674,Product 674,toys,268.35,750
675,Product 675,clothing,481.34,698
676,Product 676,electronics,341.69,64
677,Product 677,home,318.96,831
678,Product 678,sports,370.9,556
679,Product 679,clothing,133.31,970
680,Product 680,sports,48.07,253
681,Product 681,home,68.95,586
682,Product 682,books,172.45,548
683,Product 683,electronics,382.14,48
684,Product 684,toys,309.46,829
685,Product 685,electronics,442.97,793
686,Product 686,toys,299.99,954
687,Product 687,home,483.35,695
688,Product 688,electronics,33.79,960
689,Product 689,electronics,210.93,45
690,Product 690,home,499.57,731
691,Product 691,sports,45.13,524
692,Product 692,books,62.19,611
693,Product 693,home,407.5,361
694,Product 694,clothing,54.97,793
695,Product 695,electronics,352.08,180
696,Product 696,books,353.17,896
697,Product 697,electronics,367.73,790
698,Product 698,electronics,270.42,64
699,Product 699,electronics,206.09,647
700,Product 700,clothing,334.12,762
701,Product 701,electronics,420.04,150
702,Product 702,home,31.59,455
703,Product 703,books,336.51,776
704,Product 704,books,200.8,588
705,Product 705,books,317.35,882
706,Product 706,toys,324.35,919
707,Product 707,electronics,283.37,855
708,Product 708,books,254.13,405
709,Product 709,toys,136.72,304
710,Product 710,books,428.94,380
711,Product 711,clothing,348.05,936
712,Product 712,toys,255.4,605
713,Product 713,toys,409.42,557
714,Product 714,books,314.32,258
715,Product 715,clothing,484.79,174
716,Product 716,sports,381.5,74
717,Product 717,home,337.13,908
718,Product 718,sports,52.84,288
719,Product 719,toys,360.71,19
720,Product 720,books,100.52,382
721,Product 721,sports,16.87,34
722,Product 722,sports,450.12,938
723,Product 723,toys,156.65,14
724,Product 724,electronics,180.43,280
725,Product 725,sports,215.59,159
726,Product 726,books,217.21,691
727,Product 727,sports,163.56,743
728,Product 728,home,60.07,123
729,Product 729,sports,112.45,949
730,Product 730,toys,84.75,63
731,Product 731,toys,66.49,776
732,Product 732,toys,281.28,209
733,Product 733,toys,224.3,537
734,Product 734,electronics,370.47,211
735,Product 735,books,417.69,790
736,Product 736,toys,446.35,40
737,Product 737,sports,59.41,424
738,Product 738,home,402.41,843
739,Product 739,home,209.02,120
740,Product 740,sports,153.43,730
741,Product 741,home,48.92,446
742,Product 742,clothing,433.58,81
743,Product 743,books,326.24,203
744,Product 744,sports,476.41,690
745,Product 745,toys,125.66,791
746,Product 746,clothing,81.67,558
747,Product 747,clothing,258.9,821
748,Product 748,home,114.04,840
749,Product 749,toys,465.2,80
750,Product 750,sports,108.52,488
751,Product 751,clothing,211.47,849
752,Product 752,books,310.16,347
753,Product 753,home,211.79,171
754,Product 754,sports,39.97,812
755,Product 755,books,279.18,72
756,Product 756,clothing,424.8,315
757,Product 757,toys,234.96,951
758,Product 758,toys,487.75,535
759,Product 759,sports,157.9,62
760,Product 760,toys,307.98,3
761,Product 761,books,477.51,126
762,Product 762,sports,26.48,585
763,Product 763,clothing,361.07,465
764,Product 764,toys,110.7,578
765,Product 765,electronics,335.72,212
766,Product 766,sports,152.06,165
767,Product 767,home,379.88,66
768,Product 768,electronics,287.7,928
769,Product 769,toys,97.08,781
770,Product 770,sports,182.55,196
771,Product 771,clothing,238.22,814
772,Product 772,books,108.27,444
773,Product 773,books,387.56,724
774,Product 774,electronics,247.83,531
775,Product 775,clothing,254.13,378
776,Product 776,toys,240.7,437
777,Product 777,toys,89.58,708
778,Product 778,books,382.02,621
779,Product 779,home,135.47,390
780,Product 780,books,498.02,205
781,Product 781,toys,466.36,128
782,Product 782,toys,242.72,114
783,Product 783,clothing,128.01,188
784,Product 784,sports,496.95,141
785,Product 785,sports,450.9,10
786,Product 786,books,435.38,769
787,Product 787,electronics,405.82,439
788,Product 788,sports,139.06,551
789,Product 789,electronics,50.51,972
790,Product 790,sports,177.28,771
791,Product 791,home,450.15,859
792,Product 792,books,422.06,967
793,Product 793,books,191.58,587
794,Product 794,toys,198.1,253
795,Product 795,sports,260.29,561
796,Product 796,clothing,24.52,563
797,Product 797,home,446.41,156
798,Product 798,clothing,133.42,371
799,Product 799,electronics,273.82,59
800,Product 800,electronics,266.95,332
801,Product 801,toys,427.04,777
802,Product 802,toys,404.79,703
803,Product 803,books,377.38,559
804,Product 804,home,266.83,328
805,Product 805,clothing,435.26,973
806,Product 806,home,416.73,503
807,Product 807,home,347.58,929
808,Product 808,home,53.98,100
809,Product 809,electronics,446.24,71
810,Product 810,books,217.72,805
811,Product 811,toys,66.12,410
812,Product 812,home,477.73,230
813,Product 813,clothing,86.11,274
814,Product 814,books,366.34,505
815,Product 815,sports,241.96,128
816,Product 816,sports,275.72,905
817,Product 817,clothing,431.34,944
818,Product 818,home,296.86,616
819,Product 819,sports,30.56,797
820,Product 820,books,164.45,592
821,Product 821,electronics,11.13,518
822,Product 822,books,354.28,822
823,Product 823,sports,174.39,193
824,Product 824,books,234.86,998
825,Product 825,clothing,350.29,486
826,Product 826,clothing,466.56,623
827,Product 827,toys,393.92,662
828,Product 828,home,378.14,21
829,Product 829,toys,68.88,589
830,Product 830,electronics,322.97,515
831,Product 831,sports,313.32,971
832,Product 832,books,101.69,578
833,Product 833,clothing,297.27,576
834,Product 834,electronics,372.76,43
835,Product 835,books,45.94,281
836,Product 836,sports,117.33,512
837,Product 837,electronics,127.75,323
838,Product 838,sports,460.16,274
839,Product 839,toys,227.31,373
840,Product 840,home,237.2,481
841,Product 841,sports,318.14,426
842,Product 842,toys,151.13,937
843,Product 843,sports,152.02,989
844,Product 844,clothing,242.19,335
845,Product 845,toys,471.49,229
846,Product 846,clothing,318.8,471
847,Product 847,toys,141.71,327
848,Product 848,clothing,349.78,948
849,Product 849,toys,419.56,300
850,Product 850,clothing,485.85,210
851,Product 851,sports,24.26,67
852,Product 852,clothing,263.89,541
853,Product 853,books,159.05,566
854,Product 854,electronics,327.7,777
855,Product 855,clothing,466.14,798
856,Product 856,toys,57.39,304
857,Product 857,electronics,28.28,742
858,Product 858,books,190.73,297
859,Product 859,electronics,256.61,940
860,Product 860,books,140.21,43
861,Product 861,electronics,391.49,577
862,Product 862,home,277.28,891
863,Product 863,books,459.96,790
864,Product 864,electronics,207.36,174
865,Product 865,toys,228.88,627
866,Product 866,sports,451.41,393
867,Product 867,electronics,390.63,953
868,Product 868,clothing,429.39,81
869,Product 869,home,132.74,438
870,Product 870,books,60.11,678
871,Product 871,toys,350.91,725
872,Product 872,home,467.14,256
