order_id,customer_id,order_status,created_at
144,494,CANCELLED,1708182219
145,1503,CANCELLED,1704977495
146,156,SHIPPED,1704492465
147,1834,SHIPPED,1706840027
148,1103,SHIPPED,1707087000
149,1997,PAID,1706652854
150,1541,SHIPPED,1705588738
151,78,PENDING,1708869393
152,531,PENDING,1708397988
153,1337,SHIPPED,1709158387
154,1592,PAID,1708838273
155,1969,PAID,1707708720
156,1342,PAID,1706369953
157,1033,PAID,1708326874
158,1507,SHIPPED,1707896627
159,948,PAID,1704703104
160,1630,SHIPPED,1704952215
161,1597,CANCELLED,1707703276
162,73,SHIPPED,1704502854
163,145,SHIPPED,1708899518
164,126,CANCELLED,1706461657
165,78,CANCELLED,1705868237
166,1449,CANCELLED,1708193542
167,290,PAID,1708940339
168,773,CANCELLED,1706606017
169,103,PENDING,1706196495
170,243,PENDING,1706525978
171,1948,SHIPPED,1708750336
172,472,PAID,1704832536
173,880,PENDING,1704487686
174,665,PAID,1704117180
175,5,PAID,1706763829
176,835,SHIPPED,1705344315
177,448,PAID,1707415222
178,990,CANCELLED,1706618271
179,1468,PAID,1705862958
180,1843,PAID,1706525114
181,808,SHIPPED,1704392446
182,1708,CANCELLED,1704602934
183,1113,PAID,1707062162
184,1226,SHIPPED,1705750466
185,779,PENDING,1708062157
186,567,CANCELLED,1707821642
187,1524,PENDING,1709239127
188,1986,SHIPPED,1707024062
189,1138,CANCELLED,1707777151
190,314,CANCELLED,1706106134
191,1073,CANCELLED,1704837741
192,171,PAID,1706172055
193,1490,PAID,1705714014
194,1839,PENDING,1706161228
195,1063,PAID,1706084292
196,367,PAID,1704928306
197,691,SHIPPED,1705196738
198,1384,SHIPPED,1709086669
199,900,SHIPPED,1708643301
200,1866,SHIPPED,1709060903
201,63,PAID,1706051653
202,1492,CANCELLED,1706428534
203,967,SHIPPED,1707744539
204,864,PENDING,1705532932
205,1432,SHIPPED,1707560329
206,548,CANCELLED,1706789745
207,263,CANCELLED,1705137909
208,835,SHIPPED,1705146552
209,1667,SHIPPED,1704210764
210,949,PENDING,1709134295
211,154,PAID,1708479798
212,474,SHIPPED,1708716355
213,1487,CANCELLED,1704647086
214,1737,CANCELLED,1706738354
215,1122,CANCELLED,1706602415
216,255,SHIPPED,1708318212
217,1686,PENDING,1708289872
218,1562,PAID,1708003652
219,391,PENDING,1704323940
220,1551,SHIPPED,1707235073
221,669,PENDING,1705977964
222,1507,PENDING,1707967862
223,1524,SHIPPED,1705352995
224,1037,PENDING,1707383670
225,1545,PAID,1708551918
226,427,PENDING,1704563226
227,960,CANCELLED,1707749100
228,1662,SHIPPED,1705158914
229,223,PAID,1708781685
230,105,CANCELLED,1707512558
231,1422,CANCELLED,1706108043
232,563,PAID,1705434243
233,886,SHIPPED,1705724773
234,1486,PENDING,1707099225
235,599,CANCELLED,1708801490
236,186,PAID,1704903050
237,82,SHIPPED,1707531060
238,585,PAID,1704293591
239,1366,PENDING,1706707243
240,1235,PAID,1708950567
241,1604,PAID,1707897648
242,569,PENDING,1704189328
243,726,CANCELLED,1706743814
244,696,SHIPPED,1709190843
245,665,PAID,1707032800
246,548,CANCELLED,1705941631
247,1405,PAID,1705957449
248,1575,PAID,1704444392
249,1842,SHIPPED,1704353169
250,1825,SHIPPED,1707907966
251,297,SHIPPED,1709013761
252,348,PAID,1704347477
253,146,CANCELLED,1707516630
254,373,SHIPPED,1708540005
255,1041,PAID,1706864128
256,1158,PAID,1704432888
257,21,PAID,1704804463
258,89,PAID,1705478288
259,1952,SHIPPED,1708050796
260,1143,PENDING,1706266718
261,450,PAID,1707416539
262,590,SHIPPED,1704290590
263,676,SHIPPED,1707925308
264,1031,CANCELLED,1706454598
265,1040,PENDING,1706463103
266,660,PENDING,1708041480
267,302,CANCELLED,1705211813
268,835,PAID,1706970792
269,1872,CANCELLED,1706487241
270,1160,SHIPPED,1704085151
271,1534,SHIPPED,1706168365
272,1544,PAID,1706353407
273,1604,SHIPPED,1707805535
274,473,PAID,1708278923
275,1475,PENDING,1704651588
276,1330,PAID,1707983394
277,1316,PAID,1707616023
278,1837,PAID,1706489989
279,1310,CANCELLED,1705541059
280,534,PAID,1704762477
281,757,CANCELLED,1705516627
282,1836,SHIPPED,1706427311
283,1447,PENDING,1705295043
284,617,PAID,1708426764
285,992,SHIPPED,1704983685
286,485,CANCELLED,1705162745
287,828,CANCELLED,1707635003
288,1328,CANCELLED,1707839403
289,324,SHIPPED,1707467142
290,905,PAID,1705858496
291,405,CANCELLED,1706010068
292,1341,CANCELLED,1706317576
293,1778,SHIPPED,1709019397
294,319,SHIPPED,1704573764
295,1081,SHIPPED,1708684067
296,956,SHIPPED,1707033036
297,613,PENDING,1708998729
298,1864,CANCELLED,1706978793
299,522,SHIPPED,1706959307
300,1524,PENDING,1708166772
301,215,CANCELLED,1704680592
302,671,SHIPPED,1707465549
303,224,CANCELLED,1709193081
304,79,PENDING,1707536184
305,1204,SHIPPED,1706946099
306,936,SHIPPED,1708766574
307,1900,SHIPPED,1704344029
308,394,PAID,1705076013
309,1771,SHIPPED,1705338288
310,1588,PAID,1705854763
311,1003,PENDING,1706026665
312,918,PAID,1707110245
313,138,CANCELLED,1706936948
314,1595,CANCELLED,1704834438
315,1054,SHIPPED,1707741728
316,1424,PAID,1705712883
317,1474,CANCELLED,1704520747
318,133,SHIPPED,1704606768
319,215,PAID,1707769752
320,901,CANCELLED,1704949564
321,563,PAID,1706604540
322,1647,CANCELLED,1706922331
323,1371,SHIPPED,1707747691
324,1535,PENDING,1704211181
325,735,CANCELLED,1704932764
326,583,SHIPPED,1707374245
327,815,CANCELLED,1705026652
328,1697,SHIPPED,1706312489
329,1475,PENDING,1706557095
330,1685,PENDING,1706703812
331,1,CANCELLED,1707833047
332,1064,SHIPPED,1706836823
333,211,CANCELLED,1708783695
334,1993,PAID,1704289126
335,238,PAID,1708517154
336,632,CANCELLED,1709057021
337,1997,SHIPPED,1706801998
338,535,SHIPPED,1708384692
339,395,PENDING,1704682833
340,130,CANCELLED,1708747863
341,1931,PENDING,1708431256
342,1760,PAID,1708739905
343,141,PENDING,1708663266
344,148,PENDING,1704399963
345,820,PAID,1707176239
346,1403,CANCELLED,1708613468
347,921,PAID,1709106805
348,317,PAID,1708172822
349,902,PAID,1708694337
350,1457,SHIPPED,1704632407
351,284,CANCELLED,1705719692
352,717,CANCELLED,1708907871
353,1131,SHIPPED,1706869480
354,686,SHIPPED,1706329365
355,1892,PAID,1706699114
356,641,SHIPPED,1707268661
357,1763,SHIPPED,1708942143
358,922,SHIPPED,1708503868
359,169,PENDING,1704119129
360,380,SHIPPED,1708618222
361,52,SHIPPED,1705819612
362,1384,PENDING,1707792579
363,1779,CANCELLED,1707744279
364,946,SHIPPED,1704886570
365,545,PENDING,1707458212
366,297,SHIPPED,1704400372
367,145,SHIPPED,1708290361
368,862,PAID,1705768346
369,492,SHIPPED,1704984907
370,832,CANCELLED,1704227080
371,1711,SHIPPED,1704761461
372,125,PAID,1708656758
373,1347,PAID,1707535683
374,430,SHIPPED,1708493229
375,1474,CANCELLED,1708775500
376,1378,SHIPPED,1707217664
377,1370,CANCELLED,1708345462
378,1254,PENDING,1708030174
379,532,SHIPPED,1708145567
380,838,SHIPPED,1705184139
381,1953,PAID,1708418518
382,1913,PAID,1707695589
383,136,PENDING,1707455307
384,324,PENDING,1705413723
385,742,PENDING,1707552981
386,386,SHIPPED,1707661225
387,863,PAID,1705757075
388,196,SHIPPED,1708147561
389,1256,SHIPPED,1706830184
390,1302,PAID,1705366908
391,173,CANCELLED,1706365089
392,1654,SHIPPED,1704287399
393,372,PAID,1704288584
394,1581,PAID,1706590701
395,462,PENDING,1705463416
396,378,PAID,1709163473
397,827,CANCELLED,1705584457
398,1648,PENDING,1707773886
399,1026,CANCELLED,1708071618
400,566,PAID,1707115725
401,1377,SHIPPED,1708412652
402,1348,PENDING,1706980555
403,1199,PENDING,1707933053
404,1213,SHIPPED,1706002539
405,685,SHIPPED,1707833394
406,1442,CANCELLED,1708960426
407,1702,CANCELLED,1708514052
408,1343,PENDING,1704815641
409,1673,PAID,1704157287
410,1353,PAID,1708853777
411,1633,PENDING,1706043272
412,845,SHIPPED,1707144621
413,563,PENDING,1708132211
414,99,SHIPPED,1706597026
415,1627,CANCELLED,1706883308
416,139,SHIPPED,1708365852
417,1710,PENDING,1708925652
418,1183,PAID,1706360616
419,73,PAID,1706795883
420,1198,SHIPPED,1709122824
421,1541,CANCELLED,1706754569
422,194,PENDING,1706266533
423,1409,PENDING,1705039493
424,1578,SHIPPED,1708659459
425,1026,SHIPPED,1704142177
426,1147,PENDING,1704484230
427,27,PENDING,1705251688
428,76,CANCELLED,1704419312
429,996,PENDING,1708222298
430,595,PENDING,1707089502
431,1490,PAID,1704880105
432,262,PENDING,1708379904
433,1943,PAID,1705211792
434,257,SHIPPED,1707316485
435,294,CANCELLED,1708996346
436,459,PAID,1707674374
437,31,PAID,1708421486
438,951,PENDING,1706945424
439,627,PENDING,1706974805
440,222,PAID,1707420857
441,539,CANCELLED,1707251879
442,866,SHIPPED,1707613137
443,1322,PENDING,1705478053
444,1106,PENDING,1705528852
445,1562,PENDING,1709122207
446,1306,SHIPPED,1708973893
447,598,PAID,1705073624
448,120,CANCELLED,1708738759
449,19,SHIPPED,1707009564
450,205,PENDING,1705921094
451,955,SHIPPED,1709104625
452,1124,SHIPPED,1708411031
453,593,SHIPPED,1708356849
454,1029,SHIPPED,1705872878
455,993,PENDING,1706522581
456,6,CANCELLED,1708306258
457,994,SHIPPED,1706668565
458,475,SHIPPED,1704281675
459,938,PENDING,1707354165
460,34,PAID,1706073271
461,656,PAID,1707723486
462,132,PAID,1708595034
463,150,CANCELLED,1706782095
464,1000,SHIPPED,1705019759
465,920,PAID,1707991946
466,1857,SHIPPED,1708842017
467,878,SHIPPED,1707078006
468,799,SHIPPED,1707088802
469,1228,SHIPPED,1707638920
470,1775,PAID,1708482571
471,837,CANCELLED,1706076689
472,1259,SHIPPED,1706380476
473,1919,CANCELLED,1707449123
474,295,CANCELLED,1704757416
475,1233,PAID,1706777186
476,359,CANCELLED,1704427411
477,404,SHIPPED,1704761803
478,889,PENDING,1708660699
479,976,SHIPPED,1705668689
480,1511,PAID,1708299290
481,1901,CANCELLED,1707661705
482,1489,CANCELLED,1707544860
483,1425,SHIPPED,1706018366
484,907,CANCELLED,1704897772
485,907,PAID,1706837735
486,1827,CANCELLED,1704537562
487,889,PENDING,1706108006
488,278,PENDING,1706166411
489,1750,CANCELLED,1706906088
490,87,SHIPPED,1706510578
491,1159,PAID,1708824387
492,1477,PENDING,1705630912
493,858,PAID,1706072474
494,301,PENDING,1704291222
495,753,SHIPPED,1708771080
496,799,PAID,1705913406
497,551,PAID,1705701723
498,694,SHIPPED,1705245901
499,396,SHIPPED,1707227724
500,27,SHIPPED,1708418057
501,1633,SHIPPED,1709037901
502,1650,PAID,1706863497
503,1293,SHIPPED,1704356590
504,1061,PAID,1708651913
505,1035,CANCELLED,1706651169
506,778,PAID,1706110607
507,1027,SHIPPED,1707600607
508,330,SHIPPED,1708910805
509,1,PENDING,1707604030
510,1000,CANCELLED,1705417025
511,391,PAID,1706072275
512,265,SHIPPED,1705159920
513,1810,PAID,1707761068
514,1271,PENDING,1707890423
515,1866,PENDING,1708664108
516,864,PENDING,1707755144
517,1238,SHIPPED,1708603277
518,1060,PAID,1704295577
519,1051,PAID,1707401095
520,1688,PAID,1708324860
521,1016,CANCELLED,1705241691
522,1071,PENDING,1707470962
523,788,PENDING,1707281708
524,216,PAID,1706142088
525,1223,PENDING,1708654696
526,659,SHIPPED,1704546919
527,89,PAID,1704850082
528,1975,CANCELLED,1708301408
529,1096,CANCELLED,1705321496
530,973,CANCELLED,1706736424
531,1641,SHIPPED,1704506207
532,1744,PENDING,1705829745
533,880,CANCELLED,1707091319
534,17,CANCELLED,1704716428
535,554,CANCELLED,1707066805
536,276,SHIPPED,1708968060
537,53,PAID,1707953409
538,1449,PAID,1708089596
539,1417,PENDING,1704334391
540,1915,PENDING,1705451663
541,1931,CANCELLED,1705754168
542,1836,PAID,1705523590
543,1054,PAID,1706427367
544,1901,PAID,1705922238
545,1714,SHIPPED,1706454258
546,1827,PENDING,1707589432
547,1911,CANCELLED,1707072642
548,1007,CANCELLED,1704481259
549,238,PENDING,1705634602
550,1211,PENDING,1709248561
551,1962,SHIPPED,1708465739
552,294,PENDING,1708832677
553,1676,PENDING,1707126473
554,933,CANCELLED,1708062814
555,1607,PAID,1707583387
556,1776,CANCELLED,1704925678
557,1968,PAID,1705006253
558,11,PENDING,1707214915
559,430,CANCELLED,1704617506
560,1630,SHIPPED,1707063345
561,744,CANCELLED,1704511912
562,1036,PAID,1709094093
563,1226,PENDING,1706834073
564,733,PENDING,1708890844
565,289,PAID,1706958202
566,1652,PENDING,1705093825
567,309,PAID,1708605977
568,1660,PAID,1707453141
569,51,CANCELLED,1708394128
570,383,CANCELLED,1707905143
571,927,CANCELLED,1707243840
572,1933,SHIPPED,1704258438
573,321,CANCELLED,1706986917
574,864,PENDING,1708606190
575,523,PENDING,1705627495
576,1141,SHIPPED,1708613410
577,1110,CANCELLED,1704951578
578,1372,CANCELLED,1706234717
579,97,CANCELLED,1706807836
580,1519,PENDING,1707713310
581,1147,CANCELLED,1708001155
582,286,PAID,1706067254
583,1316,PENDING,1706885026
584,788,PAID,1707827245
585,480,PAID,1706755543
586,1075,CANCELLED,1708047899
587,806,SHIPPED,1708757111
588,530,SHIPPED,1706992639
589,1684,PENDING,1708842926
590,685,PAID,1705554467
591,1996,CANCELLED,1708257000
592,395,PENDING,1706295416
593,6,PENDING,1707570235
594,578,PAID,1706915664
595,1177,PAID,1706435870
596,1165,PAID,1707178283
597,125,CANCELLED,1708773816
598,1308,SHIPPED,1708797035
599,647,SHIPPED,1705514516
600,553,SHIPPED,1707708195
601,1888,CANCELLED,1704655617
602,1552,PENDING,1706894122
603,1668,PAID,1708011688
604,21,PAID,1705003639
605,999,PAID,1705633362
606,1549,PAID,1704141114
607,1327,CANCELLED,1707824288
608,13,PENDING,1706707517
609,277,SHIPPED,1707365772
610,1941,PENDING,1707010088
611,214,PAID,1705594718
612,1195,PAID,1706558179
613,796,PENDING,1706264411
614,1866,SHIPPED,1706647270
615,963,PENDING,1707157349
616,1524,PENDING,1706767313
617,1187,SHIPPED,1705847223
618,202,PENDING,1707451135
619,1175,PAID,1705522095
620,537,PAID,1708043757
621,732,PENDING,1704735905
622,1185,PENDING,1706815175
623,1465,SHIPPED,1704776603
624,1813,PAID,1706484846
625,1933,PENDING,1704452063
626,1337,PAID,1707243328
627,1637,PAID,1706189889
628,498,SHIPPED,1708258336
629,1605,PENDING,1707293987
630,763,PENDING,1706185851
631,97,PENDING,1704370219
632,1087,PAID,1707526431
633,434,SHIPPED,1707742753
634,475,CANCELLED,1704461663
635,1874,SHIPPED,1708970763
636,582,SHIPPED,1704926962
637,1305,PAID,1705780367
638,623,SHIPPED,1707773692
639,621,PAID,1708790092
640,883,SHIPPED,1707731605
641,1415,PENDING,1707887129
642,588,SHIPPED,1705843680
643,1085,PENDING,1705047826
644,952,CANCELLED,1706096739
645,1874,SHIPPED,1705276003
646,1756,CANCELLED,1704465326
647,177,SHIPPED,1706522321
648,1104,SHIPPED,1704636936
649,618,PENDING,1706156083
650,582,PAID,1704187548
651,958,PENDING,1707704406
652,554,PAID,1704650474
653,1617,PENDING,1705187063
654,778,SHIPPED,1704954201
655,289,PAID,1707879547
656,972,PAID,1708923512
657,1756,PAID,1705550823
658,814,PENDING,1705736427
659,400,PAID,1705803420
660,247,SHIPPED,1705508918
661,1754,CANCELLED,1706638659
662,529,PENDING,1707389748
663,331,SHIPPED,1705841756
664,1665,PAID,1707807471
665,1798,PAID,1705953818
666,522,PENDING,1704474760
667,800,CANCELLED,1707574664
668,413,PAID,1704854400
669,1291,SHIPPED,1707258200
670,1902,PAID,1706923086
671,1301,SHIPPED,1706909830
672,1093,SHIPPED,1704850751
673,1063,PAID,1705235040
674,1765,PENDING,1705852317
675,1288,PAID,1705549906
676,424,PENDING,1708063390
677,316,CANCELLED,1705944137
678,522,PAID,1708810846
679,1028,SHIPPED,1707010809
680,548,SHIPPED,1706594660
681,1118,SHIPPED,1706429711
682,1331,PAID,1704370105
683,1855,PAID,1708102538
684,1399,CANCELLED,1705673773
685,157,PAID,1704472442
686,1047,SHIPPED,1704113183
687,528,SHIPPED,1705656757
688,1755,PENDING,1704642841
689,1771,PAID,1705272294
690,116,CANCELLED,1705114913
691,427,CANCELLED,1708223578
692,477,CANCELLED,1709237714
693,596,SHIPPED,1705722848
694,1845,PAID,1709097773
695,503,SHIPPED,1707334902
696,506,SHIPPED,1705261464
697,1718,PENDING,1707231437
698,282,CANCELLED,1704437352
699,584,SHIPPED,1706354577
700,1326,CANCELLED,1707539681
701,666,CANCELLED,1704749400
702,920,SHIPPED,1704507697
703,1004,SHIPPED,1704817526
704,499,SHIPPED,1708399331
705,470,SHIPPED,1704281470
706,330,CANCELLED,1704154431
707,1445,PENDING,1706393631
708,1662,CANCELLED,1706809803
709,406,CANCELLED,1706785443
710,360,PAID,1705657983
711,1446,PAID,1704815033
712,1733,PAID,1707132759
713,1065,PENDING,1705158367
714,1566,PAID,1706743124
715,804,CANCELLED,1705911293
716,934,PAID,1704718167
717,1512,SHIPPED,1705512355
718,871,SHIPPED,1704553756
719,1962,SHIPPED,1706029871
720,1414,PENDING,1704794690
721,190,SHIPPED,1704783058
722,1514,CANCELLED,1707617280
723,29,SHIPPED,1709081060
724,566,PAID,1707580933
725,289,PENDING,1704652041
726,682,SHIPPED,1704078696
727,1381,PENDING,1706600532
728,831,PENDING,1706677826
729,949,PAID,1707705575
730,1432,CANCELLED,1706796107
731,43,SHIPPED,1705080290
732,476,PAID,1709184193
733,96,PENDING,1706010247
734,1832,SHIPPED,1707272250
735,1795,PENDING,1704076557
736,145,PAID,1705154710
737,1246,CANCELLED,1704983024
738,1324,CANCELLED,1706405834
739,817,PENDING,1706004911
740,853,PENDING,1704122567
741,1069,PAID,1705858697
742,1217,CANCELLED,1709226349
743,1450,PAID,1706037230
744,1350,PAID,1707242692
745,571,SHIPPED,1706775326
746,1706,PENDING,1704716437
747,1877,SHIPPED,1707539451
748,1531,PENDING,1708867115
749,746,PENDING,1706836630
750,1237,PENDING,1708620081
751,238,SHIPPED,1708496221
752,815,PENDING,1708781365
753,1576,CANCELLED,1707887973
754,734,SHIPPED,1709038647
755,250,SHIPPED,1708561109
756,1966,PENDING,1704173364
757,869,SHIPPED,1708301466
758,627,SHIPPED,1707340837
759,1612,PENDING,1708693014
760,440,PAID,1705040011
761,832,PAID,1707198468
762,1222,PENDING,1707783183
763,272,PAID,1707102189
764,1216,PENDING,1709236654
765,150,PAID,1704410072
766,246,PAID,1704834047
767,121,PAID,1704632045
768,287,CANCELLED,1706005529
769,1429,PAID,1705290379
770,1138,SHIPPED,1704173865
771,126,PAID,1705076034
772,1305,PENDING,1705678908
773,4,PENDING,1708298511
774,1155,CANCELLED,1706592393
775,1064,PAID,1705306079
776,1437,CANCELLED,1705440782
777,1969,PENDING,1706975573
778,752,CANCELLED,1708936617
779,1230,SHIPPED,1705500287
780,1389,PAID,1706853761
781,705,SHIPPED,1708267673
782,468,PAID,1704131675
783,1586,PENDING,1706283230
784,602,PENDING,1707411532
785,1330,CANCELLED,1708736434
786,1974,CANCELLED,1708712716
787,308,SHIPPED,1708509644
788,1656,SHIPPED,1707638653
789,211,SHIPPED,1704420811
790,1588,PENDING,1706516465
791,55,CANCELLED,1705288311
792,1616,CANCELLED,1704167854
793,1944,SHIPPED,1704511272
794,988,PAID,1707698498
795,474,PAID,1706706730
796,271,PENDING,1707290570
797,985,PAID,1705106283
798,1451,SHIPPED,1707274717
799,109,PAID,1709112288
800,774,SHIPPED,1706389887
801,478,SHIPPED,1704346330
802,1520,PAID,1708811206
803,58,CANCELLED,1706742014
804,1770,CANCELLED,1706422322
805,984,PAID,1705385901
806,692,CANCELLED,1704284788
807,102,SHIPPED,1707791568
808,149,PAID,1706347371
809,1783,SHIPPED,1706887848
810,1326,PAID,1706754826
811,1658,PAID,1708075448
812,877,PENDING,1708063274
813,1983,PENDING,1705285073
814,1790,PENDING,1708008741
815,729,PENDING,1708214779
816,1089,SHIPPED,1707456028
817,600,CANCELLED,1704856473
818,753,CANCELLED,1707225128
819,580,PAID,1707524673
820,773,PAID,1707165152
821,1109,PAID,1707979428
822,366,SHIPPED,1705392023
823,1974,CANCELLED,1705229570
824,671,CANCELLED,1704745766
825,439,CANCELLED,1707106185
826,884,PENDING,1708368556
827,1221,PAID,1708268976
828,328,CANCELLED,1704242892
829,437,SHIPPED,1704894432
830,832,CANCELLED,1708549180
831,1038,SHIPPED,1705242595
832,1181,PENDING,1706767578
833,1211,PAID,1708867099
834,791,PENDING,1707216321
835,259,CANCELLED,1704747526
836,1630,PAID,1707229876
837,1815,CANCELLED,1706451142
838,209,CANCELLED,1708744134
839,1678,SHIPPED,1706281816
840,1719,CANCELLED,1707876288
841,1293,CANCELLED,1705526460
842,1578,PENDING,1708979888
843,915,CANCELLED,1707780339
844,554,PENDING,1706428873
845,1696,SHIPPED,1709098197
846,165,PENDING,1706211398
847,656,CANCELLED,1705413043
848,1311,PENDING,1708009843
849,632,CANCELLED,1706311058
850,196,SHIPPED,1707490365
851,675,CANCELLED,1706124942
852,49,SHIPPED,1708347054
853,1070,PAID,1706079123
854,1487,CANCELLED,1704284956
855,61,PENDING,1704326708
856,1277,CANCELLED,1709243717
857,563,PENDING,1706679593
858,876,SHIPPED,1708987535
859,1411,CANCELLED,1708489226
860,319,PAID,1705945689
861,494,PAID,1708152110
862,880,PENDING,1704798925
863,1334,PENDING,1705112718
864,1656,PAID,1709199585
865,1123,PENDING,1706658126
866,559,CANCELLED,1706111913
867,1448,SHIPPED,1707735097
868,1289,SHIPPED,1704657744
869,328,PENDING,1705984066
870,1010,PENDING,1707372482
871,546,CANCELLED,1704872183
872,1663,PAID,1707564588
873,357,SHIPPED,1704555853
874,860,PAID,1708713030
875,1534,CANCELLED,1706296790
876,1201,PAID,1704360697
877,1907,PENDING,1705422638
878,350,PENDING,1706034514
879,1351,CANCELLED,1707458619
880,892,SHIPPED,1706000971
881,1261,CANCELLED,1706938791
882,499,CANCELLED,1706200452
883,39,CANCELLED,1704987239
884,748,SHIPPED,1707029597
885,491,CANCELLED,1704539981
886,1263,SHIPPED,1707634044
887,446,PAID,1706130395
888,298,CANCELLED,1708041365
889,541,PENDING,1709221338
890,1472,CANCELLED,1706669057
891,1011,PAID,1707255222
892,186,CANCELLED,1706684423
893,561,PAID,1705013083
894,1864,PENDING,1704870847
895,294,SHIPPED,1705184726
896,839,SHIPPED,1708027143
897,1770,CANCELLED,1704569834
898,637,SHIPPED,1705161863
899,1803,SHIPPED,1708796256
900,37,SHIPPED,1706877423
901,93,SHIPPED,1704763151
902,1366,CANCELLED,1704872772
903,1634,PAID,1706147275
904,1513,PENDING,1704113573
905,1873,SHIPPED,1708498032
906,1733,CANCELLED,1705302424
907,769,CANCELLED,1708578635
908,1913,PAID,1705314001
909,1413,SHIPPED,1709217052
910,1535,SHIPPED,1708854164
911,935,PENDING,1706304393
912,1114,PAID,1707897203
913,1051,SHIPPED,1706509038
914,820,SHIPPED,1704392853
915,444,PENDING,1704833079
916,715,SHIPPED,1705325048
917,1636,CANCELLED,1706778471
