menu_item_id,restaurant_id,name,price,category
280,667,Item 280,29.09,drink
281,676,Item 281,27.64,entree
282,73,Item 282,33.73,dessert
283,668,Item 283,15.5,drink
284,561,Item 284,39.71,side
285,266,Item 285,37.55,side
286,324,Item 286,27.45,side
287,928,Item 287,8.94,entree
288,270,Item 288,25.44,entree
289,838,Item 289,38.16,drink
290,926,Item 290,38.85,dessert
291,520,Item 291,25.52,drink
292,403,Item 292,26.06,side
293,235,Item 293,24.95,entree
294,423,Item 294,36.12,entree
295,218,Item 295,36.12,dessert
296,756,Item 296,22.73,side
297,939,Item 297,30.52,entree
298,350,Item 298,16.06,dessert
299,390,Item 299,21.78,dessert
300,880,Item 300,29.41,drink
301,469,Item 301,16.96,side
302,392,Item 302,35.38,dessert
303,631,Item 303,31.63,entree
304,513,Item 304,34.22,side
305,67,Item 305,35.49,side
306,920,Item 306,20.01,drink
307,708,Item 307,6.57,entree
308,76,Item 308,21.24,side
309,191,Item 309,7.16,drink
310,524,Item 310,17.2,side
311,641,Item 311,19.35,entree
312,761,Item 312,6.05,side
313,880,Item 313,16.04,drink
314,685,Item 314,24.4,drink
315,183,Item 315,28.9,dessert
316,162,Item 316,12.26,dessert
317,745,Item 317,38.28,dessert
318,251,Item 318,31.69,side
319,55,Item 319,18.7,dessert
320,972,Item 320,12.33,dessert
321,138,Item 321,35.08,dessert
322,910,Item 322,34.98,drink
323,770,Item 323,9.8,dessert
324,974,Item 324,15.9,dessert
325,869,Item 325,32.19,side
326,367,Item 326,9.05,drink
327,698,Item 327,31.11,side
328,778,Item 328,15.97,dessert
329,587,Item 329,12.58,side
330,156,Item 330,6.19,side
331,366,Item 331,14.62,entree
332,586,Item 332,32.89,entree
333,557,Item 333,38.85,side
334,608,Item 334,21.32,entree
335,4,Item 335,28.93,entree
336,166,Item 336,15.99,drink
337,957,Item 337,10.16,drink
338,71,Item 338,11.32,drink
339,250,Item 339,25.14,drink
340,548,Item 340,12.02,drink
341,253,Item 341,8.68,entree
342,731,Item 342,23.61,side
343,368,Item 343,19.92,dessert
344,222,Item 344,6.93,entree
345,886,Item 345,28.28,dessert
346,766,Item 346,36.02,dessert
347,164,Item 347,21.16,drink
348,704,Item 348,21.58,drink
349,362,Item 349,35.89,drink
350,34,Item 350,15.67,entree
351,398,Item 351,35.15,drink
352,483,Item 352,19.23,drink
353,772,Item 353,35.07,drink
354,38,Item 354,5.24,drink
355,670,Item 355,37.23,side
356,761,Item 356,30.77,dessert
357,296,Item 357,9.81,dessert
358,24,Item 358,38.72,entree
359,112,Item 359,7.35,drink
360,877,Item 360,11.6,dessert
361,399,Item 361,32.03,side
362,206,Item 362,19.32,side
363,278,Item 363,6.6,dessert
364,920,Item 364,30.87,drink
365,838,Item 365,18.47,drink
366,800,Item 366,23.52,side
367,515,Item 367,30.12,drink
368,912,Item 368,23.91,drink
369,683,Item 369,25.46,dessert
370,631,Item 370,8.17,dessert
371,241,Item 371,24.87,entree
372,497,Item 372,10.55,side
373,425,Item 373,39.98,drink
374,66,Item 374,10.81,entree
375,875,Item 375,7.25,side
376,965,Item 376,32.95,side
377,693,Item 377,6.67,dessert
378,6,Item 378,32.91,dessert
379,963,Item 379,6.67,drink
380,617,Item 380,37.97,side
381,591,Item 381,15.72,dessert
382,396,Item 382,14.81,entree
383,855,Item 383,9.52,drink
384,219,Item 384,33.94,side
385,8,Item 385,7.47,drink
386,936,Item 386,30.17,side
387,302,Item 387,29.26,dessert
388,841,Item 388,16.8,dessert
389,973,Item 389,19.49,dessert
390,483,Item 390,33.91,dessert
391,177,Item 391,39.48,dessert
392,720,Item 392,25.05,dessert
393,449,Item 393,22.13,side
394,950,Item 394,33.41,entree
395,393,Item 395,31.21,dessert
396,495,Item 396,36.48,dessert
397,302,Item 397,14.3,drink
398,748,Item 398,38.06,side
399,803,Item 399,36.03,drink
400,721,Item 400,29.65,side
401,116,Item 401,21.42,dessert
402,546,Item 402,38.95,drink
403,180,Item 403,7.87,drink
404,902,Item 404,13.31,side
405,819,Item 405,5.41,entree
406,816,Item 406,13.09,side
407,276,Item 407,30.06,drink
408,964,Item 408,26.63,entree
409,547,Item 409,11.92,entree
410,142,Item 410,22.86,drink
411,121,Item 411,37.21,dessert
412,877,Item 412,29.98,side
413,646,Item 413,19.48,entree
414,520,Item 414,18.14,dessert
415,891,Item 415,10.56,dessert
416,653,Item 416,15.44,side
417,599,Item 417,22.37,entree
418,695,Item 418,5.78,dessert
419,592,Item 419,29.71,drink
420,5,Item 420,30.74,side
421,854,Item 421,36.12,side
422,457,Item 422,8.61,dessert
423,43,Item 423,17.23,drink
424,171,Item 424,8.41,drink
425,897,Item 425,27.72,drink
426,124,Item 426,10.34,dessert
427,265,Item 427,39.29,side
428,540,Item 428,32.43,dessert
429,161,Item 429,34.94,entree
430,100,Item 430,35.25,drink
431,143,Item 431,27.19,drink
432,179,Item 432,36.28,entree
433,157,Item 433,34.51,dessert
434,45,Item 434,36.4,drink
435,791,Item 435,31.68,dessert
436,223,Item 436,12.23,drink
437,755,Item 437,26.71,side
438,643,Item 438,21.04,entree
439,853,Item 439,17.25,drink
440,646,Item 440,35.07,entree
441,652,Item 441,27.98,drink
442,645,Item 442,22.35,drink
443,65,Item 443,29.63,entree
444,71,Item 444,11.27,entree
445,931,Item 445,23.15,dessert
446,895,Item 446,36.74,side
447,98,Item 447,9.0,dessert
448,331,Item 448,20.82,drink
449,986,Item 449,9.74,entree
450,498,Item 450,14.75,dessert
451,599,Item 451,26.51,side
452,674,Item 452,13.2,dessert
453,902,Item 453,33.85,drink
454,73,Item 454,11.36,drink
455,297,Item 455,30.08,dessert
456,158,Item 456,18.23,dessert
457,285,Item 457,27.05,drink
458,322,Item 458,30.01,side
459,278,Item 459,35.4,drink
460,433,Item 460,12.12,entree
461,719,Item 461,35.31,entree
462,29,Item 462,7.74,drink
463,44,Item 463,30.21,side
464,748,Item 464,18.43,entree
465,978,Item 465,31.21,entree
466,754,Item 466,5.6,entree
467,471,Item 467,8.54,entree
468,929,Item 468,34.76,entree
469,394,Item 469,27.11,dessert
470,778,Item 470,10.88,entree
471,780,Item 471,14.28,side
472,137,Item 472,6.58,side
473,866,Item 473,11.88,side
474,459,Item 474,6.72,dessert
475,476,Item 475,31.88,entree
476,571,Item 476,34.18,entree
477,837,Item 477,19.18,side
478,431,Item 478,20.63,entree
479,743,Item 479,14.72,drink
480,86,Item 480,7.26,drink
481,788,Item 481,16.42,drink
482,200,Item 482,11.18,entree
483,12,Item 483,30.56,side
484,614,Item 484,7.67,drink
485,895,Item 485,13.57,dessert
486,547,Item 486,25.47,dessert
487,120,Item 487,21.76,drink
488,116,Item 488,12.43,dessert
489,805,Item 489,28.79,entree
490,214,Item 490,16.41,dessert
491,831,Item 491,25.86,dessert
492,930,Item 492,16.07,drink
493,846,Item 493,15.67,dessert
494,4,Item 494,19.85,entree
495,414,Item 495,39.38,side
496,56,Item 496,37.32,side
497,734,Item 497,5.39,drink
498,108,Item 498,35.64,dessert
499,873,Item 499,28.48,dessert
500,855,Item 500,30.61,dessert
501,983,Item 501,14.04,side
502,539,Item 502,27.8,side
503,936,Item 503,5.95,side
504,540,Item 504,14.72,entree
505,750,Item 505,20.09,side
506,761,Item 506,9.37,dessert
507,217,Item 507,20.51,entree
508,817,Item 508,12.68,drink
509,393,Item 509,14.09,drink
510,366,Item 510,34.65,dessert
511,973,Item 511,13.48,drink
512,412,Item 512,15.91,drink
513,952,Item 513,17.64,drink
514,491,Item 514,35.35,side
515,841,Item 515,28.98,dessert
516,168,Item 516,16.63,side
517,754,Item 517,14.45,side
518,18,Item 518,8.77,dessert
519,279,Item 519,10.46,entree
520,376,Item 520,15.14,entree
521,411,Item 521,35.61,side
522,94,Item 522,31.49,side
523,620,Item 523,11.94,side
524,126,Item 524,24.41,drink
525,897,Item 525,18.58,dessert
526,635,Item 526,12.47,drink
527,945,Item 527,16.9,entree
528,159,Item 528,9.85,dessert
529,690,Item 529,27.59,drink
530,518,Item 530,38.17,drink
531,518,Item 531,19.61,drink
532,238,Item 532,11.37,side
533,142,Item 533,16.47,entree
534,43,Item 534,32.07,entree
535,122,Item 535,18.5,dessert
536,883,Item 536,32.87,drink
537,993,Item 537,17.48,drink
538,266,Item 538,8.08,drink
539,743,Item 539,18.36,dessert
540,138,Item 540,25.97,dessert
541,248,Item 541,12.1,side
542,163,Item 542,14.16,drink
543,898,Item 543,30.89,drink
544,643,Item 544,8.02,drink
545,736,Item 545,7.28,entree
546,463,Item 546,26.69,entree
547,788,Item 547,17.66,drink
548,402,Item 548,28.18,dessert
549,154,Item 549,33.07,side
550,1000,Item 550,22.25,entree
551,298,Item 551,34.55,dessert
552,226,Item 552,39.21,dessert
553,807,Item 553,28.12,dessert
554,105,Item 554,20.04,drink
555,748,Item 555,9.52,side
556,320,Item 556,12.58,dessert
557,920,Item 557,6.73,drink
558,524,Item 558,23.7,dessert
559,724,Item 559,11.68,entree
560,800,Item 560,38.25,side
561,56,Item 561,25.65,drink
562,34,Item 562,9.09,dessert
563,7,Item 563,31.22,drink
564,196,Item 564,37.0,side
565,78,Item 565,27.33,drink
566,901,Item 566,32.77,dessert
567,146,Item 567,29.33,entree
568,642,Item 568,13.08,drink
569,640,Item 569,37.67,side
570,356,Item 570,15.44,drink
571,606,Item 571,25.6,dessert
572,876,Item 572,13.51,side
573,523,Item 573,21.08,drink
574,503,Item 574,25.44,drink
575,273,Item 575,36.0,dessert
576,507,Item 576,13.9,entree
577,329,Item 577,25.42,drink
578,170,Item 578,19.11,drink
579,891,Item 579,34.04,dessert
580,810,Item 580,8.34,entree
581,698,Item 581,16.49,dessert
582,973,Item 582,8.41,side
583,783,Item 583,13.88,dessert
584,975,Item 584,25.69,dessert
585,585,Item 585,35.8,entree
586,108,Item 586,12.97,side
587,102,Item 587,25.45,dessert
588,524,Item 588,29.26,dessert
589,343,Item 589,18.9,side
590,307,Item 590,18.21,drink
591,163,Item 591,7.04,dessert
592,227,Item 592,12.65,dessert
593,264,Item 593,18.6,dessert
594,108,Item 594,18.38,entree
595,945,Item 595,24.72,drink
596,431,Item 596,17.13,entree
597,179,Item 597,26.91,entree
598,886,Item 598,16.09,side
599,791,Item 599,26.4,side
600,663,Item 600,8.47,drink
601,26,Item 601,33.58,drink
602,633,Item 602,34.6,side
603,723,Item 603,34.96,drink
604,80,Item 604,26.11,dessert
605,247,Item 605,19.48,entree
606,627,Item 606,15.9,side
607,148,Item 607,32.67,entree
608,19,Item 608,29.68,side
609,183,Item 609,27.2,entree
610,264,Item 610,28.75,entree
611,252,Item 611,6.64,entree
612,543,Item 612,29.75,dessert
613,309,Item 613,29.28,entree
614,166,Item 614,35.5,dessert
615,476,Item 615,23.54,side
616,342,Item 616,20.95,drink
617,499,Item 617,34.49,entree
618,494,Item 618,32.94,side
619,843,Item 619,21.71,entree
620,878,Item 620,35.39,entree
621,882,Item 621,34.24,drink
622,158,Item 622,22.17,side
623,696,Item 623,26.36,side
624,565,Item 624,26.9,side
625,257,Item 625,16.82,entree
626,610,Item 626,36.62,drink
627,436,Item 627,22.93,entree
628,377,Item 628,7.91,dessert
629,441,Item 629,38.99,side
630,57,Item 630,28.25,entree
631,891,Item 631,17.24,entree
632,601,Item 632,18.17,drink
633,885,Item 633,33.09,side
634,79,Item 634,22.43,entree
635,476,Item 635,8.96,dessert
636,301,Item 636,6.69,side
637,120,Item 637,23.82,entree
638,439,Item 638,39.97,dessert
639,615,Item 639,35.82,entree
640,757,Item 640,10.4,dessert
641,547,Item 641,5.19,dessert
642,843,Item 642,20.82,entree
643,572,Item 643,28.1,entree
644,38,Item 644,30.14,drink
645,266,Item 645,6.67,side
646,974,Item 646,21.31,dessert
647,446,Item 647,23.02,drink
648,259,Item 648,23.29,dessert
649,781,Item 649,15.27,entree
650,229,Item 650,26.28,entree
651,573,Item 651,35.47,drink
652,668,Item 652,23.81,dessert
653,139,Item 653,29.95,dessert
654,589,Item 654,22.48,side
655,804,Item 655,23.31,dessert
656,746,Item 656,34.81,drink
657,699,Item 657,23.16,side
658,251,Item 658,13.86,side
659,388,Item 659,34.61,dessert
660,166,Item 660,15.87,entree
661,822,Item 661,38.61,side
662,42,Item 662,8.92,dessert
663,831,Item 663,31.59,entree
664,413,Item 664,17.4,drink
665,94,Item 665,38.06,entree
666,451,Item 666,33.17,entree
667,792,Item 667,27.94,entree
668,257,Item 668,7.87,entree
669,820,Item 669,9.33,entree
670,654,Item 670,31.73,drink
671,88,Item 671,33.62,side
672,764,Item 672,19.01,drink
673,914,Item 673,11.83,dessert
674,655,Item 674,37.63,entree
675,442,Item 675,17.26,drink
676,926,Item 676,27.09,entree
677,681,Item 677,28.26,dessert
678,808,Item 678,14.06,dessert
679,327,Item 679,35.99,side
680,47,Item 680,29.22,entree
681,608,Item 681,34.23,side
682,866,Item 682,39.42,drink
683,543,Item 683,19.8,drink
684,169,Item 684,32.02,side
685,465,Item 685,30.9,dessert
686,235,Item 686,9.57,entree
687,50,Item 687,33.93,dessert
688,665,Item 688,8.78,drink
689,592,Item 689,37.52,side
690,248,Item 690,21.98,side
691,459,Item 691,35.53,entree
692,374,Item 692,9.93,drink
693,785,Item 693,10.05,dessert
694,799,Item 694,38.71,side
695,115,Item 695,11.07,drink
696,163,Item 696,21.54,side
697,973,Item 697,18.11,drink
698,806,Item 698,11.32,dessert
699,312,Item 699,34.68,side
700,241,Item 700,5.27,dessert
701,134,Item 701,9.04,entree
702,566,Item 702,38.75,drink
703,364,Item 703,21.67,drink
704,2,Item 704,11.87,drink
705,779,Item 705,26.13,entree
706,147,Item 706,7.63,entree
707,786,Item 707,39.48,dessert
708,970,Item 708,30.61,drink
709,553,Item 709,21.02,drink
710,10,Item 710,11.41,drink
711,1000,Item 711,38.05,side
712,876,Item 712,28.15,entree
713,760,Item 713,35.64,side
714,542,Item 714,30.11,dessert
715,380,Item 715,23.73,dessert
716,746,Item 716,20.96,dessert
717,996,Item 717,12.04,entree
718,497,Item 718,31.1,drink
719,648,Item 719,13.55,dessert
720,99,Item 720,19.02,dessert
721,799,Item 721,16.04,entree
722,966,Item 722,6.24,entree
723,447,Item 723,22.73,side
724,16,Item 724,24.02,entree
725,86,Item 725,18.93,side
726,922,Item 726,34.55,dessert
727,665,Item 727,23.48,entree
728,250,Item 728,9.46,entree
729,673,Item 729,24.75,side
730,383,Item 730,33.78,entree
731,466,Item 731,22.71,drink
732,603,Item 732,23.94,drink
733,211,Item 733,16.66,drink
734,520,Item 734,9.44,dessert
735,23,Item 735,15.56,drink
736,360,Item 736,11.17,drink
737,847,Item 737,9.82,drink
738,332,Item 738,31.28,side
739,607,Item 739,8.72,drink
740,527,Item 740,35.87,side
741,240,Item 741,26.86,dessert
742,56,Item 742,19.68,drink
743,267,Item 743,37.67,side
744,630,Item 744,14.85,drink
745,419,Item 745,32.24,dessert
746,769,Item 746,17.84,side
747,147,Item 747,25.04,side
748,151,Item 748,20.02,side
749,955,Item 749,9.14,entree
750,637,Item 750,10.04,side
751,401,Item 751,15.39,entree
752,600,Item 752,15.16,side
753,563,Item 753,19.34,dessert
754,988,Item 754,23.31,side
755,887,Item 755,33.47,side
756,225,Item 756,11.22,entree
757,13,Item 757,30.79,side
758,624,Item 758,22.5,dessert
759,957,Item 759,25.3,dessert
760,523,Item 760,30.49,dessert
761,971,Item 761,7.37,entree
762,508,Item 762,28.52,side
763,940,Item 763,12.53,entree
764,378,Item 764,24.52,dessert
765,350,Item 765,13.88,dessert
766,281,Item 766,6.46,drink
767,6,Item 767,12.05,drink
768,671,Item 768,10.61,side
769,357,Item 769,31.31,entree
770,895,Item 770,24.82,side
771,618,Item 771,25.77,dessert
772,902,Item 772,8.82,entree
773,487,Item 773,14.67,side
774,927,Item 774,5.32,drink
775,395,Item 775,37.09,entree
776,145,Item 776,30.98,side
777,356,Item 777,37.56,side
778,36,Item 778,25.71,entree
779,541,Item 779,6.95,side
780,658,Item 780,35.88,entree
781,4,Item 781,11.78,drink
782,407,Item 782,15.02,drink
783,739,Item 783,21.81,side
784,449,Item 784,12.12,entree
785,58,Item 785,5.97,entree
786,836,Item 786,5.11,drink
787,378,Item 787,13.7,side
788,8,Item 788,34.56,entree
789,612,Item 789,12.94,side
790,476,Item 790,24.34,drink
791,812,Item 791,15.03,side
792,176,Item 792,23.88,entree
793,568,Item 793,5.99,entree
794,891,Item 794,21.87,drink
795,609,Item 795,20.93,drink
796,114,Item 796,29.49,drink
797,141,Item 797,14.15,dessert
798,877,Item 798,12.56,dessert
799,587,Item 799,38.17,entree
800,154,Item 800,15.2,dessert
801,364,Item 801,35.74,side
802,800,Item 802,32.58,side
803,385,Item 803,32.47,dessert
804,661,Item 804,28.5,dessert
805,208,Item 805,32.14,side
806,834,Item 806,27.32,dessert
807,179,Item 807,28.08,side
808,982,Item 808,8.71,dessert
809,313,Item 809,12.59,drink
810,904,Item 810,32.55,dessert
811,946,Item 811,39.67,side
812,255,Item 812,12.94,entree
813,82,Item 813,38.96,side
814,39,Item 814,19.29,dessert
815,77,Item 815,15.81,entree
816,16,Item 816,34.22,side
817,810,Item 817,10.09,entree
818,246,Item 818,26.26,entree
819,596,Item 819,30.26,entree
820,169,Item 820,27.57,dessert
821,222,Item 821,32.14,entree
822,264,Item 822,24.24,dessert
823,788,Item 823,35.49,dessert
824,703,Item 824,28.44,entree
825,679,Item 825,19.0,entree
826,992,Item 826,16.43,side
827,840,Item 827,22.23,dessert
828,772,Item 828,7.34,entree
829,934,Item 829,25.62,entree
830,249,Item 830,33.82,drink
831,161,Item 831,16.07,entree
832,409,Item 832,28.7,dessert
833,611,Item 833,11.3,dessert
834,340,Item 834,29.79,side
835,297,Item 835,39.64,dessert
836,347,Item 836,37.98,side
837,618,Item 837,37.65,entree
838,694,Item 838,7.8,entree
839,891,Item 839,22.69,drink
840,888,Item 840,13.02,side
841,304,Item 841,39.02,drink
842,54,Item 842,29.81,entree
843,387,Item 843,15.02,drink
844,83,Item 844,23.62,side
845,5,Item 845,10.74,dessert
846,605,Item 846,6.91,entree
847,928,Item 847,34.58,entree
848,108,Item 848,11.01,drink
849,164,Item 849,30.31,drink
850,433,Item 850,8.55,side
851,338,Item 851,32.92,drink
852,837,Item 852,28.05,dessert
853,821,Item 853,33.45,entree
854,147,Item 854,35.2,drink
855,564,Item 855,13.78,entree
856,222,Item 856,27.54,side
857,265,Item 857,36.42,entree
858,709,Item 858,13.85,entree
859,101,Item 859,10.18,side
860,546,Item 860,28.81,drink
861,501,Item 861,28.51,entree
862,469,Item 862,20.02,side
863,47,Item 863,11.73,drink
864,781,Item 864,15.04,entree
865,3,Item 865,11.7,side
866,127,Item 866,14.98,side
867,770,Item 867,33.21,drink
868,769,Item 868,13.42,side
869,906,Item 869,25.8,side
870,307,Item 870,25.52,entree
871,468,Item 871,5.18,dessert
