delivery_id,order_id,driver_id,estimated_minutes,actual_minutes
179,179,300,50,47
180,180,588,46,39
181,181,107,49,10
182,182,882,33,29
183,183,605,46,71
184,184,412,47,36
185,185,325,55,53
186,186,180,43,20
187,187,842,56,51
188,188,183,48,69
189,189,222,57,14
190,190,575,39,29
191,191,448,23,34
192,192,432,43,46
193,193,118,49,47
194,194,186,57,24
195,195,479,35,72
196,196,283,58,22
197,197,633,53,56
198,198,225,57,67
199,199,928,57,48
200,200,342,12,73
201,201,324,60,62
202,202,171,19,58
203,203,48,33,76
204,204,896,48,63
205,205,333,60,65
206,206,20,17,20
207,207,689,16,80
208,208,459,15,78
209,209,300,12,47
210,210,197,42,16
211,211,285,38,40
212,212,696,39,62
213,213,23,27,28
214,214,349,50,26
215,215,192,35,29
216,216,531,31,56
217,217,854,57,62
218,218,873,48,33
219,219,350,15,67
220,220,738,53,52
221,221,176,44,60
222,222,72,50,32
223,223,209,41,74
224,224,813,20,74
225,225,446,52,70
226,226,54,39,16
227,227,633,54,69
228,228,399,29,79
229,229,647,26,24
230,230,829,27,55
231,231,976,23,49
232,232,252,19,56
233,233,259,26,33
234,234,661,60,54
235,235,478,56,31
236,236,617,49,31
237,237,76,14,12
238,238,766,53,39
239,239,909,28,42
240,240,948,51,66
241,241,722,50,29
242,242,672,48,78
243,243,68,57,40
244,244,365,49,49
245,245,640,37,46
246,246,8,52,23
247,247,568,11,14
248,248,508,26,12
249,249,577,46,37
250,250,898,33,46
251,251,432,14,42
252,252,212,12,64
253,253,549,10,65
254,254,662,11,64
255,255,231,42,70
256,256,224,25,19
257,257,845,16,26
258,258,958,32,63
259,259,523,41,43
260,260,644,44,56
261,261,962,40,57
262,262,771,24,22
263,263,587,56,11
264,264,831,53,55
265,265,293,50,25
266,266,5,57,47
267,267,726,23,41
268,268,653,22,19
269,269,274,44,74
270,270,795,35,47
271,271,682,37,34
272,272,313,48,18
273,273,380,57,65
274,274,214,56,77
275,275,779,57,46
276,276,196,52,70
277,277,651,31,78
278,278,48,28,76
279,279,258,32,20
280,280,708,29,76
281,281,813,32,38
282,282,941,41,15
283,283,331,60,50
284,284,455,56,65
285,285,720,43,37
286,286,956,30,69
287,287,652,23,59
288,288,877,42,39
289,289,635,28,25
290,290,686,15,18
291,291,46,16,55
292,292,112,15,61
293,293,449,57,69
294,294,262,40,65
295,295,857,17,74
296,296,327,36,16
297,297,530,14,64
298,298,209,56,35
299,299,147,42,51
300,300,319,46,43
301,301,42,60,28
302,302,275,33,18
303,303,113,24,22
304,304,761,55,20
305,305,877,51,34
306,306,28,14,56
307,307,170,44,75
308,308,365,57,45
309,309,107,24,26
310,310,67,20,50
311,311,641,27,75
312,312,986,60,34
313,313,383,34,30
314,314,833,15,27
315,315,973,19,40
316,316,305,28,27
317,317,104,53,55
318,318,351,13,73
319,319,238,17,14
320,320,969,48,22
321,321,403,30,39
322,322,143,30,50
323,323,516,38,15
324,324,101,35,57
325,325,712,36,51
326,326,164,12,75
327,327,847,47,80
328,328,516,19,25
329,329,31,36,20
330,330,969,53,40
331,331,190,35,48
332,332,487,44,56
333,333,6,41,32
334,334,88,43,40
335,335,307,55,25
336,336,167,21,60
337,337,142,47,57
338,338,90,38,80
339,339,240,13,54
340,340,243,43,31
341,341,970,31,44
342,342,36,57,39
343,343,825,22,76
344,344,46,10,71
345,345,625,15,66
346,346,770,50,29
347,347,734,60,30
348,348,851,49,53
349,349,547,27,72
350,350,876,25,33
351,351,262,52,17
352,352,730,33,68
353,353,753,35,14
354,354,851,18,35
355,355,538,56,72
356,356,488,34,63
357,357,24,28,50
358,358,174,55,47
359,359,608,48,41
360,360,265,22,31
361,361,328,16,28
362,362,77,21,77
363,363,799,10,32
364,364,993,10,65
365,365,735,44,76
366,366,759,46,14
367,367,570,31,10
368,368,794,40,54
369,369,222,27,55
370,370,814,33,21
371,371,56,34,68
372,372,37,17,60
373,373,370,58,31
374,374,862,57,10
375,375,443,48,31
376,376,520,25,64
377,377,571,19,32
378,378,718,56,24
379,379,79,30,56
380,380,903,17,41
381,381,23,30,17
382,382,434,57,22
383,383,981,11,20
384,384,186,43,23
385,385,129,30,14
386,386,572,56,46
387,387,190,24,53
388,388,436,53,67
389,389,156,10,52
390,390,900,12,68
391,391,196,24,68
392,392,216,42,17
393,393,240,58,51
394,394,218,39,28
395,395,117,13,77
396,396,641,51,64
397,397,922,39,21
398,398,322,38,21
399,399,643,29,79
400,400,804,17,14
401,401,853,16,75
402,402,355,47,10
403,403,197,20,73
404,404,508,21,39
405,405,802,22,42
406,406,516,38,21
407,407,236,28,30
408,408,930,41,20
409,409,30,40,72
410,410,71,52,76
411,411,911,51,20
412,412,217,10,64
413,413,947,45,51
414,414,198,33,27
415,415,347,44,60
416,416,535,11,53
417,417,582,44,31
418,418,641,46,25
419,419,136,32,30
420,420,423,22,78
421,421,238,53,73
422,422,340,45,11
423,423,184,12,39
424,424,908,37,74
425,425,969,16,33
426,426,487,34,36
427,427,118,40,32
428,428,553,57,37
429,429,379,36,11
430,430,1000,58,24
431,431,222,58,34
432,432,874,56,70
433,433,12,24,16
434,434,252,19,70
435,435,706,30,50
436,436,620,18,39
437,437,558,34,66
438,438,27,28,46
439,439,116,37,23
440,440,599,11,41
441,441,362,54,68
442,442,986,30,70
443,443,483,50,69
444,444,563,40,23
445,445,94,18,47
446,446,6,44,10
447,447,496,45,13
448,448,924,18,29
449,449,18,49,42
450,450,218,36,15
451,451,111,22,65
452,452,760,13,40
453,453,615,60,23
454,454,616,51,10
455,455,730,52,35
456,456,93,11,46
457,457,671,19,60
458,458,560,56,60
459,459,658,45,24
460,460,639,41,73
461,461,408,37,54
462,462,470,29,40
463,463,386,35,31
464,464,453,31,50
465,465,162,29,47
466,466,892,58,53
467,467,694,52,59
468,468,7,16,14
469,469,499,12,68
470,470,569,58,57
471,471,668,30,76
472,472,297,54,53
473,473,600,24,11
474,474,131,40,26
475,475,825,18,49
476,476,580,44,14
477,477,71,53,14
478,478,935,59,10
479,479,110,24,70
480,480,519,15,39
481,481,239,57,28
482,482,901,31,65
483,483,920,32,28
484,484,517,41,68
485,485,882,55,41
486,486,276,58,39
487,487,674,15,74
488,488,10,56,24
489,489,92,30,63
490,490,683,47,10
491,491,510,60,77
492,492,414,23,44
493,493,611,51,35
494,494,661,12,25
495,495,544,30,11
496,496,330,30,40
497,497,470,51,75
498,498,605,19,15
499,499,61,37,25
500,500,501,34,31
501,501,418,47,78
502,502,35,20,77
503,503,131,50,64
504,504,194,23,24
505,505,603,29,32
506,506,706,37,80
507,507,652,59,16
508,508,393,29,55
509,509,896,39,59
510,510,497,15,44
511,511,99,45,49
512,512,371,52,15
513,513,108,16,72
514,514,893,58,42
515,515,638,51,73
516,516,849,60,10
517,517,423,21,79
518,518,649,60,59
519,519,502,27,59
520,520,688,45,29
521,521,481,52,45
522,522,649,24,53
523,523,929,37,18
524,524,795,28,80
525,525,978,57,73
526,526,234,11,47
527,527,181,37,62
528,528,167,32,77
529,529,668,43,35
530,530,292,57,78
531,531,330,30,10
532,532,419,10,34
533,533,917,34,80
534,534,801,55,51
535,535,407,31,76
536,536,681,52,51
537,537,218,14,49
538,538,483,17,47
539,539,157,28,16
540,540,919,41,21
541,541,389,31,51
542,542,441,33,17
543,543,534,29,41
544,544,871,43,45
545,545,753,38,23
546,546,436,31,66
547,547,358,18,78
548,548,603,36,74
549,549,320,20,14
550,550,55,15,21
551,551,157,49,48
552,552,66,12,19
553,553,794,29,35
554,554,462,30,27
555,555,789,48,48
556,556,854,34,12
557,557,953,19,75
558,558,145,30,17
559,559,638,53,45
560,560,365,11,79
561,561,198,58,69
562,562,976,34,56
563,563,462,15,66
564,564,421,58,70
565,565,384,21,18
566,566,659,19,51
567,567,818,12,55
568,568,52,35,79
569,569,70,34,70
570,570,585,41,79
571,571,618,49,24
572,572,129,39,45
573,573,70,21,26
574,574,122,48,34
575,575,854,33,80
576,576,294,40,35
577,577,485,34,65
578,578,393,54,58
579,579,319,28,67
580,580,482,31,66
581,581,28,42,22
582,582,468,21,32
583,583,132,34,54
584,584,439,12,80
585,585,898,39,18
586,586,743,29,68
587,587,150,16,69
588,588,637,36,50
589,589,206,57,67
590,590,711,57,41
591,591,576,49,42
592,592,788,22,49
593,593,625,19,75
594,594,776,24,38
595,595,487,57,62
596,596,205,31,29
597,597,126,12,29
598,598,176,40,44
599,599,394,39,80
600,600,864,27,30
601,601,48,28,44
602,602,350,48,80
603,603,311,30,36
604,604,166,55,46
605,605,593,58,53
606,606,166,14,27
607,607,111,54,34
608,608,757,29,72
609,609,591,18,79
610,610,192,13,10
611,611,72,51,62
612,612,913,14,39
613,613,234,19,17
614,614,962,24,67
615,615,828,15,57
616,616,468,48,64
617,617,541,36,70
618,618,989,49,73
619,619,662,41,78
620,620,292,43,19
621,621,329,32,44
622,622,160,52,27
623,623,327,27,14
624,624,81,31,47
625,625,518,30,51
626,626,642,36,24
627,627,84,47,12
628,628,336,42,21
629,629,625,21,71
630,630,24,49,74
631,631,293,29,30
632,632,7,23,65
633,633,212,32,52
634,634,62,18,27
635,635,665,50,30
636,636,746,55,16
637,637,823,41,24
638,638,946,26,48
639,639,634,32,64
640,640,869,16,16
641,641,12,15,43
642,642,766,53,11
643,643,299,26,71
644,644,259,44,53
645,645,786,42,77
646,646,425,17,44
647,647,471,43,35
648,648,870,38,78
649,649,170,52,26
650,650,952,56,32
651,651,17,38,38
652,652,902,44,25
653,653,53,22,18
654,654,527,46,19
655,655,419,25,80
656,656,280,17,41
657,657,914,43,80
658,658,961,11,38
659,659,893,52,27
660,660,797,35,30
661,661,684,52,43
662,662,160,15,14
663,663,222,29,17
664,664,929,22,59
665,665,721,16,79
666,666,318,18,43
667,667,991,19,52
668,668,261,36,51
669,669,956,59,23
670,670,92,55,67
671,671,341,20,36
672,672,876,50,14
673,673,70,42,79
674,674,679,44,39
675,675,13,47,28
676,676,367,14,14
677,677,303,36,79
678,678,586,59,71
679,679,661,26,59
680,680,557,43,11
681,681,982,45,11
682,682,568,38,32
683,683,228,26,13
684,684,706,58,73
685,685,84,34,51
686,686,753,43,71
687,687,822,32,15
688,688,347,26,74
689,689,453,44,64
690,690,718,58,13
691,691,102,38,63
692,692,476,16,22
693,693,746,51,12
694,694,791,49,80
695,695,228,32,31
696,696,811,31,50
697,697,6,24,48
698,698,800,46,14
699,699,783,20,24
700,700,300,25,28
701,701,680,45,28
702,702,217,25,63
703,703,582,47,49
704,704,954,55,11
705,705,897,37,22
706,706,164,42,77
707,707,765,59,15
708,708,112,42,46
709,709,568,22,49
710,710,238,55,42
711,711,47,31,51
712,712,734,38,16
713,713,430,58,75
714,714,909,26,44
715,715,588,57,62
716,716,768,57,61
717,717,99,42,52
718,718,437,12,62
719,719,737,29,54
720,720,284,47,14
721,721,792,53,56
722,722,758,14,66
723,723,270,15,76
724,724,316,51,32
725,725,456,11,33
726,726,205,27,16
727,727,611,49,78
728,728,304,55,71
729,729,425,27,56
730,730,628,31,68
731,731,23,43,40
732,732,886,10,40
733,733,993,49,11
734,734,292,15,57
735,735,39,26,13
736,736,349,27,43
737,737,478,20,69
738,738,973,13,67
739,739,888,29,57
740,740,503,35,25
741,741,386,54,74
742,742,172,33,19
743,743,283,44,15
744,744,921,49,20
745,745,229,28,71
746,746,271,49,35
747,747,702,43,26
748,748,230,42,62
749,749,681,41,48
750,750,39,14,67
751,751,464,53,38
752,752,483,40,61
753,753,970,36,26
754,754,972,22,14
755,755,884,36,54
756,756,641,44,54
757,757,577,29,36
758,758,153,20,15
759,759,612,28,23
760,760,527,60,46
761,761,202,31,19
762,762,67,34,31
763,763,533,54,30
764,764,886,46,66
765,765,927,46,69
766,766,186,31,11
767,767,157,22,47
768,768,431,36,74
769,769,582,57,31
770,770,30,32,46
771,771,998,30,66
772,772,891,48,42
773,773,315,39,37
774,774,825,33,75
775,775,887,49,14
776,776,913,11,53
777,777,325,41,61
778,778,89,16,60
779,779,279,54,59
780,780,519,45,12
781,781,831,50,56
782,782,731,19,27
783,783,625,24,72
784,784,478,36,16
785,785,825,29,36
786,786,602,25,42
787,787,776,51,58
788,788,457,48,63
789,789,219,60,47
790,790,239,43,68
791,791,195,56,34
792,792,636,16,38
793,793,247,10,66
794,794,255,22,72
795,795,978,36,25
796,796,217,60,76
797,797,728,60,41
798,798,344,25,33
799,799,540,51,43
800,800,323,53,15
801,801,165,60,44
802,802,615,26,63
803,803,548,21,29
804,804,843,32,79
805,805,25,31,56
806,806,815,44,49
807,807,267,31,31
808,808,588,40,16
809,809,150,37,43
810,810,189,25,33
811,811,841,54,80
812,812,920,40,52
813,813,719,44,11
814,814,743,14,15
815,815,531,43,51
816,816,530,10,38
817,817,846,56,24
818,818,629,32,14
819,819,89,58,29
820,820,71,37,57
821,821,163,14,53
822,822,61,54,29
823,823,618,49,67
824,824,237,45,80
825,825,828,18,39
826,826,867,27,33
827,827,175,54,66
828,828,646,30,62
829,829,40,26,24
830,830,592,49,73
831,831,342,41,15
832,832,186,16,41
833,833,149,23,27
834,834,35,10,77
835,835,561,22,14
836,836,656,58,62
837,837,702,31,39
838,838,573,37,38
839,839,895,19,34
840,840,445,39,54
841,841,234,54,20
842,842,841,57,42
843,843,476,45,65
844,844,23,57,61
845,845,945,17,32
846,846,123,53,41
847,847,2,49,31
848,848,521,13,12
849,849,467,55,31
850,850,171,51,76
851,851,35,17,64
852,852,397,42,38
853,853,832,19,71
854,854,230,39,63
855,855,582,42,70
856,856,140,47,14
857,857,599,30,33
858,858,964,57,78
859,859,18,21,51
860,860,479,11,57
861,861,982,52,26
862,862,167,31,41
863,863,133,26,64
864,864,25,11,33
865,865,82,31,49
866,866,393,16,36
867,867,550,40,55
868,868,873,44,37
869,869,683,12,26
870,870,281,10,77
871,871,432,10,65
872,872,505,41,56
873,873,234,47,74
874,874,249,20,58
875,875,159,36,49
876,876,89,21,37
877,877,862,57,26
878,878,808,21,50
879,879,839,35,29
880,880,575,26,73
881,881,800,38,25
882,882,87,44,13
883,883,302,59,43
884,884,59,16,31
885,885,705,28,22
886,886,103,25,47
887,887,409,10,57
888,888,953,15,73
889,889,532,41,63
890,890,147,55,50
891,891,232,31,31
892,892,909,49,51
893,893,678,25,16
894,894,408,48,17
895,895,766,59,56
896,896,136,36,29
897,897,508,17,14
898,898,484,12,17
899,899,167,50,54
900,900,677,50,38
901,901,588,54,42
902,902,95,54,28
903,903,165,11,16
904,904,923,53,16
905,905,779,58,55
906,906,115,25,74
907,907,852,54,59
908,908,252,57,32
909,909,755,15,52
910,910,9,57,54
911,911,249,22,24
912,912,467,30,14
913,913,885,60,20
914,914,114,14,22
915,915,603,26,34
916,916,976,41,41
917,917,156,26,77
918,918,530,27,75
919,919,487,12,13
920,920,758,60,13
921,921,636,49,47
922,922,695,20,31
923,923,595,36,73
924,924,484,13,15
925,925,852,42,59
926,926,393,40,51
927,927,146,16,52
928,928,133,21,53
929,929,870,54,71
930,930,421,25,34
931,931,222,33,72
932,932,144,34,65
933,933,564,36,29
934,934,823,15,21
935,935,894,56,44
936,936,288,55,49
937,937,977,23,50
938,938,38,27,77
939,939,807,35,23
940,940,546,21,47
941,941,496,38,25
942,942,937,56,64
943,943,780,41,75
944,944,996,43,52
945,945,55,33,10
946,946,697,58,17
947,947,694,21,32
948,948,474,34,59
949,949,714,28,63
950,950,176,20,66
951,951,933,29,10
952,952,799,23,47
953,953,783,23,14
954,954,686,56,71
955,955,696,25,25
956,956,210,13,64
957,957,719,17,17
958,958,563,15,25
959,959,417,43,71
960,960,22,20,11
961,961,149,35,11
962,962,99,56,21
963,963,439,38,25
964,964,230,22,33
965,965,386,10,25
966,966,282,22,46
967,967,882,28,10
968,968,982,13,32
969,969,439,24,27
970,970,772,23,25
971,971,56,42,27
972,972,587,13,72
973,973,676,15,45
974,974,546,51,14
975,975,483,39,59
976,976,778,33,10
977,977,856,51,26
978,978,414,59,70
979,979,796,60,22
980,980,654,24,53
981,981,602,12,56
982,982,838,26,73
983,983,142,33,28
984,984,302,35,26
985,985,575,44,55
986,986,989,44,79
987,987,470,49,67
988,988,111,13,48
989,989,643,41,10
990,990,176,28,78
991,991,130,42,15
992,992,522,35,72
993,993,722,12,25
994,994,611,35,39
995,995,41,23,66
996,996,979,42,12
997,997,792,47,62
998,998,59,28,69
999,999,752,52,54
1000,1000,412,59,79
1001,1001,881,45,20
1002,1002,26,34,50
1003,1003,268,13,41
1004,1004,629,56,65
1005,1005,77,25,29
1006,1006,929,53,20
1007,1007,117,47,59
1008,1008,667,55,24
1009,1009,352,17,26
1010,1010,296,56,43
1011,1011,681,53,17
1012,1012,776,60,25
1013,1013,704,53,32
1014,1014,666,22,32
1015,1015,234,18,58
1016,1016,809,37,75
1017,1017,159,53,33
1018,1018,594,33,37
1019,1019,317,19,43
1020,1020,548,16,48
1021,1021,592,38,77
1022,1022,581,38,15
1023,1023,934,30,67
1024,1024,759,27,42
1025,1025,21,59,57
1026,1026,997,59,32
1027,1027,907,22,45
1028,1028,872,15,55
1029,1029,14,13,40
1030,1030,536,38,63
1031,1031,48,29,48
1032,1032,861,27,55
1033,1033,976,51,45
1034,1034,644,51,39
1035,1035,681,56,44
1036,1036,61,33,18
1037,1037,541,54,42
1038,1038,192,60,58
1039,1039,135,37,59
1040,1040,952,25,37
1041,1041,960,16,38
1042,1042,39,41,80
1043,1043,899,10,73
1044,1044,446,25,48
1045,1045,600,21,75
1046,1046,873,42,24
1047,1047,555,49,23
1048,1048,13,19,48
1049,1049,296,56,11
1050,1050,303,36,15
1051,1051,134,29,58
1052,1052,911,34,59
1053,1053,934,14,43
1054,1054,614,41,73
1055,1055,931,48,69
1056,1056,439,21,65
1057,1057,111,30,35
1058,1058,25,41,59
1059,1059,992,23,41
1060,1060,820,48,77
1061,1061,442,16,14
1062,1062,831,12,69
1063,1063,439,34,31
1064,1064,821,54,17
1065,1065,74,53,17
1066,1066,816,26,80
1067,1067,558,42,35
1068,1068,540,37,31
1069,1069,284,12,54
1070,1070,966,54,16
1071,1071,494,60,73
1072,1072,701,14,27
1073,1073,649,44,61
1074,1074,27,15,71
1075,1075,199,33,23
1076,1076,357,58,27
1077,1077,594,32,52
1078,1078,582,20,21
1079,1079,877,42,37
1080,1080,644,19,41
1081,1081,261,52,37
1082,1082,235,40,78
1083,1083,898,33,65
1084,1084,936,15,50
1085,1085,270,56,23
1086,1086,772,40,17
1087,1087,56,23,14
1088,1088,807,43,67
1089,1089,725,28,74
1090,1090,984,57,42
1091,1091,692,44,68
1092,1092,131,27,32
1093,1093,473,20,22
1094,1094,419,54,45
1095,1095,607,44,21
1096,1096,459,12,18
1097,1097,8,55,65
1098,1098,340,28,27
1099,1099,132,47,79
1100,1100,486,42,38
1101,1101,164,49,39
1102,1102,138,55,32
1103,1103,869,38,62
1104,1104,277,36,10
1105,1105,497,13,60
1106,1106,873,11,27
1107,1107,138,31,65
1108,1108,926,44,76
1109,1109,239,29,79
1110,1110,979,47,78
1111,1111,547,40,65
1112,1112,850,12,62
1113,1113,188,38,20
1114,1114,387,58,10
1115,1115,634,24,70
1116,1116,755,26,53
1117,1117,639,23,64
1118,1118,722,36,34
1119,1119,56,22,15
1120,1120,323,13,21
1121,1121,3,52,64
1122,1122,84,41,17
1123,1123,688,57,70
1124,1124,996,20,77
1125,1125,173,16,64
1126,1126,173,59,72
1127,1127,2,51,15
1128,1128,282,14,78
1129,1129,203,46,18
1130,1130,533,21,35
1131,1131,906,33,24
1132,1132,849,39,75
1133,1133,3,10,25
1134,1134,237,30,79
1135,1135,260,53,55
1136,1136,162,23,66
1137,1137,549,21,24
1138,1138,778,18,37
1139,1139,678,43,67
1140,1140,786,55,34
1141,1141,976,21,72
1142,1142,424,16,54
1143,1143,74,34,51
1144,1144,327,37,37
1145,1145,933,47,61
1146,1146,626,31,33
1147,1147,788,32,64
1148,1148,914,31,58
1149,1149,611,19,19
1150,1150,123,59,43
1151,1151,375,30,24
1152,1152,145,25,44
1153,1153,816,37,36
1154,1154,393,36,38
1155,1155,460,45,79
1156,1156,149,47,12
1157,1157,76,47,30
1158,1158,499,26,71
1159,1159,518,59,65
1160,1160,764,35,52
1161,1161,648,12,69
1162,1162,713,32,51
1163,1163,757,33,10
1164,1164,47,40,47
1165,1165,950,42,19
1166,1166,1000,60,63
1167,1167,147,25,24
1168,1168,325,12,73
1169,1169,695,10,27
1170,1170,400,48,80
1171,1171,904,27,77
1172,1172,522,50,18
1173,1173,123,54,75
1174,1174,339,42,45
1175,1175,367,20,14
1176,1176,323,60,45
1177,1177,31,32,30
1178,1178,789,16,24
1179,1179,215,36,24
1180,1180,517,20,13
1181,1181,213,41,75
1182,1182,785,46,56
1183,1183,627,29,77
1184,1184,498,55,30
1185,1185,141,48,27
1186,1186,469,53,10
1187,1187,553,50,74
1188,1188,610,48,57
1189,1189,179,42,47
1190,1190,566,15,17
1191,1191,290,51,73
1192,1192,500,60,33
1193,1193,620,43,21
1194,1194,357,56,72
1195,1195,928,23,67
1196,1196,529,46,47
1197,1197,523,60,71
1198,1198,602,13,64
1199,1199,693,38,46
1200,1200,642,37,58
1201,1201,806,22,77
1202,1202,923,29,33
1203,1203,809,22,22
1204,1204,794,11,29
1205,1205,582,49,33
1206,1206,737,42,36
1207,1207,975,47,29
1208,1208,546,50,69
1209,1209,873,24,51
1210,1210,678,13,71
1211,1211,843,37,16
1212,1212,412,50,68
1213,1213,158,12,32
1214,1214,538,14,21
1215,1215,832,28,35
1216,1216,368,16,39
1217,1217,167,20,45
1218,1218,555,59,70
1219,1219,7,22,40
1220,1220,234,12,77
1221,1221,703,34,42
1222,1222,906,56,67
1223,1223,884,33,14
1224,1224,230,11,14
1225,1225,368,18,12
1226,1226,162,56,32
1227,1227,800,24,78
1228,1228,595,34,21
1229,1229,211,24,52
1230,1230,633,24,54
1231,1231,898,58,39
1232,1232,508,35,31
1233,1233,528,41,49
1234,1234,579,47,74
1235,1235,854,57,40
1236,1236,618,48,41
1237,1237,888,19,28
1238,1238,349,34,59
1239,1239,720,39,47
1240,1240,613,23,63
1241,1241,703,34,47
1242,1242,950,42,29
1243,1243,43,56,66
1244,1244,465,16,38
1245,1245,494,43,17
1246,1246,495,10,43
1247,1247,459,12,62
1248,1248,779,49,68
1249,1249,184,40,52
1250,1250,434,38,66
1251,1251,177,32,44
1252,1252,764,56,40
1253,1253,776,49,53
1254,1254,500,29,22
1255,1255,436,53,75
1256,1256,567,17,33
1257,1257,964,59,49
1258,1258,756,45,39
1259,1259,128,43,34
1260,1260,712,24,52
1261,1261,688,21,42
1262,1262,330,53,12
1263,1263,191,23,39
1264,1264,229,57,56
1265,1265,980,21,31
1266,1266,362,16,34
1267,1267,48,49,55
1268,1268,450,27,41
1269,1269,513,60,58
1270,1270,413,13,26
1271,1271,201,32,48
1272,1272,531,12,46
1273,1273,20,59,49
1274,1274,202,39,40
1275,1275,940,23,13
1276,1276,563,27,58
1277,1277,894,21,50
1278,1278,152,50,58
1279,1279,948,27,37
1280,1280,541,60,55
1281,1281,947,49,44
1282,1282,369,27,39
1283,1283,335,54,56
1284,1284,986,51,47
1285,1285,775,33,42
1286,1286,914,26,49
1287,1287,644,21,46
1288,1288,339,23,54
1289,1289,139,42,77
1290,1290,709,35,16
1291,1291,542,54,46
1292,1292,715,47,67
1293,1293,717,30,20
1294,1294,189,29,69
1295,1295,228,50,29
1296,1296,950,26,75
1297,1297,683,45,59
1298,1298,859,41,37
1299,1299,575,31,47
1300,1300,478,38,36
1301,1301,644,10,38
1302,1302,383,40,61
1303,1303,230,24,63
1304,1304,287,24,60
1305,1305,394,40,32
1306,1306,416,55,67
1307,1307,760,60,55
1308,1308,625,44,13
1309,1309,203,18,10
1310,1310,718,56,32
1311,1311,654,53,24
1312,1312,98,25,71
1313,1313,791,27,35
1314,1314,92,22,14
1315,1315,901,25,80
1316,1316,865,25,10
1317,1317,550,16,30
1318,1318,257,49,78
1319,1319,886,26,35
1320,1320,370,10,11
1321,1321,516,30,72
1322,1322,701,18,24
1323,1323,17,56,80
1324,1324,993,54,10
1325,1325,429,59,58
1326,1326,23,25,41
1327,1327,676,57,47
1328,1328,226,31,24
