restaurant_id,name,city,rating
220,Restaurant 220,Denver,4.7
221,Restaurant 221,Atlanta,4.8
222,Restaurant 222,Seattle,4.3
223,Restaurant 223,Nashville,3.4
224,Restaurant 224,Atlanta,4.7
225,Restaurant 225,Nashville,4.3
226,Restaurant 226,Chicago,3.2
227,Restaurant 227,Nashville,3.2
228,Restaurant 228,Nashville,3.1
229,Restaurant 229,Chicago,4.1
230,Restaurant 230,Denver,4.3
231,Restaurant 231,Chicago,3.4
232,Restaurant 232,Denver,3.5
233,Restaurant 233,Denver,4.0
234,Restaurant 234,Seattle,4.1
235,Restaurant 235,Atlanta,3.5
236,Restaurant 236,Denver,3.5
237,Restaurant 237,Atlanta,3.9
238,Restaurant 238,Nashville,4.4
239,Restaurant 239,Chicago,3.4
240,Restaurant 240,Seattle,4.0
241,Restaurant 241,Nashville,3.9
242,Restaurant 242,Nashville,4.0
243,Restaurant 243,Seattle,4.4
244,Restaurant 244,Nashville,3.6
245,Restaurant 245,Nashville,4.8
246,Restaurant 246,Chicago,4.0
247,Restaurant 247,Chicago,3.2
248,Restaurant 248,Chicago,4.4
249,Restaurant 249,Nashville,4.7
250,Restaurant 250,Atlanta,4.9
251,Restaurant 251,Nashville,3.3
252,Restaurant 252,Denver,4.0
253,Restaurant 253,Seattle,3.4
254,Restaurant 254,Seattle,3.0
255,Restaurant 255,Atlanta,4.2
256,Restaurant 256,Chicago,3.1
257,Restaurant 257,Nashville,4.5
258,Restaurant 258,Atlanta,4.5
259,Restaurant 259,Chicago,4.4
260,Restaurant 260,Denver,4.4
261,Restaurant 261,Atlanta,4.7
262,Restaurant 262,Denver,4.0
263,Restaurant 263,Chicago,4.0
264,Restaurant 264,Seattle,4.0
265,Restaurant 265,Atlanta,4.6
266,Restaurant 266,Atlanta,4.4
267,Restaurant 267,Atlanta,3.5
268,Restaurant 268,Nashville,4.5
269,Restaurant 269,Chicago,4.2
270,Restaurant 270,Nashville,4.4
271,Restaurant 271,Chicago,3.8
272,Restaurant 272,Seattle,3.9
273,Restaurant 273,Nashville,3.9
274,Restaurant 274,Nashville,3.1
275,Restaurant 275,Atlanta,3.4
276,Restaurant 276,Seattle,4.6
277,Restaurant 277,Chicago,3.2
278,Restaurant 278,Atlanta,4.3
279,Restaurant 279,Atlanta,4.2
280,Restaurant 280,Nashville,3.5
281,Restaurant 281,Seattle,4.5
282,Restaurant 282,Atlanta,4.2
283,Restaurant 283,Nashville,4.4
284,Restaurant 284,Nashville,4.5
285,Restaurant 285,Chicago,4.2
286,Restaurant 286,Atlanta,4.8
287,Restaurant 287,Denver,4.9
288,Restaurant 288,Atlanta,4.0
289,Restaurant 289,Nashville,4.3
290,Restaurant 290,Denver,3.4
291,Restaurant 291,Seattle,4.3
292,Restaurant 292,Atlanta,4.2
293,Restaurant 293,Atlanta,3.0
294,Restaurant 294,Nashville,3.5
295,Restaurant 295,Denver,3.2
296,Restaurant 296,Denver,3.1
297,Restaurant 297,Denver,3.0
298,Restaurant 298,Nashville,4.8
299,Restaurant 299,Atlanta,4.0
300,Restaurant 300,Atlanta,3.6
301,Restaurant 301,Seattle,4.2
302,Restaurant 302,Chicago,4.2
303,Restaurant 303,Chicago,4.4
304,Restaurant 304,Atlanta,4.7
305,Restaurant 305,Seattle,4.8
306,Restaurant 306,Chicago,3.1
307,Restaurant 307,Seattle,3.7
308,Restaurant 308,Denver,3.9
309,Restaurant 309,Atlanta,4.7
310,Restaurant 310,Denver,3.3
311,Restaurant 311,Atlanta,4.1
312,Restaurant 312,Denver,3.4
313,Restaurant 313,Chicago,3.1
314,Restaurant 314,Seattle,3.0
315,Restaurant 315,Denver,4.3
316,Restaurant 316,Atlanta,4.8
317,Restaurant 317,Seattle,3.5
318,Restaurant 318,Seattle,3.5
319,Restaurant 319,Chicago,3.8
320,Restaurant 320,Seattle,3.1
321,Restaurant 321,Seattle,4.9
322,Restaurant 322,Nashville,3.1
323,Restaurant 323,Nashville,4.5
324,Restaurant 324,Denver,4.2
325,Restaurant 325,Seattle,3.4
326,Restaurant 326,Atlanta,3.7
327,Restaurant 327,Seattle,3.3
328,Restaurant 328,Chicago,4.8
329,Restaurant 329,Nashville,4.2
330,Restaurant 330,Atlanta,3.1
331,Restaurant 331,Chicago,3.3
332,Restaurant 332,Denver,3.5
333,Restaurant 333,Chicago,4.8
334,Restaurant 334,Atlanta,4.5
335,Restaurant 335,Seattle,4.1
336,Restaurant 336,Atlanta,3.6
337,Restaurant 337,Atlanta,4.7
338,Restaurant 338,Nashville,3.6
339,Restaurant 339,Atlanta,4.4
340,Restaurant 340,Chicago,4.7
341,Restaurant 341,Chicago,3.3
342,Restaurant 342,Denver,4.0
343,Restaurant 343,Nashville,3.7
344,Restaurant 344,Denver,4.0
345,Restaurant 345,Denver,3.6
346,Restaurant 346,Nashville,3.1
347,Restaurant 347,Seattle,4.0
348,Restaurant 348,Seattle,4.2
349,Restaurant 349,Seattle,3.2
350,Restaurant 350,Seattle,3.4
351,Restaurant 351,Atlanta,3.6
352,Restaurant 352,Nashville,3.7
353,Restaurant 353,Atlanta,4.5
354,Restaurant 354,Nashville,3.8
355,Restaurant 355,Nashville,3.8
356,Restaurant 356,Nashville,3.6
357,Restaurant 357,Seattle,3.8
358,Restaurant 358,Seattle,4.5
359,Restaurant 359,Atlanta,4.2
360,Restaurant 360,Nashville,3.1
361,Restaurant 361,Nashville,3.5
362,Restaurant 362,Nashville,4.5
363,Restaurant 363,Nashville,3.7
364,Restaurant 364,Atlanta,3.9
365,Restaurant 365,Seattle,3.6
366,Restaurant 366,Chicago,3.9
367,Restaurant 367,Denver,4.6
368,Restaurant 368,Nashville,3.7
369,Restaurant 369,Denver,3.9
370,Restaurant 370,Nashville,4.9
371,Restaurant 371,Chicago,4.0
372,Restaurant 372,Denver,4.7
373,Restaurant 373,Seattle,3.9
374,Restaurant 374,Chicago,4.4
375,Restaurant 375,Denver,3.1
376,Restaurant 376,Seattle,4.3
377,Restaurant 377,Denver,5.0
378,Restaurant 378,Chicago,4.0
379,Restaurant 379,Chicago,4.3
380,Restaurant 380,Chicago,4.4
381,Restaurant 381,Seattle,3.4
382,Restaurant 382,Nashville,3.1
383,Restaurant 383,Seattle,3.9
384,Restaurant 384,Denver,3.5
385,Restaurant 385,Seattle,4.8
386,Restaurant 386,Atlanta,4.8
387,Restaurant 387,Atlanta,4.7
388,Restaurant 388,Denver,3.6
389,Restaurant 389,Denver,3.2
390,Restaurant 390,Nashville,3.1
391,Restaurant 391,Denver,4.7
392,Restaurant 392,Denver,4.8
393,Restaurant 393,Denver,4.9
394,Restaurant 394,Denver,4.2
395,Restaurant 395,Seattle,3.6
396,Restaurant 396,Denver,4.6
397,Restaurant 397,Denver,4.5
398,Restaurant 398,Nashville,3.8
399,Restaurant 399,Chicago,3.6
400,Restaurant 400,Seattle,3.6
401,Restaurant 401,Nashville,4.4
402,Restaurant 402,Denver,3.3
403,Restaurant 403,Seattle,3.5
404,Restaurant 404,Chicago,3.8
405,Restaurant 405,Nashville,3.9
406,Restaurant 406,Chicago,4.0
407,Restaurant 407,Denver,4.4
408,Restaurant 408,Chicago,3.2
409,Restaurant 409,Seattle,4.2
410,Restaurant 410,Denver,3.8
411,Restaurant 411,Chicago,4.9
412,Restaurant 412,Seattle,4.6
413,Restaurant 413,Nashville,4.2
414,Restaurant 414,Denver,3.5
415,Restaurant 415,Nashville,4.4
416,Restaurant 416,Nashville,3.5
417,Restaurant 417,Atlanta,3.6
418,Restaurant 418,Nashville,4.4
419,Restaurant 419,Chicago,3.0
420,Restaurant 420,Nashville,4.7
421,Restaurant 421,Denver,3.6
422,Restaurant 422,Seattle,3.4
423,Restaurant 423,Atlanta,3.5
424,Restaurant 424,Denver,3.9
425,Restaurant 425,Chicago,4.7
426,Restaurant 426,Atlanta,3.1
427,Restaurant 427,Nashville,3.7
428,Restaurant 428,Atlanta,3.5
429,Restaurant 429,Denver,4.4
430,Restaurant 430,Chicago,4.4
431,Restaurant 431,Denver,3.6
432,Restaurant 432,Chicago,3.0
433,Restaurant 433,Seattle,4.3
434,Restaurant 434,Seattle,4.3
435,Restaurant 435,Seattle,4.1
436,Restaurant 436,Chicago,3.6
437,Restaurant 437,Seattle,4.5
438,Restaurant 438,Atlanta,4.5
439,Restaurant 439,Nashville,4.2
440,Restaurant 440,Seattle,3.5
441,Restaurant 441,Chicago,3.4
442,Restaurant 442,Denver,3.4
443,Restaurant 443,Denver,4.8
444,Restaurant 444,Seattle,4.3
445,Restaurant 445,Nashville,3.1
446,Restaurant 446,Seattle,4.7
447,Restaurant 447,Seattle,4.6
448,Restaurant 448,Seattle,4.6
449,Restaurant 449,Nashville,3.2
450,Restaurant 450,Atlanta,3.2
451,Restaurant 451,Atlanta,3.4
452,Restaurant 452,Denver,3.3
453,Restaurant 453,Nashville,4.3
454,Restaurant 454,Atlanta,4.3
455,Restaurant 455,Seattle,4.2
456,Restaurant 456,Nashville,4.7
457,Restaurant 457,Atlanta,4.6
458,Restaurant 458,Denver,3.5
459,Restaurant 459,Nashville,4.6
460,Restaurant 460,Atlanta,4.8
461,Restaurant 461,Denver,4.6
462,Restaurant 462,Nashville,3.7
463,Restaurant 463,Atlanta,3.8
464,Restaurant 464,Seattle,3.8
465,Restaurant 465,Denver,4.2
466,Restaurant 466,Denver,4.4
467,Restaurant 467,Chicago,3.2
468,Restaurant 468,Nashville,3.6
469,Restaurant 469,Chicago,3.3
470,Restaurant 470,Chicago,3.4
471,Restaurant 471,Seattle,3.8
472,Restaurant 472,Atlanta,3.9
473,Restaurant 473,Nashville,4.0
474,Restaurant 474,Chicago,4.2
475,Restaurant 475,Chicago,4.7
476,Restaurant 476,Seattle,4.0
477,Restaurant 477,Seattle,5.0
478,Restaurant 478,Chicago,3.7
479,Restaurant 479,Seattle,4.2
480,Restaurant 480,Chicago,4.8
481,Restaurant 481,Chicago,4.6
482,Restaurant 482,Seattle,3.0
483,Restaurant 483,Atlanta,3.9
484,Restaurant 484,Seattle,4.9
485,Restaurant 485,Chicago,4.2
486,Restaurant 486,Atlanta,3.7
487,Restaurant 487,Nashville,4.5
488,Restaurant 488,Nashville,3.4
489,Restaurant 489,Seattle,4.7
490,Restaurant 490,Denver,3.4
491,Restaurant 491,Atlanta,3.2
492,Restaurant 492,Denver,3.1
493,Restaurant 493,Nashville,3.7
494,Restaurant 494,Nashville,3.7
495,Restaurant 495,Seattle,4.6
496,Restaurant 496,Chicago,4.5
497,Restaurant 497,Seattle,3.9
498,Restaurant 498,Chicago,4.4
499,Restaurant 499,Chicago,4.5
500,Restaurant 500,Atlanta,4.3
501,Restaurant 501,Atlanta,4.9
502,Restaurant 502,Atlanta,3.0
503,Restaurant 503,Nashville,4.3
504,Restaurant 504,Nashville,4.5
505,Restaurant 505,Chicago,3.4
506,Restaurant 506,Chicago,3.5
507,Restaurant 507,Atlanta,3.6
508,Restaurant 508,Seattle,3.4
509,Restaurant 509,Chicago,4.8
510,Restaurant 510,Nashville,3.3
511,Restaurant 511,Denver,4.7
512,Restaurant 512,Atlanta,3.7
513,Restaurant 513,Chicago,3.6
514,Restaurant 514,Denver,4.3
515,Restaurant 515,Denver,3.5
516,Restaurant 516,Chicago,4.9
517,Restaurant 517,Denver,4.0
518,Restaurant 518,Atlanta,4.2
519,Restaurant 519,Nashville,3.3
520,Restaurant 520,Seattle,4.1
521,Restaurant 521,Nashville,3.5
522,Restaurant 522,Atlanta,3.3
523,Restaurant 523,Seattle,3.8
524,Restaurant 524,Atlanta,3.3
525,Restaurant 525,Denver,4.8
526,Restaurant 526,Denver,4.8
527,Restaurant 527,Denver,3.1
528,Restaurant 528,Atlanta,3.4
529,Restaurant 529,Denver,3.1
530,Restaurant 530,Chicago,4.6
531,Restaurant 531,Atlanta,4.7
532,Restaurant 532,Atlanta,4.8
533,Restaurant 533,Seattle,4.8
534,Restaurant 534,Seattle,4.9
535,Restaurant 535,Denver,4.5
536,Restaurant 536,Chicago,3.3
537,Restaurant 537,Nashville,4.9
538,Restaurant 538,Atlanta,5.0
539,Restaurant 539,Atlanta,3.2
540,Restaurant 540,Denver,3.8
541,Restaurant 541,Chicago,4.9
542,Restaurant 542,Seattle,3.3
543,Restaurant 543,Chicago,4.3
544,Restaurant 544,Atlanta,3.6
545,Restaurant 545,Atlanta,4.8
546,Restaurant 546,Seattle,4.3
547,Restaurant 547,Seattle,3.9
548,Restaurant 548,Denver,3.6
549,Restaurant 549,Chicago,3.7
550,Restaurant 550,Seattle,4.2
551,Restaurant 551,Denver,3.1
552,Restaurant 552,Nashville,3.1
553,Restaurant 553,Seattle,4.3
554,Restaurant 554,Denver,4.5
555,Restaurant 555,Atlanta,3.1
556,Restaurant 556,Seattle,3.9
557,Restaurant 557,Atlanta,4.7
558,Restaurant 558,Seattle,3.9
559,Restaurant 559,Chicago,3.6
560,Restaurant 560,Nashville,3.7
561,Restaurant 561,Nashville,3.3
562,Restaurant 562,Denver,4.8
563,Restaurant 563,Denver,4.3
564,Restaurant 564,Denver,3.4
565,Restaurant 565,Atlanta,4.8
566,Restaurant 566,Seattle,3.2
567,Restaurant 567,Nashville,4.1
568,Restaurant 568,Seattle,3.5
569,Restaurant 569,Chicago,4.5
570,Restaurant 570,Denver,3.2
571,Restaurant 571,Atlanta,4.5
572,Restaurant 572,Nashville,3.9
573,Restaurant 573,Nashville,4.2
574,Restaurant 574,Chicago,4.5
575,Restaurant 575,Denver,3.7
576,Restaurant 576,Nashville,3.9
577,Restaurant 577,Nashville,3.4
578,Restaurant 578,Seattle,4.0
579,Restaurant 579,Atlanta,3.8
580,Restaurant 580,Atlanta,4.1
581,Restaurant 581,Denver,4.0
582,Restaurant 582,Seattle,3.8
583,Restaurant 583,Seattle,3.7
584,Restaurant 584,Atlanta,4.9
585,Restaurant 585,Atlanta,4.9
586,Restaurant 586,Nashville,4.7
587,Restaurant 587,Atlanta,3.6
588,Restaurant 588,Chicago,4.1
589,Restaurant 589,Seattle,4.4
590,Restaurant 590,Denver,4.4
591,Restaurant 591,Seattle,4.0
592,Restaurant 592,Nashville,4.7
593,Restaurant 593,Nashville,4.0
594,Restaurant 594,Denver,4.6
595,Restaurant 595,Atlanta,3.2
596,Restaurant 596,Chicago,3.4
597,Restaurant 597,Nashville,4.5
598,Restaurant 598,Denver,5.0
599,Restaurant 599,Chicago,4.6
600,Restaurant 600,Atlanta,3.5
601,Restaurant 601,Seattle,4.9
602,Restaurant 602,Chicago,3.9
603,Restaurant 603,Atlanta,4.9
604,Restaurant 604,Chicago,3.9
605,Restaurant 605,Atlanta,3.5
606,Restaurant 606,Chicago,4.4
607,Restaurant 607,Seattle,3.6
608,Restaurant 608,Denver,3.9
609,Restaurant 609,Denver,4.2
610,Restaurant 610,Atlanta,4.7
611,Restaurant 611,Chicago,4.0
612,Restaurant 612,Denver,3.1
613,Restaurant 613,Chicago,3.6
614,Restaurant 614,Atlanta,3.5
615,Restaurant 615,Chicago,4.8
616,Restaurant 616,Seattle,4.3
617,Restaurant 617,Seattle,3.4
618,Restaurant 618,Nashville,4.7
619,Restaurant 619,Seattle,3.9
620,Restaurant 620,Atlanta,4.7
621,Restaurant 621,Denver,3.3
622,Restaurant 622,Denver,4.9
623,Restaurant 623,Chicago,4.2
624,Restaurant 624,Seattle,4.3
625,Restaurant 625,Seattle,3.9
626,Restaurant 626,Chicago,4.3
627,Restaurant 627,Chicago,4.0
628,Restaurant 628,Atlanta,4.1
629,Restaurant 629,Seattle,3.4
630,Restaurant 630,Seattle,3.8
631,Restaurant 631,Seattle,3.5
632,Restaurant 632,Seattle,3.3
633,Restaurant 633,Atlanta,4.7
634,Restaurant 634,Denver,5.0
635,Restaurant 635,Seattle,4.1
636,Restaurant 636,Denver,3.7
637,Restaurant 637,Nashville,4.9
638,Restaurant 638,Atlanta,3.1
639,Restaurant 639,Seattle,3.7
640,Restaurant 640,Denver,4.8
641,Restaurant 641,Nashville,3.0
642,Restaurant 642,Nashville,3.1
643,Restaurant 643,Seattle,3.1
644,Restaurant 644,Atlanta,3.7
645,Restaurant 645,Denver,4.2
646,Restaurant 646,Atlanta,3.4
647,Restaurant 647,Denver,3.3
648,Restaurant 648,Chicago,4.9
649,Restaurant 649,Seattle,4.4
650,Restaurant 650,Denver,3.3
651,Restaurant 651,Atlanta,3.4
652,Restaurant 652,Nashville,4.4
653,Restaurant 653,Atlanta,4.6
654,Restaurant 654,Chicago,3.9
655,Restaurant 655,Denver,4.4
656,Restaurant 656,Chicago,3.9
657,Restaurant 657,Seattle,3.3
658,Restaurant 658,Nashville,3.9
659,Restaurant 659,Denver,4.2
660,Restaurant 660,Nashville,3.8
661,Restaurant 661,Chicago,3.4
662,Restaurant 662,Seattle,3.9
663,Restaurant 663,Nashville,4.0
664,Restaurant 664,Atlanta,3.8
665,Restaurant 665,Seattle,4.6
666,Restaurant 666,Chicago,4.4
667,Restaurant 667,Chicago,4.3
668,Restaurant 668,Chicago,3.1
669,Restaurant 669,Chicago,4.2
670,Restaurant 670,Chicago,4.8
671,Restaurant 671,Atlanta,3.6
672,Restaurant 672,Atlanta,3.2
673,Restaurant 673,Denver,3.3
674,Restaurant 674,Chicago,3.2
675,Restaurant 675,Denver,3.9
676,Restaurant 676,Denver,4.6
677,Restaurant 677,Denver,3.7
678,Restaurant 678,Chicago,3.6
679,Restaurant 679,Chicago,3.0
680,Restaurant 680,Seattle,4.3
681,Restaurant 681,Seattle,3.9
682,Restaurant 682,Chicago,3.2
683,Restaurant 683,Nashville,3.6
684,Restaurant 684,Atlanta,3.4
685,Restaurant 685,Nashville,4.0
686,Restaurant 686,Atlanta,4.6
687,Restaurant 687,Seattle,4.3
688,Restaurant 688,Denver,4.9
689,Restaurant 689,Atlanta,4.2
690,Restaurant 690,Denver,3.1
691,Restaurant 691,Atlanta,4.3
692,Restaurant 692,Nashville,4.6
693,Restaurant 693,Denver,4.9
694,Restaurant 694,Chicago,4.3
695,Restaurant 695,Denver,4.4
696,Restaurant 696,Seattle,4.7
697,Restaurant 697,Atlanta,4.2
698,Restaurant 698,Chicago,4.9
699,Restaurant 699,Atlanta,3.1
700,Restaurant 700,Denver,4.3
701,Restaurant 701,Chicago,4.7
702,Restaurant 702,Seattle,4.7
703,Restaurant 703,Chicago,3.7
704,Restaurant 704,Denver,3.5
705,Restaurant 705,Denver,4.3
706,Restaurant 706,Chicago,3.1
707,Restaurant 707,Atlanta,3.3
708,Restaurant 708,Seattle,3.2
709,Restaurant 709,Nashville,4.0
710,Restaurant 710,Chicago,4.2
711,Restaurant 711,Denver,4.5
712,Restaurant 712,Chicago,4.3
713,Restaurant 713,Atlanta,4.5
714,Restaurant 714,Denver,4.0
715,Restaurant 715,Denver,4.1
716,Restaurant 716,Atlanta,3.1
717,Restaurant 717,Nashville,4.1
718,Restaurant 718,Seattle,4.7
719,Restaurant 719,Seattle,3.2
720,Restaurant 720,Atlanta,3.6
721,Restaurant 721,Atlanta,5.0
722,Restaurant 722,Chicago,4.8
723,Restaurant 723,Seattle,4.1
724,Restaurant 724,Seattle,5.0
725,Restaurant 725,Nashville,4.9
726,Restaurant 726,Denver,3.3
727,Restaurant 727,Seattle,4.3
728,Restaurant 728,Atlanta,3.5
729,Restaurant 729,Seattle,3.3
730,Restaurant 730,Nashville,3.4
731,Restaurant 731,Atlanta,3.3
732,Restaurant 732,Chicago,3.4
733,Restaurant 733,Seattle,3.9
734,Restaurant 734,Nashville,4.4
735,Restaurant 735,Seattle,3.7
