reading_id,device_id,sensor_type,value,timestamp
113,511,temperature,18.34,1705894280
114,502,motion,0,1705102022
115,717,motion,1,1706158988
116,442,motion,0,1705470390
117,890,motion,1,1704694085
118,514,temperature,17.18,1706068572
119,697,temperature,23.61,1705673727
120,593,motion,1,1706474376
121,668,motion,1,1704450567
122,135,motion,1,1705714758
123,45,motion,0,1704338785
124,796,humidity,78.47,1704388723
125,367,motion,1,1705224815
126,913,temperature,21.68,1704200792
127,833,humidity,50.53,1704262685
128,442,humidity,39.74,1706236446
129,401,motion,0,1705208722
130,933,temperature,28.65,1705227478
131,595,temperature,20.0,1705243714
132,352,motion,0,1705262408
133,591,motion,0,1705676296
134,480,motion,1,1704072359
135,260,humidity,68.0,1705469202
136,800,motion,1,1706348384
137,677,humidity,37.38,1704709025
138,45,motion,1,1706341204
139,617,motion,0,1705546549
140,640,temperature,26.51,1704940208
141,565,motion,0,1706615917
142,246,motion,0,1704740590
143,851,temperature,19.78,1705037523
144,75,humidity,47.1,1704324890
145,499,motion,1,1704723315
146,372,temperature,18.08,1705221865
147,934,humidity,30.8,1704596056
148,735,temperature,25.46,1704818246
149,745,temperature,17.37,1706562730
150,33,motion,0,1705158073
151,954,motion,1,1706133688
152,499,humidity,77.63,1704544170
153,947,temperature,18.71,1704632235
154,396,humidity,45.83,1705272566
155,452,humidity,71.08,1704953986
156,533,humidity,62.62,1706590084
157,177,temperature,18.63,1706229181
158,425,temperature,18.48,1704482378
159,547,temperature,15.14,1705485432
160,242,temperature,22.08,1704650738
161,299,temperature,20.02,1704956473
162,127,humidity,72.56,1705925381
163,912,humidity,78.32,1706368492
164,893,motion,1,1706420365
165,19,temperature,22.83,1704192426
166,525,motion,1,1705293296
167,207,humidity,77.83,1705378641
168,336,temperature,28.78,1706402847
169,350,temperature,29.47,1705207527
170,301,temperature,25.67,1704249566
171,292,temperature,19.74,1705564930
172,666,temperature,21.87,1704660328
173,31,humidity,42.42,1705515939
174,408,temperature,27.13,1704835990
175,471,humidity,39.9,1704256574
176,429,humidity,37.56,1705864045
177,995,motion,1,1704840946
178,787,humidity,30.56,1704572862
179,468,motion,0,1704509659
180,976,temperature,26.03,1704182263
181,708,temperature,24.6,1705794784
182,82,temperature,18.87,1705487768
183,678,humidity,32.91,1706619687
184,442,motion,1,1704859513
185,294,humidity,24.49,1705069358
186,141,temperature,15.26,1705355919
187,75,temperature,15.68,1704876824
188,680,humidity,75.07,1705200076
189,530,motion,1,1706304363
190,742,humidity,44.75,1705039992
191,360,temperature,28.38,1705380599
192,391,temperature,24.98,1705537756
193,39,humidity,65.73,1706391372
194,663,humidity,42.37,1706413276
195,674,motion,0,1705374379
196,94,humidity,22.17,1704185089
197,955,temperature,27.92,1704528085
198,117,humidity,24.12,1704629383
199,131,humidity,47.21,1704510954
200,730,humidity,32.98,1705514332
201,71,humidity,24.5,1704314971
202,94,humidity,42.95,1705725763
203,829,motion,1,1706076228
204,927,motion,0,1704880996
205,187,motion,0,1705021520
206,754,temperature,21.3,1704878404
207,604,temperature,22.43,1705607307
208,215,temperature,26.4,1705492101
209,169,humidity,31.55,1705890053
210,970,temperature,28.74,1706345118
211,267,temperature,26.88,1705756816
212,479,motion,1,1706297477
213,897,humidity,56.07,1706377772
214,678,temperature,21.89,1704801241
215,634,motion,1,1705105656
216,563,temperature,19.23,1704257320
217,467,temperature,16.97,1705551162
218,569,temperature,21.08,1704917128
219,824,motion,1,1704885407
220,904,humidity,48.77,1705616419
221,304,humidity,61.12,1704557762
222,945,temperature,25.36,1705066231
223,823,motion,0,1705582330
224,445,motion,0,1706363032
225,570,humidity,68.17,1704558574
226,448,humidity,75.93,1704413622
227,860,temperature,16.12,1706514859
228,526,motion,0,1704924822
229,597,motion,0,1704244993
230,805,humidity,45.31,1705515138
231,137,humidity,59.56,1705037513
232,837,humidity,38.93,1706246939
233,41,temperature,19.4,1706415034
234,327,motion,1,1704120138
235,84,motion,0,1706426248
236,969,humidity,37.01,1704098676
237,627,motion,1,1705039159
238,367,motion,0,1706418437
239,32,temperature,20.75,1706170703
240,150,humidity,74.77,1706174677
241,449,temperature,19.12,1705037140
242,81,temperature,23.6,1706448748
243,413,humidity,25.39,1705965635
244,223,motion,1,1705674763
245,696,motion,0,1705857833
246,402,motion,1,1705998540
247,625,humidity,56.85,1705337857
248,288,humidity,22.8,1706309670
249,6,motion,1,1706205791
250,761,humidity,40.52,1705537493
251,403,humidity,52.6,1705055475
252,799,motion,1,1705092742
253,595,humidity,54.76,1706091735
254,870,motion,0,1704871649
255,940,motion,1,1705847224
256,257,motion,1,1705127330
257,888,humidity,76.92,1706555891
258,871,humidity,28.83,1705252510
259,807,humidity,50.69,1705196960
260,734,motion,0,1705177433
261,640,motion,0,1706608300
262,254,humidity,26.37,1706491939
263,299,temperature,19.21,1706395624
264,845,humidity,54.43,1704115850
265,649,temperature,21.01,1704813630
266,608,humidity,73.28,1705863475
267,467,motion,0,1705777339
268,635,motion,1,1705718360
269,190,temperature,15.57,1706116075
270,318,motion,0,1706611402
271,192,motion,1,1705001446
272,649,motion,1,1704536277
273,451,humidity,64.82,1705311449
274,324,motion,0,1705852989
275,45,temperature,19.94,1706239683
276,549,temperature,21.46,1704816641
277,881,temperature,18.37,1704959524
278,741,motion,1,1705422018
279,919,motion,1,1705386931
280,985,motion,1,1705473448
281,585,humidity,43.25,1704907479
282,620,motion,0,1706012532
283,418,humidity,55.29,1705949171
284,664,temperature,23.12,1706092875
285,5,temperature,21.21,1704592520
286,541,temperature,24.69,1706334865
287,399,humidity,29.92,1705462269
288,814,temperature,26.76,1705924251
289,404,motion,1,1705278447
290,776,humidity,42.18,1705399295
291,424,motion,1,1705382558
292,132,humidity,36.99,1704534988
293,374,motion,1,1705818407
294,924,humidity,24.13,1704545650
295,465,motion,0,1705432219
296,938,humidity,39.12,1705417606
297,578,temperature,24.08,1705120896
298,957,temperature,25.4,1706117540
299,248,temperature,29.25,1706043548
300,154,temperature,19.38,1705798272
301,434,temperature,17.23,1706155917
302,760,motion,1,1704420336
303,393,temperature,25.95,1706327348
304,898,motion,0,1705665578
305,117,motion,0,1704202985
306,28,motion,0,1705105926
307,846,temperature,21.43,1706127778
308,929,motion,1,1706230065
309,375,humidity,32.88,1705141971
310,385,temperature,26.17,1706236885
311,419,temperature,23.21,1704185808
312,647,temperature,25.5,1705564225
313,92,motion,0,1705494668
314,533,motion,1,1706093662
315,291,temperature,15.87,1704962890
316,553,humidity,64.2,1705820985
317,495,temperature,28.02,1705313420
318,650,motion,1,1704180096
319,657,temperature,24.58,1706609748
320,171,humidity,37.11,1706285069
321,440,humidity,54.76,1705907297
322,946,motion,0,1705549982
323,742,motion,0,1704067594
324,47,motion,1,1705016230
325,787,temperature,24.07,1704196735
326,554,humidity,40.42,1705032555
327,540,humidity,66.22,1705343468
328,300,motion,0,1706610158
329,971,humidity,55.49,1704907519
330,522,humidity,57.38,1706530417
331,191,humidity,54.84,1706049970
332,695,motion,1,1706394064
333,628,humidity,47.04,1705326751
334,79,temperature,19.13,1706407330
335,380,temperature,28.55,1704722757
336,642,temperature,20.68,1704412665
337,312,temperature,21.68,1705437239
338,258,temperature,23.74,1705849944
339,98,motion,1,1705745192
340,182,humidity,64.97,1705745344
341,184,motion,1,1704495176
342,135,temperature,23.07,1705897927
343,686,temperature,19.83,1705199573
344,316,temperature,28.96,1705900382
345,852,temperature,16.08,1704712959
346,28,humidity,44.84,1706001210
347,904,humidity,59.38,1706460429
348,315,humidity,40.31,1704636501
349,835,motion,0,1705415320
350,335,motion,0,1706510386
351,626,temperature,16.12,1704152576
352,677,humidity,57.82,1704412998
353,647,motion,0,1705167953
354,177,humidity,58.77,1704109077
355,714,motion,0,1704105427
356,124,motion,1,1705752343
357,659,temperature,24.97,1704960571
358,896,motion,1,1704477981
359,156,humidity,48.35,1705093059
360,922,humidity,64.31,1704809277
361,396,humidity,28.56,1704764014
362,196,humidity,53.06,1704210467
363,446,motion,0,1705504319
364,333,humidity,51.0,1705142601
365,685,motion,0,1705867227
366,387,motion,1,1705737616
367,769,humidity,63.05,1706395055
368,920,temperature,15.5,1704138893
369,242,motion,0,1706487845
370,277,humidity,31.8,1704832064
371,661,humidity,49.32,1705726519
372,494,temperature,25.51,1704626534
373,801,humidity,57.51,1705659025
374,184,humidity,68.26,1706387825
375,364,humidity,47.28,1705505755
376,603,motion,1,1705593804
377,915,temperature,17.89,1706220076
378,678,motion,1,1705203240
379,785,humidity,56.05,1705896795
380,201,humidity,67.48,1704276753
381,695,temperature,17.18,1705683634
382,441,humidity,46.79,1705014098
383,499,temperature,23.14,1705081410
384,599,motion,0,1705083303
385,903,temperature,24.63,1704209197
386,4,temperature,20.7,1706470337
387,626,temperature,29.7,1704712509
388,373,motion,0,1704562893
389,792,motion,0,1705338241
390,545,temperature,17.61,1705341696
391,703,motion,0,1706255365
392,25,motion,1,1704663899
393,201,temperature,23.99,1704806943
394,911,motion,1,1704305791
395,87,humidity,64.54,1704410024
396,588,motion,0,1706199839
397,286,humidity,47.17,1704356097
398,786,motion,1,1704632145
399,218,humidity,59.89,1705080009
400,561,motion,1,1705256172
401,805,motion,1,1705527246
402,515,motion,1,1705573973
403,511,humidity,50.4,1706302693
404,96,motion,1,1706096604
405,814,temperature,22.27,1704479612
406,792,motion,1,1705614151
407,405,humidity,21.26,1705514468
408,485,humidity,61.21,1705103800
409,662,humidity,77.27,1706251243
410,321,temperature,25.2,1705405927
411,349,temperature,25.24,1706498422
412,441,humidity,43.48,1705634824
413,815,humidity,27.94,1706052667
414,621,motion,0,1706087541
415,319,motion,1,1704336896
416,618,humidity,77.33,1705423109
417,182,temperature,18.54,1704247244
418,68,humidity,27.04,1705617226
419,264,humidity,63.37,1706141613
420,45,temperature,23.73,1704195917
421,106,motion,0,1704638747
422,756,motion,0,1705157407
423,625,temperature,20.81,1705877552
424,310,humidity,75.58,1706518947
425,208,temperature,29.83,1704850132
426,409,motion,1,1706115407
427,228,temperature,29.75,1705341196
428,964,temperature,25.75,1706417133
429,301,motion,0,1706621383
430,486,motion,1,1704862955
431,470,temperature,28.63,1704527283
432,680,temperature,24.15,1704568874
433,847,temperature,16.62,1705335627
434,559,motion,0,1704688791
435,557,humidity,74.47,1706216412
436,652,motion,1,1706050163
437,615,humidity,67.01,1705556092
438,655,motion,1,1705704661
439,605,motion,0,1705130560
440,813,motion,1,1705783752
441,615,temperature,22.27,1705772867
442,409,motion,0,1705861124
443,382,temperature,22.8,1706002678
444,483,humidity,70.7,1705427083
445,477,motion,1,1704480366
446,77,temperature,22.9,1704647796
447,781,temperature,18.83,1706469348
448,440,humidity,59.4,1704375916
449,95,humidity,23.38,1705878890
450,604,motion,0,1704953371
451,139,temperature,27.25,1706450180
452,133,temperature,29.27,1705851008
453,939,temperature,25.7,1705264838
454,498,temperature,23.47,1706233522
455,635,motion,1,1705874656
456,658,motion,0,1704126854
457,395,temperature,25.37,1704149011
458,815,temperature,25.86,1704195880
459,231,motion,0,1706188279
460,538,humidity,26.15,1704594768
461,880,temperature,29.88,1704177470
462,951,motion,0,1704264933
463,968,motion,1,1705158496
464,49,motion,0,1704473243
465,744,temperature,29.13,1705821258
466,494,motion,0,1704353512
467,363,motion,0,1704507370
468,407,motion,0,1705394022
469,829,motion,0,1705652024
470,142,temperature,27.13,1704224810
471,677,motion,1,1704674109
472,402,temperature,19.77,1704710331
473,604,motion,1,1704752298
474,574,motion,1,1705183058
475,534,humidity,23.89,1704205403
476,774,temperature,29.36,1704070156
477,927,temperature,22.56,1704968445
478,787,temperature,28.8,1705793620
479,905,motion,1,1705539603
480,308,motion,1,1704231206
481,771,motion,1,1704956781
482,411,temperature,19.72,1705329012
483,955,motion,1,1706540513
484,173,temperature,19.34,1706558647
485,361,temperature,28.26,1704282282
486,181,humidity,27.85,1705872148
487,519,humidity,21.75,1706502612
488,121,motion,1,1706227570
489,450,motion,0,1704379423
490,629,motion,1,1704285796
491,325,motion,1,1706487438
492,687,humidity,29.47,1706347028
493,309,humidity,33.25,1706554295
494,660,motion,1,1705281718
495,855,humidity,39.66,1706433982
496,290,temperature,28.56,1706281382
497,43,humidity,36.65,1705458969
498,30,motion,0,1704908705
499,517,humidity,73.16,1706348788
500,235,motion,0,1705613964
501,738,humidity,24.11,1705803959
502,665,motion,1,1705939218
503,966,humidity,26.6,1705538572
504,695,temperature,20.55,1705161471
505,86,temperature,23.51,1704715973
506,551,temperature,23.86,1705794864
507,780,temperature,16.05,1705349605
508,297,humidity,56.85,1704789916
509,651,temperature,24.79,1706172206
510,230,motion,0,1704740259
511,233,motion,0,1705244151
512,846,humidity,46.63,1706017194
513,177,humidity,30.01,1706116804
514,969,temperature,23.21,1704444704
515,453,temperature,22.93,1706314727
516,876,motion,1,1706352980
517,346,humidity,75.94,1706090236
518,608,humidity,33.15,1704524472
519,767,humidity,60.83,1706313083
520,674,humidity,55.75,1704749946
521,352,motion,1,1705203357
522,580,motion,0,1704325384
523,525,temperature,29.34,1704331359
524,990,humidity,67.08,1704324829
525,193,temperature,24.93,1706212638
526,496,motion,1,1704439067
527,848,temperature,26.17,1706572274
528,858,temperature,23.25,1705262117
529,209,humidity,65.28,1705125015
530,38,humidity,58.75,1705741891
531,773,motion,0,1705430101
532,81,temperature,21.29,1704092267
533,103,humidity,55.88,1704288264
534,482,motion,1,1705045998
535,342,motion,1,1705615420
536,446,motion,0,1706577876
537,125,humidity,59.22,1704439806
538,655,motion,0,1706592920
539,431,motion,0,1704177011
540,192,temperature,19.44,1705037814
541,496,motion,0,1704117168
542,839,motion,1,1705526563
543,374,humidity,74.1,1705827152
544,250,motion,0,1704795347
545,693,temperature,28.83,1706399343
546,337,humidity,34.08,1705577759
547,51,motion,1,1705621756
548,832,temperature,18.24,1706253309
549,767,humidity,23.68,1704569352
550,659,temperature,21.13,1704834199
551,797,motion,0,1705893858
552,791,motion,1,1704776202
553,318,humidity,34.36,1704625259
554,661,temperature,29.82,1705042327
555,370,temperature,15.64,1704172603
556,770,motion,1,1706237725
557,497,motion,0,1704078189
558,835,humidity,36.32,1704388486
559,768,temperature,17.47,1706645705
560,435,motion,0,1705657769
561,460,temperature,26.92,1704364253
562,680,temperature,28.55,1705187392
563,826,motion,1,1706006004
564,410,motion,1,1705725618
565,47,motion,1,1705609369
566,907,temperature,25.14,1705583227
567,369,humidity,65.83,1704682899
568,766,motion,1,1706266719
569,168,temperature,20.38,1705732268
570,492,humidity,60.61,1706089377
571,73,motion,0,1706100115
572,219,motion,0,1705178030
573,300,humidity,36.39,1705207427
574,229,motion,1,1705024775
575,980,motion,1,1706657863
576,765,humidity,21.36,1706557217
577,188,temperature,22.78,1705830526
578,172,temperature,20.73,1705749940
579,5,temperature,19.92,1705199726
580,207,motion,0,1705127911
581,307,humidity,74.98,1705248171
582,875,humidity,63.25,1704433749
583,656,motion,0,1704908671
584,890,humidity,66.95,1705404407
585,581,temperature,18.95,1706100052
586,10,motion,1,1705900231
587,315,temperature,18.74,1706361211
588,39,temperature,17.3,1705320475
589,54,humidity,62.42,1704324641
590,195,humidity,56.31,1704529060
591,114,motion,0,1706080378
592,230,motion,0,1704287347
593,640,humidity,46.45,1706373672
594,342,humidity,41.53,1705096275
595,564,temperature,21.61,1704225756
596,542,temperature,28.31,1704823151
597,100,humidity,34.41,1705710118
598,326,humidity,48.59,1704544446
599,546,motion,0,1705545051
600,327,motion,0,1706560763
601,682,humidity,48.79,1706200168
602,766,temperature,29.63,1705335827
603,369,humidity,73.62,1704136587
604,330,humidity,37.94,1704828057
605,980,motion,0,1704774352
606,176,humidity,74.14,1705188674
607,587,humidity,45.75,1704805141
608,925,temperature,24.17,1705030729
609,654,humidity,36.55,1704650687
610,368,temperature,25.56,1706052530
611,915,motion,1,1704074396
612,659,temperature,26.42,1704295311
613,680,motion,0,1704338919
614,950,motion,0,1706526768
615,976,temperature,16.08,1705485530
616,861,humidity,56.66,1704470071
617,60,temperature,28.24,1705796662
618,120,motion,0,1704689742
619,127,motion,0,1704873557
620,950,temperature,16.95,1704210370
621,624,temperature,24.92,1706360654
622,297,humidity,62.83,1706537022
623,734,motion,1,1705578213
624,897,humidity,37.77,1706406740
625,80,humidity,42.81,1705671168
626,306,motion,0,1706306215
627,626,motion,0,1706043000
628,456,humidity,32.29,1705190072
629,657,humidity,23.61,1706465262
630,306,humidity,34.17,1705774025
631,586,motion,0,1704199121
632,347,motion,0,1705173565
633,624,motion,0,1705273827
634,878,motion,0,1704292615
635,301,motion,1,1706444522
636,323,temperature,21.64,1704754888
637,375,humidity,52.0,1705759973
638,390,motion,1,1704711125
639,15,motion,0,1705460754
640,773,humidity,23.63,1704529290
641,312,humidity,59.37,1706299865
642,363,humidity,52.76,1704326766
643,859,motion,1,1704158054
644,51,motion,0,1706328197
645,183,temperature,24.19,1705957240
646,469,humidity,65.07,1705790337
647,626,humidity,38.72,1705022286
648,458,humidity,30.61,1704512029
649,478,humidity,46.48,1705941167
650,906,humidity,26.27,1705792288
651,490,motion,0,1706341451
652,661,motion,0,1704452147
653,904,motion,1,1705159841
654,625,temperature,25.52,1705985018
655,173,temperature,27.7,1705640673
656,402,motion,0,1705678531
657,525,humidity,44.23,1705552146
658,751,temperature,16.33,1706080025
659,284,temperature,21.71,1704885167
660,801,temperature,19.72,1706176897
661,530,temperature,25.78,1704413573
662,404,humidity,47.54,1705178803
663,782,motion,1,1704913451
664,107,motion,0,1704569117
665,778,temperature,17.69,1706056752
666,820,temperature,19.55,1706063184
667,529,humidity,67.58,1706299308
668,591,humidity,33.15,1704227861
669,647,motion,1,1704577542
670,589,humidity,58.61,1706025288
671,460,temperature,17.71,1704870747
672,525,humidity,23.85,1704704168
673,165,humidity,34.42,1706115247
674,399,motion,1,1704703305
675,903,temperature,28.48,1705117528
676,526,humidity,64.74,1704309119
677,583,motion,1,1705114357
678,929,temperature,23.59,1705047548
679,59,humidity,54.94,1704596930
680,489,humidity,34.28,1705435588
681,892,temperature,22.35,1706171026
682,580,humidity,59.05,1704904823
683,522,motion,1,1705060544
684,409,humidity,77.35,1704329429
685,548,temperature,28.18,1704979053
686,319,humidity,40.03,1704974028
687,92,humidity,74.17,1705718317
688,399,motion,1,1705158582
689,215,humidity,67.49,1704959882
690,864,temperature,20.06,1704809674
691,3,humidity,33.6,1706095326
692,383,motion,0,1705004578
693,224,motion,1,1704447486
694,69,motion,1,1704147173
695,308,temperature,24.02,1705981383
696,946,motion,1,1705605416
697,818,humidity,64.25,1704380919
698,17,motion,0,1704137857
699,517,motion,0,1706095070
700,251,motion,0,1704766856
701,657,humidity,51.48,1705015616
702,609,temperature,25.88,1706553624
703,206,temperature,22.84,1705716978
704,820,motion,1,1705774045
705,759,temperature,26.09,1705830860
706,405,motion,0,1704387840
707,176,humidity,52.96,1704705154
708,924,temperature,20.18,1704091623
709,737,temperature,25.01,1704752309
710,103,humidity,24.67,1706246150
711,341,motion,0,1705261910
712,259,motion,1,1705265428
713,434,temperature,22.99,1706522967
714,830,humidity,53.78,1704404147
715,818,temperature,19.74,1706173423
716,815,temperature,20.01,1706285815
717,44,temperature,20.16,1704433526
718,439,humidity,59.62,1704843187
719,40,temperature,20.33,1705404039
720,356,motion,0,1705535333
721,873,motion,0,1704096978
722,159,motion,1,1704567112
723,323,humidity,35.93,1704100503
724,967,motion,0,1705577015
725,578,humidity,57.97,1704650919
726,304,motion,1,1705360708
727,91,temperature,29.19,1705396784
728,427,humidity,73.33,1705545039
729,85,humidity,56.59,1704860037
730,950,motion,1,1705942155
731,3,humidity,44.12,1705242387
732,272,motion,1,1705847180
733,750,motion,1,1704424986
734,616,humidity,65.73,1705979792
735,837,temperature,21.16,1706034074
736,227,motion,0,1706240035
737,937,temperature,17.39,1705145978
738,292,humidity,35.94,1704663119
739,661,humidity,41.05,1704158547
740,904,humidity,73.23,1705029199
741,411,humidity,26.32,1704629546
742,217,temperature,21.49,1705979173
743,825,motion,0,1704869991
744,629,temperature,21.03,1704689127
745,38,humidity,57.58,1706285711
746,723,humidity,20.79,1706478660
747,218,temperature,24.32,1705167511
748,285,humidity,50.9,1705780931
749,682,motion,1,1705802048
750,317,motion,0,1705394839
751,181,humidity,52.07,1706044901
752,915,humidity,50.8,1705445537
753,617,motion,1,1704089361
754,910,motion,0,1705569657
755,742,humidity,64.21,1704360550
756,534,temperature,17.28,1704471114
757,867,motion,0,1705182913
758,694,temperature,20.22,1705968019
759,515,temperature,17.54,1705122365
760,242,motion,1,1705692645
761,374,motion,0,1705178283
762,377,temperature,25.79,1706581856
763,339,motion,1,1704527172
764,458,temperature,15.05,1704290432
765,222,temperature,15.79,1704921412
766,953,motion,1,1706536733
767,863,motion,1,1704933380
768,972,temperature,25.78,1704318215
769,517,humidity,69.69,1704180778
770,183,temperature,20.1,1706441444
771,347,humidity,24.34,1705235598
772,465,humidity,33.96,1706001348
773,942,humidity,39.44,1704833360
774,70,temperature,29.24,1706087704
775,530,humidity,35.94,1705207299
776,610,humidity,68.72,1704299707
777,531,temperature,26.84,1704711234
778,603,temperature,20.34,1706561256
779,714,humidity,58.28,1704157182
780,464,temperature,26.46,1705785729
781,166,motion,1,1706315509
782,799,temperature,22.51,1705166656
783,518,motion,0,1704932463
784,225,humidity,74.62,1705042350
785,59,temperature,15.63,1706224140
786,409,humidity,74.03,1704583308
787,258,motion,0,1705329395
788,206,temperature,15.48,1705211020
789,720,temperature,15.18,1705112015
790,44,temperature,24.7,1705652353
791,204,motion,1,1704331892
792,95,temperature,24.33,1704975975
793,163,motion,1,1704429637
794,841,motion,0,1705446898
795,808,motion,0,1706105978
796,979,temperature,24.79,1705854891
797,82,motion,0,1704650342
798,148,motion,1,1706367633
799,507,temperature,28.55,1704486074
800,105,temperature,27.78,1705960722
801,788,humidity,63.43,1705806189
802,392,temperature,23.17,1705967985
803,449,humidity,52.79,1706578926
804,218,motion,1,1706331641
805,411,temperature,28.08,1705479542
806,823,temperature,21.33,1704282813
807,801,humidity,37.59,1705166732
808,293,motion,1,1706652310
809,986,motion,0,1706000842
810,886,motion,0,1705962850
811,655,humidity,57.84,1704865561
812,379,motion,1,1705030016
813,105,humidity,40.42,1706596062
814,8,humidity,76.74,1704365390
815,237,humidity,62.22,1706383354
816,620,motion,1,1704736645
817,959,temperature,17.59,1705467501
818,290,humidity,21.93,1705406336
819,551,humidity,63.19,1706339759
820,67,temperature,16.64,1704267330
821,33,motion,0,1705804015
822,553,temperature,21.23,1705415480
823,190,temperature,22.21,1705882021
824,363,humidity,49.07,1705547517
825,618,humidity,47.23,1706199172
826,976,temperature,23.21,1705143167
827,950,temperature,15.65,1706497421
828,399,temperature,22.77,1706651145
829,612,temperature,27.29,1705311177
830,480,temperature,24.14,1705877422
831,4,temperature,28.78,1704311737
832,300,temperature,23.05,1704890973
833,999,temperature,19.56,1705769264
834,367,humidity,25.91,1706658784
835,794,humidity,64.1,1706010301
836,459,humidity,23.51,1705701503
837,175,motion,0,1706469397
838,727,motion,1,1704397463
839,618,motion,0,1705898489
840,345,humidity,64.58,1705694181
841,869,motion,0,1705111057
842,882,temperature,20.25,1706505872
843,450,temperature,22.67,1704135977
844,760,temperature,21.62,1706116890
845,359,motion,0,1704558491
846,819,temperature,23.24,1705303854
847,570,humidity,72.63,1705539007
848,437,motion,1,1706256115
849,399,temperature,18.88,1706416561
850,436,humidity,67.69,1704618547
851,530,temperature,26.94,1705125075
852,880,humidity,54.87,1706072361
853,384,motion,0,1704842816
854,239,humidity,78.88,1705643797
855,851,motion,1,1704298410
856,277,temperature,25.37,1705519022
857,299,humidity,27.26,1706619155
858,900,humidity,63.73,1704791310
859,731,temperature,15.56,1705729448
860,376,temperature,27.48,1704770712
861,413,humidity,58.96,1705354215
862,586,humidity,58.56,1705352910
863,9,humidity,71.11,1704752877
864,377,temperature,18.7,1704306024
865,251,humidity,34.51,1705871095
866,973,motion,1,1704240119
867,170,temperature,18.83,1706227082
868,366,temperature,26.94,1704151926
869,697,motion,1,1704115267
870,990,temperature,18.7,1704203110
871,489,temperature,23.02,1706618643
872,941,temperature,18.51,1706182773
873,654,humidity,63.27,1706533066
874,60,humidity,29.75,1704099062
