order_id,customer_id,restaurant_id,status,created_at
149,61,1,ACCEPTED,1706140427
150,160,9,ACCEPTED,1704093923
151,166,32,DELIVERED,1704298350
152,91,10,CANCELLED,1704390850
153,86,23,DELIVERING,1705238876
154,59,32,DELIVERED,1704100324
155,5,23,ACCEPTED,1706064225
156,191,6,DELIVERING,1706379416
157,61,12,DELIVERED,1704426110
158,18,28,DELIVERED,1704803025
159,114,49,PLACED,1704304041
160,5,31,ACCEPTED,1705057714
161,19,38,CANCELLED,1704507862
162,56,4,CANCELLED,1705617186
163,34,23,DELIVERED,1704350847
164,3,49,CANCELLED,1704441493
165,38,2,ACCEPTED,1706136101
166,103,3,DELIVERING,1704693299
167,111,42,ACCEPTED,1705425421
168,104,3,DELIVERED,1705433092
169,188,14,DELIVERING,1705670196
170,18,19,CANCELLED,1705610869
171,120,48,PLACED,1705401571
172,97,50,DELIVERED,1705689714
173,120,16,CANCELLED,1704124084
174,46,8,DELIVERED,1704196117
175,17,48,CANCELLED,1705672008
176,174,44,PLACED,1706277548
177,166,18,PLACED,1705695885
178,109,40,CANCELLED,1705441923
179,197,24,ACCEPTED,1705519367
180,160,21,DELIVERING,1705341642
181,107,14,PLACED,1704365139
182,9,31,PLACED,1704697059
183,34,37,DELIVERED,1704553474
184,82,40,ACCEPTED,1705512020
185,58,1,DELIVERING,1706275284
186,108,37,CANCELLED,1705410682
187,55,14,DELIVERING,1705694573
188,30,9,CANCELLED,1705553110
189,64,21,DELIVERING,1704311035
190,86,50,PLACED,1706116275
191,192,21,DELIVERED,1705318432
192,74,21,DELIVERED,1705035003
193,52,10,DELIVERED,1704240254
194,49,38,DELIVERING,1706428468
195,178,2,PLACED,1704407426
196,196,31,DELIVERING,1705117570
197,190,33,DELIVERING,1704345987
198,33,39,DELIVERING,1705333307
199,35,5,CANCELLED,1706406598
200,27,11,DELIVERED,1705527924
201,31,23,CANCELLED,1706065839
202,138,18,DELIVERED,1704255303
203,175,35,PLACED,1705925926
204,92,18,PLACED,1705490048
205,199,5,DELIVERING,1704545238
206,122,34,DELIVERED,1705283015
207,143,16,DELIVERING,1705813662
208,187,33,CANCELLED,1705830934
209,126,6,DELIVERED,1705136355
210,93,34,ACCEPTED,1705594366
211,168,14,CANCELLED,1705657788
212,169,31,DELIVERING,1706463485
213,189,37,ACCEPTED,1705282476
214,136,43,ACCEPTED,1705324151
215,136,6,ACCEPTED,1706195488
216,54,3,ACCEPTED,1706615107
217,6,3,DELIVERED,1706248012
218,168,10,DELIVERING,1705934443
219,107,29,ACCEPTED,1706253009
220,66,43,DELIVERED,1706039330
221,120,30,DELIVERING,1705098935
222,28,1,ACCEPTED,1705837400
223,167,8,ACCEPTED,1706548787
224,147,27,CANCELLED,1704737832
225,156,9,CANCELLED,1706531582
226,8,3,DELIVERING,1704136442
227,122,7,ACCEPTED,1705376960
228,137,14,PLACED,1706376512
229,13,47,ACCEPTED,1705879842
230,167,45,CANCELLED,1706069643
231,12,19,PLACED,1704206292
232,141,34,DELIVERED,1705192048
233,40,50,CANCELLED,1704945982
234,91,24,DELIVERING,1704811874
235,160,16,DELIVERING,1704375065
236,176,34,DELIVERING,1705346113
237,61,9,DELIVERED,1705907769
238,97,18,PLACED,1706579701
239,127,32,PLACED,1704858855
240,98,8,ACCEPTED,1706393602
241,91,34,ACCEPTED,1705083710
242,84,9,DELIVERING,1705500046
243,94,31,DELIVERING,1705500674
244,71,28,ACCEPTED,1706182671
245,96,29,CANCELLED,1705207272
246,27,37,CANCELLED,1706323332
247,85,43,ACCEPTED,1706519424
248,169,22,DELIVERING,1705874667
249,184,25,CANCELLED,1704508930
250,163,15,ACCEPTED,1704366741
251,193,36,ACCEPTED,1705126657
252,73,33,PLACED,1706388080
253,66,12,DELIVERED,1704640090
254,106,49,PLACED,1705179731
255,107,19,CANCELLED,1705284459
256,136,26,DELIVERING,1704250485
257,200,21,CANCELLED,1705192288
258,31,7,ACCEPTED,1704145905
259,17,49,CANCELLED,1704672623
260,133,42,PLACED,1704282494
261,125,44,PLACED,1705040834
262,163,9,DELIVERED,1705542755
263,183,46,PLACED,1705285556
264,64,16,DELIVERED,1705534862
265,47,4,PLACED,1706509188
266,77,17,DELIVERING,1706293387
267,43,38,CANCELLED,1704254660
268,167,14,DELIVERED,1705008159
269,169,22,CANCELLED,1704132154
270,175,27,DELIVERING,1705690169
271,45,43,ACCEPTED,1704274626
272,1,8,PLACED,1705878188
273,35,2,PLACED,1706504371
274,25,26,DELIVERING,1706322568
275,83,18,CANCELLED,1704730377
276,163,35,CANCELLED,1706282841
277,58,33,DELIVERED,1706131507
278,108,14,CANCELLED,1704143671
279,108,9,CANCELLED,1704838205
280,184,34,ACCEPTED,1705595648
281,126,22,DELIVERING,1706165638
282,83,48,ACCEPTED,1705437288
283,160,35,ACCEPTED,1705200582
284,36,30,CANCELLED,1704331511
285,7,12,CANCELLED,1705213798
286,54,10,ACCEPTED,1706574776
287,40,38,PLACED,1705881194
288,57,49,PLACED,1706585073
289,77,14,ACCEPTED,1706411711
290,77,20,DELIVERING,1704897155
291,80,16,ACCEPTED,1705650734
292,180,23,PLACED,1706341565
293,28,47,PLACED,1704614838
294,159,19,PLACED,1704362922
295,191,32,DELIVERED,1705268276
296,120,2,PLACED,1706371140
297,70,13,PLACED,1705569610
298,172,43,DELIVERING,1705176994
299,199,43,ACCEPTED,1704308875
300,120,19,ACCEPTED,1704550859
301,88,23,DELIVERED,1704525179
302,144,4,DELIVERING,1705998680
303,144,6,PLACED,1704662385
304,23,43,CANCELLED,1706507166
305,21,31,CANCELLED,1705380682
306,165,21,CANCELLED,1704526799
307,17,25,DELIVERING,1705374733
308,145,46,PLACED,1704736515
309,102,50,DELIVERING,1706599649
310,62,13,CANCELLED,1705166498
311,18,45,PLACED,1705842270
312,195,28,PLACED,1705580286
313,98,36,ACCEPTED,1705741446
314,194,47,DELIVERING,1704642713
315,165,7,DELIVERED,1705457843
316,181,3,PLACED,1704286659
317,184,18,CANCELLED,1706616578
318,173,35,DELIVERED,1704162619
319,178,28,DELIVERING,1706226580
320,63,46,DELIVERING,1705750469
321,77,25,PLACED,1705819084
322,105,16,PLACED,1704763187
323,69,3,DELIVERED,1705396911
324,126,43,CANCELLED,1704317521
325,68,49,CANCELLED,1704167002
326,97,49,ACCEPTED,1706055888
327,92,40,DELIVERED,1706042195
328,116,36,CANCELLED,1706578286
329,50,33,ACCEPTED,1704180320
330,122,30,DELIVERED,1704477167
331,7,45,DELIVERED,1705487665
332,41,23,DELIVERED,1704603630
333,48,33,DELIVERED,1705494873
334,141,17,PLACED,1705912618
335,113,38,ACCEPTED,1706346892
336,21,12,DELIVERING,1705594057
337,36,46,CANCELLED,1704667542
338,156,40,PLACED,1705059705
339,2,29,ACCEPTED,1705513282
340,196,23,CANCELLED,1706571724
341,111,43,DELIVERED,1704240810
342,114,14,CANCELLED,1705402249
343,81,16,DELIVERED,1704309304
344,17,22,PLACED,1705379315
345,87,11,CANCELLED,1704632875
346,58,21,PLACED,1705900704
347,154,32,CANCELLED,1704829446
348,14,36,PLACED,1706156062
349,61,44,PLACED,1705884065
350,172,48,ACCEPTED,1704586504
351,26,35,DELIVERED,1705654995
352,53,43,DELIVERING,1705127577
353,122,45,DELIVERING,1704969462
354,2,37,DELIVERING,1705545724
355,77,33,DELIVERING,1704498493
356,164,49,PLACED,1705039084
357,101,5,CANCELLED,1704551099
358,121,45,PLACED,1705911895
359,72,12,PLACED,1706298567
360,140,50,DELIVERED,1705517631
361,91,22,PLACED,1704314696
362,75,32,DELIVERING,1704381567
363,121,44,PLACED,1704437869
364,147,26,DELIVERED,1705793167
365,114,33,DELIVERED,1705857491
366,76,39,PLACED,1706589839
367,55,12,DELIVERING,1705765150
368,145,15,DELIVERING,1705879448
369,134,9,DELIVERING,1705335430
370,88,43,ACCEPTED,1705410434
371,97,3,PLACED,1704679160
372,128,27,DELIVERED,1706233181
373,52,41,ACCEPTED,1706509075
374,119,25,CANCELLED,1705706303
375,87,5,DELIVERED,1704158157
376,16,6,DELIVERING,1705103197
377,95,4,PLACED,1705835995
378,83,27,PLACED,1706462985
379,70,21,PLACED,1704765808
380,88,8,ACCEPTED,1705908327
381,61,21,ACCEPTED,1704305324
382,102,22,CANCELLED,1705002126
383,122,48,CANCELLED,1705483730
384,67,29,PLACED,1704901635
385,198,36,PLACED,1705125242
386,5,37,DELIVERED,1706094739
387,35,45,DELIVERING,1704871478
388,145,39,CANCELLED,1705525908
389,172,25,PLACED,1705630073
390,132,30,PLACED,1704352070
391,199,37,ACCEPTED,1704228731
392,92,8,DELIVERED,1704278461
393,75,32,DELIVERING,1704537751
394,88,36,ACCEPTED,1705896847
395,90,23,DELIVERED,1704799637
396,184,24,DELIVERED,1705981467
397,4,4,ACCEPTED,1706002345
398,12,9,CANCELLED,1704647415
399,137,47,PLACED,1704652078
400,115,38,PLACED,1705189777
401,69,6,DELIVERING,1705632399
402,11,17,DELIVERING,1706162777
403,57,29,CANCELLED,1705918922
404,76,44,ACCEPTED,1704778078
405,9,47,ACCEPTED,1704570625
406,98,24,DELIVERED,1704139279
407,49,30,DELIVERING,1705813394
408,49,4,PLACED,1706551250
409,56,38,ACCEPTED,1704687602
410,103,20,CANCELLED,1704797134
411,12,25,ACCEPTED,1705953990
412,96,43,CANCELLED,1704588663
413,115,24,DELIVERING,1705225230
414,86,21,DELIVERING,1705358122
415,112,7,DELIVERING,1705831807
416,22,49,DELIVERED,1704403369
417,12,44,DELIVERING,1704375173
418,173,49,DELIVERING,1704250029
419,197,23,PLACED,1705808504
420,189,4,DELIVERING,1705404044
421,33,2,ACCEPTED,1704878346
422,93,44,DELIVERED,1705464799
423,40,38,ACCEPTED,1705034420
424,98,36,CANCELLED,1705596720
425,101,9,DELIVERED,1704227251
426,14,5,PLACED,1704173832
427,60,41,CANCELLED,1706013968
428,60,35,PLACED,1706337330
429,138,33,PLACED,1704283790
430,40,18,DELIVERING,1706487483
431,152,50,DELIVERING,1706507812
432,199,37,ACCEPTED,1705646885
433,54,27,DELIVERING,1704646404
434,55,10,CANCELLED,1704385597
435,179,48,DELIVERED,1704847095
436,75,40,ACCEPTED,1704506376
437,28,32,ACCEPTED,1705442133
438,23,37,PLACED,1704402930
439,48,12,ACCEPTED,1705650912
440,127,22,DELIVERED,1706184451
441,176,10,PLACED,1705423082
442,169,5,ACCEPTED,1706268734
443,35,31,DELIVERED,1706465577
444,19,18,DELIVERED,1706258531
445,59,3,DELIVERED,1705198492
446,172,40,ACCEPTED,1704956604
447,60,11,CANCELLED,1704203254
448,69,46,CANCELLED,1704614150
449,199,15,DELIVERING,1704477160
450,93,45,DELIVERED,1705877542
451,138,42,PLACED,1705897267
452,68,30,CANCELLED,1704351382
453,67,15,DELIVERED,1704853287
454,200,17,PLACED,1704321305
455,20,48,DELIVERING,1704557066
456,66,32,CANCELLED,1705099105
457,110,49,DELIVERING,1705747900
458,136,49,DELIVERING,1705488399
459,143,28,CANCELLED,1704892925
460,126,13,DELIVERING,1704381951
461,28,50,ACCEPTED,1706268405
462,60,15,DELIVERING,1705606411
463,3,39,DELIVERING,1705338757
464,70,12,CANCELLED,1704593584
465,54,16,CANCELLED,1705877031
466,50,17,DELIVERING,1705120150
467,40,34,DELIVERED,1704811357
468,77,35,DELIVERED,1705955877
469,160,32,PLACED,1704626735
470,74,25,DELIVERING,1706429387
471,123,49,CANCELLED,1704630322
472,68,13,PLACED,1705083525
473,12,30,PLACED,1705178430
474,29,30,PLACED,1705903498
475,177,19,ACCEPTED,1705445195
476,120,17,PLACED,1706013213
477,125,15,CANCELLED,1705184315
478,170,35,DELIVERED,1704085720
479,135,20,PLACED,1705860167
480,77,30,PLACED,1705570458
481,46,7,ACCEPTED,1705753677
482,170,29,ACCEPTED,1706479188
483,154,9,PLACED,1705396421
484,189,16,DELIVERING,1704599624
485,141,33,DELIVERED,1704542347
486,26,32,PLACED,1704351007
487,156,14,DELIVERED,1705277910
488,43,35,PLACED,1704840449
489,147,31,PLACED,1706333911
490,102,16,ACCEPTED,1705831540
491,74,30,PLACED,1705565043
492,189,26,PLACED,1704413791
493,153,36,DELIVERING,1704512718
494,160,35,ACCEPTED,1706096005
495,90,47,PLACED,1704671616
496,138,9,PLACED,1705666067
497,3,30,PLACED,1705000969
498,149,41,PLACED,1706575015
499,163,13,PLACED,1706476565
500,90,23,CANCELLED,1704739464
