reading_id,device_id,sensor_type,value,timestamp
117,126,humidity,76.49,1706123142
118,164,humidity,43.98,1704486232
119,53,temperature,27.66,1704238487
120,17,motion,1,1704384165
121,59,humidity,76.82,1704162289
122,63,humidity,29.44,1704710217
123,20,temperature,23.83,1705263054
124,105,temperature,21.76,1705285432
125,112,humidity,61.53,1706620877
126,17,temperature,21.88,1705693295
127,20,temperature,24.39,1705367995
128,8,motion,1,1705291175
129,141,humidity,70.53,1706342551
130,180,temperature,16.15,1704255364
131,115,humidity,55.3,1704324733
132,194,temperature,23.06,1705037299
133,49,temperature,29.43,1704729120
134,57,humidity,58.32,1705964718
135,14,humidity,44.72,1705449896
136,94,temperature,19.04,1704296805
137,39,humidity,43.7,1704947570
138,172,temperature,20.04,1705430328
139,123,motion,1,1706310646
140,72,humidity,21.49,1706141176
141,9,motion,0,1705348280
142,48,temperature,16.41,1704181089
143,47,motion,1,1706340156
144,89,motion,0,1704528175
145,3,humidity,79.58,1705702593
146,72,humidity,68.27,1705588789
147,178,motion,1,1706018257
148,2,humidity,34.53,1704968511
149,167,humidity,65.59,1705482443
150,173,humidity,62.68,1704829205
151,82,humidity,23.56,1706566830
152,62,motion,0,1705091466
153,42,temperature,29.19,1704450687
154,80,temperature,16.7,1705206553
155,78,temperature,25.0,1705361098
156,41,motion,1,1704666438
157,104,humidity,49.18,1705585765
158,8,humidity,74.83,1705761670
159,139,humidity,74.46,1704433986
160,75,humidity,37.53,1704348488
161,22,motion,1,1704447724
162,105,motion,0,1705096491
163,178,motion,0,1705474000
164,27,humidity,44.62,1706462731
165,6,motion,1,1705184824
166,139,temperature,28.76,1706361115
167,144,humidity,77.56,1704217474
168,35,humidity,66.09,1706321358
169,144,motion,1,1704071270
170,180,temperature,23.37,1706490857
171,73,motion,0,1705225019
172,97,humidity,44.49,1704809132
173,40,motion,1,1704554489
174,105,temperature,22.93,1705254870
175,118,humidity,61.9,1706623096
176,120,motion,1,1704978779
177,167,temperature,23.33,1704165434
178,2,humidity,77.41,1706016666
179,61,temperature,22.24,1704992543
180,141,humidity,53.09,1705526997
181,83,motion,0,1705487319
182,75,motion,0,1705382933
183,158,motion,1,1704714921
184,170,humidity,75.17,1705691001
185,2,temperature,16.2,1704263301
186,123,humidity,72.56,1705144284
187,178,humidity,28.71,1704871099
188,55,motion,1,1705408708
189,174,humidity,77.17,1704964576
190,193,temperature,16.12,1705187078
191,108,motion,0,1704519920
192,144,temperature,20.82,1704691405
193,84,motion,1,1704733815
194,107,motion,0,1705495750
195,111,humidity,60.92,1704322588
196,142,temperature,27.25,1704530823
197,124,humidity,33.06,1706008217
198,136,humidity,23.69,1706621930
199,81,motion,0,1704288509
200,142,motion,1,1706285974
201,53,humidity,23.78,1704502573
202,52,motion,0,1704645940
203,130,motion,1,1704499970
204,165,motion,1,1706398441
205,81,humidity,25.6,1706511123
206,87,humidity,65.09,1706087272
207,127,temperature,15.29,1704969988
208,136,temperature,25.04,1705638502
209,169,temperature,24.79,1704826047
210,124,humidity,66.02,1705908796
211,167,motion,1,1704904684
212,151,temperature,23.19,1706622248
213,150,humidity,58.27,1705999364
214,13,motion,0,1705750344
215,33,motion,1,1705506884
216,195,temperature,24.23,1705409635
217,89,humidity,44.76,1705164834
218,94,humidity,77.74,1704823574
219,32,humidity,60.82,1705423119
220,184,temperature,25.1,1705896867
221,160,motion,0,1704641863
222,188,temperature,16.17,1704377955
223,185,temperature,19.46,1705421277
224,148,humidity,66.41,1704937470
225,5,humidity,68.38,1704893269
226,91,motion,1,1705594832
227,106,motion,1,1706395956
228,190,temperature,18.55,1706137830
229,130,temperature,15.53,1704997027
230,182,humidity,33.37,1704455370
231,148,motion,0,1704373963
232,31,temperature,25.21,1705246061
233,191,temperature,17.64,1705292838
234,78,humidity,26.72,1705429487
235,153,humidity,23.09,1705374028
236,64,temperature,15.49,1705364231
237,52,temperature,17.72,1705997542
238,51,humidity,62.39,1706535037
239,160,temperature,22.7,1704067333
240,173,humidity,77.65,1705959022
241,125,humidity,28.57,1704628639
242,196,humidity,25.66,1704975755
243,1,temperature,27.28,1704673522
244,156,motion,0,1704502658
245,52,temperature,15.22,1704997709
246,79,motion,1,1705364041
247,171,temperature,17.44,1706521102
248,53,motion,0,1704227931
249,50,humidity,50.91,1705508680
250,61,motion,0,1705038435
251,157,motion,0,1704996606
252,110,humidity,57.67,1705903808
253,60,temperature,26.45,1705751000
254,14,motion,0,1704214241
255,152,humidity,31.08,1706203663
256,89,humidity,61.43,1705180201
257,105,temperature,19.21,1705049617
258,130,humidity,27.65,1704421972
259,37,temperature,18.77,1705768849
260,65,humidity,26.87,1706283204
261,129,humidity,46.69,1704983568
262,200,humidity,74.64,1704771267
263,120,temperature,24.93,1705721871
264,175,temperature,27.91,1706323221
265,32,temperature,18.42,1706197911
266,107,motion,0,1705563735
267,136,humidity,39.78,1706326055
268,146,humidity,57.11,1705443347
269,17,temperature,23.78,1704707181
270,62,humidity,56.06,1706429215
271,105,humidity,53.81,1705508644
272,49,temperature,18.74,1705655984
273,128,humidity,34.11,1705092374
274,191,motion,1,1704522421
275,151,motion,1,1705161708
276,140,temperature,27.59,1704417866
277,157,humidity,46.76,1705415060
278,5,humidity,50.88,1706094900
279,31,motion,0,1705691356
280,89,motion,0,1705761588
281,188,temperature,24.1,1706315053
282,104,motion,0,1705627153
283,138,humidity,50.54,1704543240
284,91,motion,1,1704349442
285,46,motion,0,1705360627
286,59,humidity,21.08,1706221918
287,71,humidity,66.89,1705744829
288,87,humidity,54.9,1705001788
289,23,temperature,26.09,1706254974
290,44,humidity,73.28,1706187763
291,175,motion,1,1704089591
292,55,motion,0,1704613002
293,146,motion,0,1705308695
294,139,motion,1,1706518098
295,175,humidity,70.17,1705758702
296,152,temperature,19.97,1704390888
297,135,temperature,28.29,1706659139
298,38,humidity,21.44,1705243788
299,102,humidity,73.26,1704846634
300,64,humidity,62.01,1706394501
301,41,temperature,29.82,1705276696
302,191,temperature,19.71,1704095005
303,132,motion,1,1705153776
304,141,humidity,58.87,1704683159
305,4,temperature,17.54,1705925101
306,119,humidity,77.79,1704532015
307,131,motion,1,1704425076
308,6,motion,1,1706468349
309,18,motion,0,1706643369
310,47,temperature,22.6,1705200895
311,58,motion,0,1704729700
312,186,humidity,23.22,1706113055
313,170,humidity,65.3,1706429842
314,143,motion,1,1705043228
315,111,humidity,41.31,1704136134
316,160,motion,1,1704509112
317,135,motion,0,1706318178
318,161,temperature,21.42,1706422653
319,5,motion,0,1706220236
320,9,motion,1,1706525017
321,149,temperature,17.78,1706630119
322,142,motion,1,1704825754
323,163,motion,0,1705712441
324,191,humidity,78.45,1704108998
325,115,humidity,61.23,1705941086
326,168,humidity,61.11,1704981282
327,128,temperature,28.08,1705187281
328,16,temperature,16.07,1705357501
329,70,motion,1,1705417050
330,3,temperature,25.76,1705209145
331,16,motion,1,1705236492
332,81,motion,1,1704753627
333,90,temperature,29.08,1705160964
334,163,temperature,28.75,1705050178
335,13,temperature,25.7,1706485685
336,33,humidity,57.78,1705360559
337,139,motion,1,1705000597
338,137,motion,1,1705464052
339,57,humidity,50.24,1706489992
340,53,humidity,60.51,1706612970
341,163,motion,1,1706257000
342,109,humidity,70.97,1704534389
343,110,motion,1,1704717071
344,65,motion,1,1706640638
345,76,humidity,39.86,1705605062
346,4,temperature,26.95,1706043811
347,175,motion,0,1705854035
348,59,humidity,75.17,1706628340
349,149,motion,1,1706529106
350,162,temperature,18.71,1704307980
351,195,humidity,58.44,1706061938
352,197,temperature,25.9,1704078530
353,159,motion,1,1706238604
354,154,temperature,20.55,1706397425
355,147,temperature,16.06,1704594118
356,144,humidity,64.25,1706191784
357,107,motion,1,1705331017
358,196,humidity,48.96,1705134966
359,11,temperature,20.94,1705630220
360,105,temperature,29.36,1704487104
361,53,motion,1,1704144498
362,27,motion,1,1705934008
363,75,humidity,39.73,1704354363
364,39,humidity,38.47,1705015765
365,16,humidity,54.49,1704086293
366,77,motion,1,1704636893
367,90,humidity,30.58,1704734490
368,180,humidity,28.1,1705564107
369,127,humidity,69.43,1704350982
370,190,temperature,28.03,1704460015
371,87,motion,0,1706266650
372,98,motion,1,1704351273
373,77,humidity,40.1,1706371787
374,61,temperature,19.9,1705860090
375,90,motion,0,1704958331
376,9,humidity,55.56,1705752491
377,76,motion,1,1704575517
378,151,motion,1,1705194690
379,60,humidity,64.27,1705922408
380,121,motion,1,1704515515
381,59,humidity,48.39,1706454517
382,3,humidity,53.51,1706463020
383,103,motion,0,1704179107
384,157,temperature,15.35,1706535915
385,163,motion,0,1705206649
386,41,humidity,76.35,1705422623
387,183,humidity,58.87,1705364413
388,78,motion,1,1704397536
389,137,temperature,15.16,1706482668
390,62,humidity,76.78,1704236020
391,7,temperature,27.66,1705260905
392,138,motion,1,1704628186
393,138,motion,0,1704215904
394,115,motion,1,1704961723
395,7,humidity,30.22,1705678382
396,20,motion,1,1705513906
397,28,motion,1,1704346568
398,2,motion,1,1705301852
399,49,humidity,69.42,1704495055
400,68,humidity,26.48,1706239266
401,131,humidity,38.24,1705786842
402,78,temperature,27.38,1704931027
403,80,motion,0,1705276691
404,62,humidity,66.93,1706377694
405,161,temperature,19.18,1705673518
406,83,temperature,20.75,1704987148
407,27,temperature,15.22,1704331488
408,22,temperature,26.27,1704522122
409,104,temperature,26.48,1705889875
410,182,humidity,60.48,1705063578
411,115,motion,0,1704579876
412,191,humidity,70.36,1704337242
413,59,humidity,63.05,1704762352
414,51,humidity,70.54,1705210395
415,94,temperature,17.37,1705286989
416,39,humidity,30.17,1705431854
417,30,humidity,41.03,1705734754
418,102,temperature,27.29,1704519588
419,65,motion,1,1704635061
420,6,motion,1,1705923748
421,101,humidity,50.78,1705527204
422,94,humidity,77.54,1705502015
423,43,humidity,73.95,1706079650
424,3,motion,0,1705456038
425,109,temperature,23.18,1706543403
426,53,humidity,26.33,1704500129
427,109,humidity,42.69,1706003179
428,100,humidity,76.42,1705435502
429,34,motion,1,1704173998
430,64,humidity,41.25,1705046576
431,99,motion,0,1705468480
432,133,motion,0,1704663246
433,159,humidity,45.77,1706331919
434,187,temperature,21.1,1706367522
435,19,humidity,54.26,1704915196
436,96,humidity,49.76,1704301327
437,6,humidity,56.12,1704420407
438,37,motion,1,1705486401
439,51,motion,0,1706382119
440,77,motion,0,1704440611
441,138,motion,0,1704367243
442,166,temperature,24.54,1704801488
443,150,motion,0,1705086154
444,69,temperature,23.31,1704796373
445,135,temperature,28.35,1704946010
446,65,motion,1,1704928055
447,96,motion,1,1704813544
448,25,motion,1,1706112456
449,163,motion,1,1706286298
450,130,temperature,18.96,1705320051
451,132,temperature,25.11,1704805695
452,53,temperature,17.66,1704965158
453,113,humidity,46.95,1704305865
454,50,temperature,28.26,1705759238
455,66,temperature,29.62,1706074186
456,187,temperature,22.67,1704600357
457,25,temperature,26.93,1706087119
458,40,motion,0,1706302883
459,43,humidity,75.54,1705553412
460,135,humidity,57.98,1704438921
461,144,temperature,19.06,1706650054
462,193,humidity,20.1,1706639665
463,15,temperature,25.61,1705762938
464,175,temperature,27.64,1706059720
465,153,motion,0,1705824951
466,119,humidity,55.42,1704887420
467,43,humidity,56.67,1706028565
468,23,temperature,27.6,1705834779
469,40,humidity,64.17,1706020951
470,14,motion,0,1705911168
471,96,humidity,26.32,1706130194
472,192,motion,1,1705355942
473,21,motion,1,1705512951
474,96,temperature,16.2,1704772622
475,27,humidity,70.48,1705744463
476,195,motion,1,1704618006
477,67,motion,1,1706417018
478,141,temperature,28.23,1704761451
479,32,motion,1,1705673437
480,24,motion,0,1704837877
481,27,humidity,54.5,1705094863
482,98,humidity,29.22,1704869541
483,106,motion,0,1704191433
484,80,humidity,43.62,1706518058
485,124,humidity,51.17,1705714456
486,166,temperature,26.34,1704805123
487,62,motion,1,1705482169
488,32,motion,1,1706240334
489,43,motion,0,1704344755
490,37,motion,1,1705308250
491,110,motion,1,1704583083
492,123,temperature,29.23,1704748443
493,182,humidity,79.25,1705173500
494,14,humidity,27.01,1704775439
495,142,humidity,77.67,1705356213
496,146,humidity,26.07,1706232797
497,160,motion,0,1704286846
498,15,motion,1,1704564115
499,176,motion,1,1704305952
500,71,temperature,24.7,1704671944
501,139,temperature,18.09,1704608147
502,50,humidity,43.65,1704639124
503,97,temperature,19.9,1705992464
504,87,motion,0,1704555561
505,74,motion,1,1705884557
506,145,humidity,67.83,1705953152
507,198,temperature,24.96,1704659917
508,126,motion,0,1704357258
509,57,motion,1,1704582290
510,138,humidity,62.63,1704938980
511,22,humidity,34.86,1704313630
512,45,motion,0,1706043059
513,25,temperature,27.22,1705916281
514,34,temperature,26.1,1705975608
515,7,humidity,71.71,1705440944
516,81,temperature,18.33,1706351015
517,105,humidity,62.34,1704142374
518,185,humidity,24.96,1705653676
519,122,temperature,26.69,1706255304
520,62,humidity,69.8,1705756090
521,40,motion,1,1705349856
522,116,temperature,22.66,1704336605
523,14,motion,1,1704443871
524,85,temperature,28.03,1705116685
525,168,humidity,53.16,1704374772
526,66,temperature,29.55,1705786852
527,76,humidity,75.54,1704401477
528,130,temperature,18.85,1705104664
529,41,temperature,18.7,1704342624
530,50,motion,0,1704908482
531,80,motion,1,1704955421
532,67,temperature,25.49,1704100072
533,128,temperature,29.22,1705649779
534,49,humidity,40.0,1704686966
535,171,motion,1,1706030346
536,86,motion,0,1705767246
537,160,humidity,75.1,1704686109
538,4,temperature,28.56,1704467783
539,70,temperature,28.36,1705063342
540,173,temperature,20.15,1706152884
541,122,temperature,23.87,1704360787
542,52,motion,0,1704269573
543,5,temperature,22.15,1705220494
544,10,motion,0,1705613874
545,45,motion,1,1704796098
546,155,motion,0,1706118360
547,113,motion,1,1706053766
548,114,humidity,70.27,1706236699
549,45,motion,0,1705352980
550,23,motion,0,1704856699
551,50,motion,0,1705121674
552,67,temperature,26.11,1705078664
553,25,motion,1,1706255405
554,116,temperature,23.33,1706263404
555,69,motion,1,1705565930
556,200,temperature,25.42,1705084476
557,141,motion,1,1706155709
558,27,temperature,20.55,1704598275
559,107,temperature,21.56,1704926210
560,141,motion,1,1705553340
561,200,temperature,19.18,1704205951
562,136,temperature,27.29,1705977469
563,20,humidity,78.16,1705583535
564,170,humidity,20.64,1706427880
565,121,motion,0,1705977554
566,132,temperature,18.76,1704652990
567,37,temperature,16.39,1704967875
568,91,motion,0,1706162592
569,47,humidity,34.68,1705438685
570,105,motion,0,1705130178
571,82,motion,1,1706605517
572,175,temperature,23.69,1704590521
573,182,motion,0,1704787690
574,152,motion,1,1705252318
575,64,humidity,64.1,1704207981
576,166,motion,0,1705023819
577,157,humidity,71.13,1704543185
578,189,temperature,18.34,1704373933
579,13,humidity,24.37,1705108370
580,28,temperature,18.82,1704250302
581,54,humidity,31.16,1706519769
582,1,temperature,18.4,1704179298
583,85,humidity,33.43,1705383943
584,200,temperature,23.16,1704611910
585,141,humidity,49.28,1704122071
586,66,humidity,74.89,1705693032
587,21,motion,0,1704629150
588,3,humidity,29.85,1704823954
589,91,motion,1,1706475751
590,141,temperature,28.01,1704555751
591,165,temperature,20.13,1705675393
592,66,humidity,37.06,1706514591
593,25,humidity,57.9,1704261325
594,86,temperature,23.5,1705394702
595,62,motion,1,1704335235
596,132,temperature,23.79,1705655642
597,96,temperature,21.36,1705543398
598,37,humidity,73.96,1705917412
599,133,temperature,19.62,1705039896
600,15,humidity,34.13,1705857562
601,52,humidity,29.35,1704358270
602,125,temperature,18.58,1704073934
603,26,motion,0,1705894224
604,16,temperature,17.61,1704385101
605,47,humidity,34.65,1704348738
606,17,humidity,28.63,1704464363
607,52,temperature,29.43,1704919859
608,100,temperature,16.85,1704975749
609,49,humidity,79.99,1705832027
610,169,motion,0,1705415071
611,159,humidity,66.93,1705207607
612,145,temperature,19.31,1704249670
613,41,temperature,24.32,1706378895
614,153,humidity,71.82,1706276803
615,14,temperature,16.7,1706544040
616,150,humidity,79.87,1705598710
617,100,motion,0,1705372083
618,114,motion,0,1704883730
619,11,motion,1,1704288269
620,19,humidity,35.7,1705719806
621,1,motion,0,1706539783
622,116,humidity,62.01,1705413688
623,133,humidity,66.1,1705967956
624,176,temperature,16.05,1704577675
625,42,humidity,72.69,1704602807
626,79,motion,0,1705792062
627,115,temperature,18.81,1705872923
628,173,temperature,15.47,1704179126
629,88,humidity,45.81,1704296199
630,55,temperature,16.45,1704961565
631,33,motion,1,1705472820
632,112,humidity,48.72,1704277782
633,96,humidity,40.72,1705966884
634,192,temperature,23.51,1706271369
635,19,temperature,25.93,1706492576
636,24,motion,1,1704882628
637,34,motion,1,1705596768
638,23,motion,0,1705173312
639,167,motion,1,1704075411
640,144,temperature,20.05,1706353133
641,85,motion,0,1704476134
642,38,temperature,23.1,1706268234
643,196,motion,0,1704958095
644,131,motion,1,1705042049
645,147,humidity,55.93,1705172978
646,123,motion,0,1705013766
647,31,humidity,61.29,1704680030
648,112,temperature,16.25,1705167411
649,10,temperature,21.62,1705965244
650,196,motion,0,1706640321
651,7,temperature,17.48,1705507008
652,49,temperature,16.02,1706014407
653,79,humidity,75.86,1705823729
654,130,humidity,71.1,1704216449
655,95,humidity,63.68,1704949069
656,84,humidity,48.34,1706299693
657,77,humidity,54.19,1706088523
658,160,temperature,28.72,1705078268
659,97,temperature,22.23,1705168511
660,92,temperature,29.49,1704153839
661,193,humidity,24.03,1704241847
662,103,motion,0,1705326790
663,20,humidity,20.06,1706455139
664,69,temperature,16.47,1704547416
665,29,humidity,77.12,1705762977
666,84,humidity,56.41,1706647690
667,18,humidity,36.54,1706560700
668,9,humidity,68.52,1705464793
669,71,temperature,28.29,1705471963
670,193,humidity,61.32,1706029274
671,19,motion,0,1706601437
672,33,motion,1,1704960842
673,124,humidity,30.17,1705495662
674,48,humidity,52.45,1705981330
675,54,motion,0,1706307790
676,135,temperature,26.66,1704501473
677,116,motion,1,1705265370
678,172,temperature,23.98,1704698893
679,46,motion,0,1705340492
680,118,humidity,78.91,1706182029
681,86,motion,0,1704931407
682,19,temperature,25.99,1704576889
683,157,motion,1,1705392433
684,84,temperature,23.16,1704668500
685,92,humidity,75.87,1704474014
686,42,temperature,21.12,1705619306
687,146,temperature,20.39,1705144667
688,12,humidity,25.4,1705466871
689,80,temperature,17.02,1705213604
690,154,motion,1,1704390822
691,155,motion,0,1706502506
692,66,motion,0,1704210496
693,123,humidity,61.89,1705713631
694,107,humidity,51.83,1704232153
695,97,motion,0,1704113390
696,165,motion,0,1705771250
697,64,temperature,17.83,1704601687
698,188,motion,0,1704815996
699,70,motion,0,1704445798
700,192,humidity,28.47,1704536448
701,161,temperature,25.15,1706352963
702,3,motion,0,1705418912
703,176,humidity,25.2,1704348282
704,191,humidity,57.44,1704975241
705,86,temperature,20.53,1705527328
706,61,motion,1,1705116722
707,127,temperature,18.75,1706371390
708,100,humidity,74.43,1705320572
709,120,temperature,28.64,1704376974
710,58,motion,0,1705481677
711,184,motion,1,1706393500
712,134,motion,0,1704863077
713,48,humidity,58.62,1705349653
714,54,humidity,23.63,1704899462
715,169,motion,0,1705245739
716,90,temperature,18.61,1706240797
717,130,temperature,20.66,1706182827
718,77,humidity,25.23,1704512680
719,174,temperature,22.02,1704141861
720,99,temperature,15.37,1704602357
721,145,humidity,43.81,1706435919
722,17,motion,1,1706472543
723,135,motion,1,1704850608
724,181,humidity,65.68,1704285071
725,170,temperature,26.75,1706241148
726,82,temperature,18.45,1704838417
727,106,temperature,20.79,1706120264
728,54,humidity,35.73,1706108159
729,126,temperature,19.58,1706257608
730,56,motion,0,1704722667
731,118,motion,1,1706137619
732,193,temperature,18.01,1705754927
733,172,humidity,37.76,1704609396
734,178,motion,1,1705038776
735,176,motion,0,1705558578
736,4,temperature,27.04,1705490245
737,70,temperature,17.34,1704650455
738,79,humidity,23.95,1705180923
739,141,motion,0,1705479136
740,96,temperature,29.78,1706043057
741,200,temperature,29.49,1704796221
742,36,temperature,28.48,1704137023
743,152,temperature,22.58,1706143738
744,9,temperature,21.14,1704901035
745,78,temperature,24.65,1705648992
746,94,temperature,20.39,1705788942
747,84,motion,0,1705326556
748,113,motion,0,1706441997
749,4,humidity,61.61,1704898690
750,130,motion,0,1704774159
751,32,humidity,54.33,1705936994
752,147,humidity,73.86,1705302696
753,77,temperature,18.79,1705425191
754,39,temperature,15.37,1706595201
755,27,temperature,20.71,1704658389
756,28,motion,1,1705025408
757,197,temperature,18.41,1704690903
758,85,motion,1,1704769415
759,143,humidity,72.85,1704670142
760,200,motion,1,1705178300
761,16,motion,1,1705557757
762,133,motion,1,1706444291
763,116,motion,1,1705382983
764,167,motion,0,1704615491
765,166,motion,1,1704303972
766,104,humidity,50.97,1705538273
767,42,motion,1,1706555935
768,52,humidity,31.96,1704635963
769,121,temperature,28.87,1705631282
770,96,humidity,68.29,1705259232
771,193,motion,0,1704976612
772,63,motion,1,1704926344
773,86,temperature,18.96,1705259534
774,180,humidity,46.26,1705617645
775,19,motion,0,1705792020
776,168,temperature,19.22,1704212757
777,88,motion,1,1704420599
778,4,humidity,57.19,1704843370
779,157,temperature,15.28,1706163276
780,155,humidity,26.97,1706367148
781,179,humidity,65.23,1704380061
782,27,motion,0,1706395552
783,185,motion,1,1705668344
784,34,motion,0,1704720212
785,162,motion,1,1704604640
786,75,temperature,18.55,1705304355
787,183,motion,1,1706150046
788,125,humidity,73.3,1704873543
789,182,humidity,41.03,1704304292
790,171,humidity,27.89,1704312270
791,42,temperature,23.93,1704908931
792,179,motion,0,1705411959
793,104,motion,0,1706236601
794,12,temperature,28.32,1704377150
795,34,humidity,48.53,1704348159
796,67,temperature,16.62,1704827273
797,123,temperature,25.65,1704288434
798,14,motion,0,1704270266
799,36,motion,1,1704416172
800,97,humidity,59.33,1706414406
801,18,humidity,79.12,1706134907
802,26,temperature,23.15,1704934324
803,120,motion,1,1705316048
804,80,motion,0,1705531965
805,162,motion,1,1704375756
806,17,temperature,19.86,1704476457
807,173,motion,0,1704866943
808,79,motion,1,1704114761
809,123,temperature,15.03,1706080976
810,171,humidity,36.18,1705631502
811,164,temperature,22.29,1706291936
812,96,humidity,37.96,1705984270
813,96,temperature,24.7,1705511767
814,136,motion,1,1706556803
815,104,motion,1,1706491865
816,199,temperature,21.79,1706232350
817,36,humidity,64.49,1704419800
818,179,humidity,69.12,1704518417
819,86,motion,0,1704733692
820,27,humidity,37.82,1706477853
821,112,humidity,35.58,1705617710
822,170,motion,1,1705580452
823,97,motion,1,1704728583
824,178,temperature,27.17,1706438016
825,48,motion,1,1706020146
826,162,motion,1,1705915253
827,162,humidity,29.64,1704765740
828,121,temperature,15.31,1706563015
829,24,temperature,22.59,1704347498
830,130,humidity,54.47,1706600310
831,114,motion,0,1704493658
832,192,temperature,16.24,1704751086
833,134,motion,0,1705839070
834,11,motion,1,1705431369
835,59,humidity,29.04,1706335319
836,48,temperature,29.02,1706346881
837,6,temperature,25.42,1705551511
838,167,humidity,59.47,1706110632
839,170,humidity,43.05,1705660200
840,87,temperature,21.7,1705105152
841,44,motion,1,1705055015
842,4,motion,0,1705347685
843,40,motion,0,1705846020
844,197,motion,1,1705478084
845,120,humidity,24.52,1706166999
846,120,humidity,41.04,1704676545
847,30,motion,0,1704734384
848,116,humidity,69.61,1704582940
849,182,temperature,28.54,1706084634
850,28,temperature,20.36,1704095157
851,178,temperature,18.39,1706555858
852,74,temperature,16.44,1706212538
853,16,humidity,51.31,1704469872
854,95,humidity,71.0,1706607979
855,178,motion,0,1704137360
856,52,motion,0,1704558627
857,62,motion,1,1706331548
858,50,temperature,17.69,1704215387
859,148,motion,1,1706429245
860,131,motion,1,1706413486
861,59,humidity,22.16,1706377984
862,81,motion,0,1705831599
863,50,humidity,67.34,1704867764
864,61,motion,0,1706430338
865,69,motion,0,1706553384
866,96,motion,1,1704215855
867,128,temperature,15.39,1705971133
868,143,motion,1,1704406623
869,40,temperature,26.58,1705429056
870,184,humidity,73.69,1705559410
871,1,temperature,24.12,1704550929
872,194,temperature,20.19,1706280055
873,95,motion,0,1706484193
874,117,motion,1,1704403648
